Entry ID,Contest Name,Contest ID,Entry Fee,QB,RB,RB,WR,WR,WR,TE,FLEX,DST,,Instructions
2380131803,NFL $2.5M Fantasy Football Millionaire [$1M to 1st],97091228,$10,Derek Carr (15819778) (LOCKED),Dalvin Cook (15819822) (LOCKED),James Robinson (15819838) (LOCKED),Nelson Agholor (15820116) (LOCKED),Calvin Ridley (15820060) (LOCKED),Henry Ruggs III (15820138) (LOCKED),Rob Gronkowski (15820362),Jordan Wilkins (15820036) (LOCKED),Saints (15820541),,1. Column A lists all of your contest entries for this draftgroup
2380131804,NFL $2.5M Fantasy Football Millionaire [$1M to 1st],97091228,$10,Ryan Tannehill (15819777) (LOCKED),Dalvin Cook (15819822) (LOCKED),Josh Jacobs (15819830) (LOCKED),A.J. Brown (15820064) (LOCKED),Corey Davis (15820118) (LOCKED),Andy Isabella (15820324) (LOCKED),Mo Alie-Cox (15820400) (LOCKED),James Robinson (15819838) (LOCKED),Saints (15820541),,2. Your current lineup is listed next to each entry (blank for reservations)
2380131805,NFL $2.5M Fantasy Football Millionaire [$1M to 1st],97091228,$10,Derek Carr (15819778) (LOCKED),Mike Davis (15819834) (LOCKED),Nyheim Hines (15819886) (LOCKED),Nelson Agholor (15820116) (LOCKED),Hunter Renfrow (15820152) (LOCKED),Calvin Ridley (15820060) (LOCKED),Travis Kelce (15820352),Kenyan Drake (15819866) (LOCKED),Dolphins (15820540) (LOCKED),,3. You can change the lineup for an entry by entering the IDs of the players in the row next to that entry
2380131806,NFL $2.5M Fantasy Football Millionaire [$1M to 1st],97091228,$10,Daniel Jones (15819782) (LOCKED),Dalvin Cook (15819822) (LOCKED),Nyheim Hines (15819886) (LOCKED),Tee Higgins (15820128) (LOCKED),Sterling Shepard (15820104) (LOCKED),Darius Slayton (15820114) (LOCKED),Travis Kelce (15820352),Zack Moss (15819880) (LOCKED),Rams (15820542),,4. Use data from the Name+ID column or the ID column; you cannot use just the player's name
2380131807,NFL $2.5M Fantasy Football Millionaire [$1M to 1st],97091228,$10,Ryan Tannehill (15819777) (LOCKED),Mike Davis (15819834) (LOCKED),James Robinson (15819838) (LOCKED),A.J. Brown (15820064) (LOCKED),Corey Davis (15820118) (LOCKED),Michael Pittman Jr. (15820120) (LOCKED),Travis Kelce (15820352),Brian Hill (15819990) (LOCKED),Giants (15820543) (LOCKED),,5. For faster processing only include entries you are changing in the file you upload
2380131808,NFL $2.5M Fantasy Football Millionaire [$1M to 1st],97091228,$10,Ryan Tannehill (15819777) (LOCKED),Dalvin Cook (15819822) (LOCKED),Wayne Gallman Jr. (15819876) (LOCKED),A.J. Brown (15820064) (LOCKED),Michael Pittman Jr. (15820120) (LOCKED),Robert Woods (15820084),Jonnu Smith (15820368) (LOCKED),Brian Hill (15819990) (LOCKED),Saints (15820541),,
2380131809,NFL $2.5M Fantasy Football Millionaire [$1M to 1st],97091228,$10,Derek Carr (15819778) (LOCKED),Dalvin Cook (15819822) (LOCKED),Kareem Hunt (15819860) (LOCKED),Nelson Agholor (15820116) (LOCKED),Denzel Mims (15820174) (LOCKED),Calvin Ridley (15820060) (LOCKED),Darren Waller (15820354) (LOCKED),Wayne Gallman Jr. (15819876) (LOCKED),Bills (15820549) (LOCKED),,Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
2380132177,NFL $150K mini-MAX [150 Entry Max],97183250,$0.50,Kyler Murray (15819763) (LOCKED),Dalvin Cook (15819822) (LOCKED),Nyheim Hines (15819886) (LOCKED),DeAndre Hopkins (15820050) (LOCKED),Jakobi Meyers (15820096) (LOCKED),Denzel Mims (15820174) (LOCKED),Dan Arnold (15820390) (LOCKED),Kareem Hunt (15819860) (LOCKED),Vikings (15820556) (LOCKED),,RB,C.J. Ham (15819958) (LOCKED),C.J. Ham,15819958,RB/FLEX,4000,In Progress,MIN,0.59
2380132178,NFL $150K mini-MAX [150 Entry Max],97183250,$0.50,Derek Carr (15819778) (LOCKED),Mike Davis (15819834) (LOCKED),Derrick Henry (15819828) (LOCKED),Nelson Agholor (15820116) (LOCKED),Henry Ruggs III (15820138) (LOCKED),Olamide Zaccheaus (15820158) (LOCKED),Travis Kelce (15820352),James Robinson (15819838) (LOCKED),Giants (15820543) (LOCKED),,RB,Dwayne Washington (15819934),Dwayne Washington,15819934,RB/FLEX,4000,NO@DEN 11/29/2020 04:05PM ET,NO,0.3
2380132179,NFL $150K mini-MAX [150 Entry Max],97183250,$0.50,Baker Mayfield (15819785) (LOCKED),Dalvin Cook (15819822) (LOCKED),Nyheim Hines (15819886) (LOCKED),A.J. Brown (15820064) (LOCKED),Mike Evans (15820074),Jarvis Landry (15820100) (LOCKED),Austin Hooper (15820372) (LOCKED),James Robinson (15819838) (LOCKED),Patriots (15820553) (LOCKED),,RB,Ty Montgomery (15819936),Ty Montgomery,15819936,RB/FLEX,4000,NO@DEN 11/29/2020 04:05PM ET,NO,2.05
2380132180,NFL $150K mini-MAX [150 Entry Max],97183250,$0.50,Josh Allen (15819765) (LOCKED),Dalvin Cook (15819822) (LOCKED),Jordan Wilkins (15820036) (LOCKED),Keelan Cole Sr. (15820166) (LOCKED),Stefon Diggs (15820056) (LOCKED),Mike Williams (15820110) (LOCKED),Darren Waller (15820354) (LOCKED),Devin Singletary (15819900) (LOCKED),Patriots (15820553) (LOCKED),,RB,Michael Burton (15819938),Michael Burton,15819938,RB/FLEX,4000,NO@DEN 11/29/2020 04:05PM ET,NO,1.08
2380132181,NFL $150K mini-MAX [150 Entry Max],97183250,$0.50,Justin Herbert (15819766) (LOCKED),Dalvin Cook (15819822) (LOCKED),Nyheim Hines (15819886) (LOCKED),Gabriel Davis (15820258) (LOCKED),Sterling Shepard (15820104) (LOCKED),Mike Williams (15820110) (LOCKED),Hunter Henry (15820358) (LOCKED),Clyde Edwards-Helaire (15819836),Dolphins (15820540) (LOCKED),,RB,Royce Freeman (15819940),Royce Freeman,15819940,RB/FLEX,4000,NO@DEN 11/29/2020 04:05PM ET,DEN,3.46
2380132182,NFL $150K mini-MAX [150 Entry Max],97183250,$0.50,Tom Brady (15819767),Dalvin Cook (15819822) (LOCKED),Brian Hill (15819990) (LOCKED),Mike Evans (15820074),Chris Godwin (15820078),Tyreek Hill (15820054),Gerald Everett (15820380),Jordan Wilkins (15820036) (LOCKED),Bills (15820549) (LOCKED),,RB,LeVante Bellamy (15819942),LeVante Bellamy,15819942,RB/FLEX,4000,NO@DEN 11/29/2020 04:05PM ET,DEN,0
2380132183,NFL $150K mini-MAX [150 Entry Max],97183250,$0.50,Josh Allen (15819765) (LOCKED),Dalvin Cook (15819822) (LOCKED),James Robinson (15819838) (LOCKED),Cole Beasley (15820090) (LOCKED),Stefon Diggs (15820056) (LOCKED),Jalen Guyton (15820188) (LOCKED),Hayden Hurst (15820370) (LOCKED),Jordan Wilkins (15820036) (LOCKED),Vikings (15820556) (LOCKED),,RB,Jeremy Cox (15819944),Jeremy Cox,15819944,RB/FLEX,4000,NO@DEN 11/29/2020 04:05PM ET,DEN,0
2380132184,NFL $150K mini-MAX [150 Entry Max],97183250,$0.50,Jared Goff (15819773),Dalvin Cook (15819822) (LOCKED),Nyheim Hines (15819886) (LOCKED),Tyreek Hill (15820054),Josh Reynolds (15820140),Robert Woods (15820084),Jordan Reed (15820376),Kareem Hunt (15819860) (LOCKED),Bills (15820549) (LOCKED),,RB,JaMycal Hasty (15819910),JaMycal Hasty,15819910,RB/FLEX,4000,SF@LAR 11/29/2020 04:05PM ET,SF,4.44
2380132185,NFL $150K mini-MAX [150 Entry Max],97183250,$0.50,Ryan Tannehill (15819777) (LOCKED),Dalvin Cook (15819822) (LOCKED),Josh Jacobs (15819830) (LOCKED),A.J. Brown (15820064) (LOCKED),T.Y. Hilton (15820154) (LOCKED),Denzel Mims (15820174) (LOCKED),Jonnu Smith (15820368) (LOCKED),Nick Chubb (15819832) (LOCKED),Broncos (15820559),,RB,Austin Walter (15819924),Austin Walter,15819924,RB/FLEX,4000,SF@LAR 11/29/2020 04:05PM ET,SF,2
2380132186,NFL $150K mini-MAX [150 Entry Max],97183250,$0.50,Ryan Tannehill (15819777) (LOCKED),Nick Chubb (15819832) (LOCKED),Dalvin Cook (15819822) (LOCKED),Corey Davis (15820118) (LOCKED),Andy Isabella (15820324) (LOCKED),Michael Pittman Jr. (15820120) (LOCKED),Jonnu Smith (15820368) (LOCKED),Clyde Edwards-Helaire (15819836),Dolphins (15820540) (LOCKED),,RB,Jeff Wilson Jr. (15819926),Jeff Wilson Jr.,15819926,RB/FLEX,4000,SF@LAR 11/29/2020 04:05PM ET,SF,12.56
2380132187,NFL $150K mini-MAX [150 Entry Max],97183250,$0.50,Josh Allen (15819765) (LOCKED),Mike Davis (15819834) (LOCKED),Kenyan Drake (15819866) (LOCKED),Keenan Allen (15820052) (LOCKED),Gabriel Davis (15820258) (LOCKED),Stefon Diggs (15820056) (LOCKED),Rob Gronkowski (15820362),Brian Hill (15819990) (LOCKED),Colts (15820545) (LOCKED),,RB,Kyle Juszczyk (15819928),Kyle Juszczyk,15819928,RB/FLEX,4000,SF@LAR 11/29/2020 04:05PM ET,SF,3.79
2380132188,NFL $150K mini-MAX [150 Entry Max],97183250,$0.50,Ryan Tannehill (15819777) (LOCKED),Dalvin Cook (15819822) (LOCKED),Jordan Wilkins (15820036) (LOCKED),A.J. Brown (15820064) (LOCKED),Keelan Cole Sr. (15820166) (LOCKED),Andy Isabella (15820324) (LOCKED),Travis Kelce (15820352),Derrick Henry (15819828) (LOCKED),Vikings (15820556) (LOCKED),,RB,Xavier Jones (15819930),Xavier Jones,15819930,RB/FLEX,4000,SF@LAR 11/29/2020 04:05PM ET,LAR,0
2380132189,NFL $150K mini-MAX [150 Entry Max],97183250,$0.50,Derek Carr (15819778) (LOCKED),Dalvin Cook (15819822) (LOCKED),Nyheim Hines (15819886) (LOCKED),Russell Gage (15820126) (LOCKED),Henry Ruggs III (15820138) (LOCKED),Darius Slayton (15820114) (LOCKED),Darren Waller (15820354) (LOCKED),Alvin Kamara (15819826),Jaguars (15820561) (LOCKED),,RB,Raymond Calais (15819932),Raymond Calais,15819932,RB/FLEX,4000,SF@LAR 11/29/2020 04:05PM ET,LAR,0
2380132190,NFL $150K mini-MAX [150 Entry Max],97183250,$0.50,Josh Allen (15819765) (LOCKED),Mike Davis (15819834) (LOCKED),James Robinson (15819838) (LOCKED),Keenan Allen (15820052) (LOCKED),Cole Beasley (15820090) (LOCKED),Gabriel Davis (15820258) (LOCKED),Darren Waller (15820354) (LOCKED),Matt Breida (15820000) (LOCKED),Chiefs (15820548),,WR,Kendrick Bourne (15820150),Kendrick Bourne,15820150,WR/FLEX,4000,SF@LAR 11/29/2020 04:05PM ET,SF,8.09
2380132191,NFL $150K mini-MAX [150 Entry Max],97183250,$0.50,Derek Carr (15819778) (LOCKED),Mike Davis (15819834) (LOCKED),Nyheim Hines (15819886) (LOCKED),Nelson Agholor (15820116) (LOCKED),Keenan Allen (15820052) (LOCKED),Robert Woods (15820084),Hayden Hurst (15820370) (LOCKED),Josh Jacobs (15819830) (LOCKED),Cardinals (15820546) (LOCKED),,QB,Ryan Griffin (15819813),Ryan Griffin,15819813,QB,4000,KC@TB 11/29/2020 04:25PM ET,TB,0
2380132192,NFL $150K mini-MAX [150 Entry Max],97183250,$0.50,Josh Allen (15819765) (LOCKED),Dalvin Cook (15819822) (LOCKED),Nyheim Hines (15819886) (LOCKED),Keelan Cole Sr. (15820166) (LOCKED),Stefon Diggs (15820056) (LOCKED),Jalen Guyton (15820188) (LOCKED),Dawson Knox (15820388) (LOCKED),Alvin Kamara (15819826),Buccaneers (15820547),,RB,LeSean McCoy (15819912),LeSean McCoy,15819912,RB/FLEX,4000,KC@TB 11/29/2020 04:25PM ET,TB,3.2
2380132193,NFL $150K mini-MAX [150 Entry Max],97183250,$0.50,Daniel Jones (15819782) (LOCKED),Dalvin Cook (15819822) (LOCKED),Derrick Henry (15819828) (LOCKED),Tyler Boyd (15820108) (LOCKED),Sterling Shepard (15820104) (LOCKED),Golden Tate (15820168) (LOCKED),Travis Kelce (15820352),Brian Hill (15819990) (LOCKED),Patriots (15820553) (LOCKED),,RB,Ke'Shawn Vaughn (15819914),Ke'Shawn Vaughn,15819914,RB/FLEX,4000,KC@TB 11/29/2020 04:25PM ET,TB,5.43
2380132194,NFL $150K mini-MAX [150 Entry Max],97183250,$0.50,Tom Brady (15819767),Mike Davis (15819834) (LOCKED),James Robinson (15819838) (LOCKED),Antonio Brown (15820086),Mike Evans (15820074),Andy Isabella (15820324) (LOCKED),Travis Kelce (15820352),Brian Hill (15819990) (LOCKED),Dolphins (15820540) (LOCKED),,RB,T.J. Logan (15819916),T.J. Logan,15819916,RB/FLEX,4000,KC@TB 11/29/2020 04:25PM ET,TB,0
2380132195,NFL $150K mini-MAX [150 Entry Max],97183250,$0.50,Justin Herbert (15819766) (LOCKED),Dalvin Cook (15819822) (LOCKED),Josh Jacobs (15819830) (LOCKED),Gabriel Davis (15820258) (LOCKED),Jalen Guyton (15820188) (LOCKED),Mike Williams (15820110) (LOCKED),Travis Kelce (15820352),Wayne Gallman Jr. (15819876) (LOCKED),Colts (15820545) (LOCKED),,RB,Darrel Williams (15819918),Darrel Williams,15819918,RB/FLEX,4000,KC@TB 11/29/2020 04:25PM ET,KC,4.02
2380132196,NFL $150K mini-MAX [150 Entry Max],97183250,$0.50,Baker Mayfield (15819785) (LOCKED),Dalvin Cook (15819822) (LOCKED),Brian Hill (15819990) (LOCKED),Keenan Allen (15820052) (LOCKED),Keelan Cole Sr. (15820166) (LOCKED),Jarvis Landry (15820100) (LOCKED),Austin Hooper (15820372) (LOCKED),Clyde Edwards-Helaire (15819836),Dolphins (15820540) (LOCKED),,RB,Darwin Thompson (15819920),Darwin Thompson,15819920,RB/FLEX,4000,KC@TB 11/29/2020 04:25PM ET,KC,1.05
2380132197,NFL $150K mini-MAX [150 Entry Max],97183250,$0.50,Jared Goff (15819773),Mike Davis (15819834) (LOCKED),James Robinson (15819838) (LOCKED),Stefon Diggs (15820056) (LOCKED),Cooper Kupp (15820068),Josh Reynolds (15820140),Jordan Reed (15820376),Nyheim Hines (15819886) (LOCKED),Dolphins (15820540) (LOCKED),,RB,Anthony Sherman (15819922),Anthony Sherman,15819922,RB/FLEX,4000,KC@TB 11/29/2020 04:25PM ET,KC,1.54
2380132198,NFL $150K mini-MAX [150 Entry Max],97183250,$0.50,Ryan Tannehill (15819777) (LOCKED),Matt Breida (15820000) (LOCKED),Dalvin Cook (15819822) (LOCKED),Corey Davis (15820118) (LOCKED),Gabriel Davis (15820258) (LOCKED),Michael Pittman Jr. (15820120) (LOCKED),Travis Kelce (15820352),Derrick Henry (15819828) (LOCKED),Bills (15820549) (LOCKED),,QB,Trace McSorley (15847529),Trace McSorley,15847529,QB,4000,Postponed,BAL,0
2380132199,NFL $150K mini-MAX [150 Entry Max],97183250,$0.50,Patrick Mahomes (15819764),Nyheim Hines (15819886) (LOCKED),Kareem Hunt (15819860) (LOCKED),Chris Godwin (15820078),Mecole Hardman (15820144),Tyreek Hill (15820054),Darren Waller (15820354) (LOCKED),Wayne Gallman Jr. (15819876) (LOCKED),Bills (15820549) (LOCKED),,QB,Josh Dobbs (15847530),Josh Dobbs,15847530,QB,4000,Postponed,PIT,0
2380132200,NFL $150K mini-MAX [150 Entry Max],97183250,$0.50,Teddy Bridgewater (15819769) (LOCKED),Nick Chubb (15819832) (LOCKED),Nyheim Hines (15819886) (LOCKED),Justin Jefferson (15820070) (LOCKED),DJ Moore (15820072) (LOCKED),Curtis Samuel (15820102) (LOCKED),Hunter Henry (15820358) (LOCKED),Kenyan Drake (15819866) (LOCKED),Dolphins (15820540) (LOCKED),,RB,Justice Hill (15847539),Justice Hill,15847539,RB/FLEX,4000,Postponed,BAL,0.26
2380132201,NFL $150K mini-MAX [150 Entry Max],97183250,$0.50,Matt Ryan (15819774) (LOCKED),Nick Chubb (15819832) (LOCKED),Mike Davis (15819834) (LOCKED),Calvin Ridley (15820060) (LOCKED),Henry Ruggs III (15820138) (LOCKED),Olamide Zaccheaus (15820158) (LOCKED),Travis Kelce (15820352),Nyheim Hines (15819886) (LOCKED),Colts (15820545) (LOCKED),,RB,Patrick Ricard (15847541),Patrick Ricard,15847541,RB/FLEX,4000,Postponed,BAL,1.76
2380132202,NFL $150K mini-MAX [150 Entry Max],97183250,$0.50,Josh Allen (15819765) (LOCKED),Mike Davis (15819834) (LOCKED),Nyheim Hines (15819886) (LOCKED),Cole Beasley (15820090) (LOCKED),Mike Williams (15820110) (LOCKED),Robert Woods (15820084),Travis Kelce (15820352),Devin Singletary (15819900) (LOCKED),Giants (15820543) (LOCKED),,RB,Benny Snell Jr. (15847543),Benny Snell Jr.,15847543,RB/FLEX,4000,Postponed,PIT,4.61
2380132203,NFL $150K mini-MAX [150 Entry Max],97183250,$0.50,Kirk Cousins (15819772) (LOCKED),Derrick Henry (15819828) (LOCKED),James Robinson (15819838) (LOCKED),Justin Jefferson (15820070) (LOCKED),Olabisi Johnson (15820192) (LOCKED),Curtis Samuel (15820102) (LOCKED),Travis Kelce (15820352),Kenyan Drake (15819866) (LOCKED),Cardinals (15820546) (LOCKED),,RB,Anthony McFarland Jr. (15847545),Anthony McFarland Jr.,15847545,RB/FLEX,4000,Postponed,PIT,1.93
2380132204,NFL $150K mini-MAX [150 Entry Max],97183250,$0.50,Derek Carr (15819778) (LOCKED),Mike Davis (15819834) (LOCKED),Brian Hill (15819990) (LOCKED),Stefon Diggs (15820056) (LOCKED),Tyreek Hill (15820054),Henry Ruggs III (15820138) (LOCKED),Darren Waller (15820354) (LOCKED),Jordan Wilkins (15820036) (LOCKED),Rams (15820542),,RB,Jaylen Samuels (15847547),Jaylen Samuels,15847547,RB/FLEX,4000,Postponed,PIT,0.55
2380132205,NFL $150K mini-MAX [150 Entry Max],97183250,$0.50,Justin Herbert (15819766) (LOCKED),Nick Chubb (15819832) (LOCKED),Mike Davis (15819834) (LOCKED),Keenan Allen (15820052) (LOCKED),Gabriel Davis (15820258) (LOCKED),Robert Woods (15820084),Hunter Henry (15820358) (LOCKED),Nyheim Hines (15819886) (LOCKED),Panthers (15820551) (LOCKED),,RB,Trey Edmunds (15847549),Trey Edmunds,15847549,RB/FLEX,4000,Postponed,PIT,0
2380132206,NFL $150K mini-MAX [150 Entry Max],97183250,$0.50,Daniel Jones (15819782) (LOCKED),Mike Davis (15819834) (LOCKED),Nyheim Hines (15819886) (LOCKED),Tyler Boyd (15820108) (LOCKED),DeAndre Hopkins (15820050) (LOCKED),Darius Slayton (15820114) (LOCKED),Travis Kelce (15820352),Wayne Gallman Jr. (15819876) (LOCKED),Colts (15820545) (LOCKED),,RB,Derek Watt (15847551),Derek Watt,15847551,RB/FLEX,4000,Postponed,PIT,0
2380132207,NFL $150K mini-MAX [150 Entry Max],97183250,$0.50,Matt Ryan (15819774) (LOCKED),Mike Davis (15819834) (LOCKED),James Robinson (15819838) (LOCKED),Russell Gage (15820126) (LOCKED),Calvin Ridley (15820060) (LOCKED),Robert Woods (15820084),Darren Waller (15820354) (LOCKED),Jordan Wilkins (15820036) (LOCKED),Giants (15820543) (LOCKED),,WR,T.Y. Hilton (15820154) (LOCKED),T.Y. Hilton,15820154,WR/FLEX,3900,In Progress,IND,6.86
2380132208,NFL $150K mini-MAX [150 Entry Max],97183250,$0.50,Josh Allen (15819765) (LOCKED),Mike Davis (15819834) (LOCKED),James Robinson (15819838) (LOCKED),Keenan Allen (15820052) (LOCKED),Stefon Diggs (15820056) (LOCKED),Andy Isabella (15820324) (LOCKED),Hayden Hurst (15820370) (LOCKED),Devin Singletary (15819900) (LOCKED),Bengals (15820552) (LOCKED),,TE,Hayden Hurst (15820370) (LOCKED),Hayden Hurst,15820370,TE/FLEX,3900,In Progress,ATL,9.61
2380132209,NFL $150K mini-MAX [150 Entry Max],97183250,$0.50,Justin Herbert (15819766) (LOCKED),Mike Davis (15819834) (LOCKED),James Robinson (15819838) (LOCKED),A.J. Brown (15820064) (LOCKED),Stefon Diggs (15820056) (LOCKED),Jalen Guyton (15820188) (LOCKED),Hunter Henry (15820358) (LOCKED),Nyheim Hines (15819886) (LOCKED),Chiefs (15820548),,WR,Larry Fitzgerald (15820156) (LOCKED),Larry Fitzgerald,15820156,WR/FLEX,3800,In Progress,ARI,7.66
2380132210,NFL $150K mini-MAX [150 Entry Max],97183250,$0.50,Matt Ryan (15819774) (LOCKED),Mike Davis (15819834) (LOCKED),Wayne Gallman Jr. (15819876) (LOCKED),Nelson Agholor (15820116) (LOCKED),Cooper Kupp (15820068),Calvin Ridley (15820060) (LOCKED),Travis Kelce (15820352),Brian Hill (15819990) (LOCKED),Bills (15820549) (LOCKED),,TE,Austin Hooper (15820372) (LOCKED),Austin Hooper,15820372,TE/FLEX,3800,In Progress,CLE,7.11
2380132211,NFL $150K mini-MAX [150 Entry Max],97183250,$0.50,Kirk Cousins (15819772) (LOCKED),Mike Davis (15819834) (LOCKED),Nyheim Hines (15819886) (LOCKED),DeAndre Hopkins (15820050) (LOCKED),Justin Jefferson (15820070) (LOCKED),Olabisi Johnson (15820192) (LOCKED),Travis Kelce (15820352),Frank Gore (15819898) (LOCKED),Rams (15820542),,WR,Olamide Zaccheaus (15820158) (LOCKED),Olamide Zaccheaus,15820158,WR/FLEX,3800,In Progress,ATL,6.03
2380132212,NFL $150K mini-MAX [150 Entry Max],97183250,$0.50,Teddy Bridgewater (15819769) (LOCKED),Nyheim Hines (15819886) (LOCKED),Kareem Hunt (15819860) (LOCKED),Tee Higgins (15820128) (LOCKED),Justin Jefferson (15820070) (LOCKED),DJ Moore (15820072) (LOCKED),Travis Kelce (15820352),Mike Davis (15819834) (LOCKED),Chargers (15820555) (LOCKED),,DST,Saints  (15820541),Saints ,15820541,DST,3800,NO@DEN 11/29/2020 04:05PM ET,NO,7.9
2380132213,NFL $150K mini-MAX [150 Entry Max],97183250,$0.50,Teddy Bridgewater (15819769) (LOCKED),Nyheim Hines (15819886) (LOCKED),James Robinson (15819838) (LOCKED),Robby Anderson (15820076) (LOCKED),Justin Jefferson (15820070) (LOCKED),Curtis Samuel (15820102) (LOCKED),Rob Gronkowski (15820362),Alvin Kamara (15819826),Bills (15820549) (LOCKED),,WR,Jakeem Grant (15820162) (LOCKED),Jakeem Grant,15820162,WR/FLEX,3700,In Progress,MIA,6.21
2380132214,NFL $150K mini-MAX [150 Entry Max],97183250,$0.50,Patrick Mahomes (15819764),Mike Davis (15819834) (LOCKED),Nyheim Hines (15819886) (LOCKED),Mike Evans (15820074),Tyreek Hill (15820054),Andy Isabella (15820324) (LOCKED),Travis Kelce (15820352),Frank Gore (15819898) (LOCKED),Raiders (15820557) (LOCKED),,TE,Tyler Higbee (15820374),Tyler Higbee,15820374,TE/FLEX,3700,SF@LAR 11/29/2020 04:05PM ET,LAR,8.73
2380132215,NFL $150K mini-MAX [150 Entry Max],97183250,$0.50,Baker Mayfield (15819785) (LOCKED),Mike Davis (15819834) (LOCKED),Nyheim Hines (15819886) (LOCKED),Tyreek Hill (15820054),Jarvis Landry (15820100) (LOCKED),Laviska Shenault Jr. (15820178) (LOCKED),Darren Waller (15820354) (LOCKED),Nick Chubb (15819832) (LOCKED),Rams (15820542),,DST,Rams  (15820542),Rams ,15820542,DST,3700,SF@LAR 11/29/2020 04:05PM ET,LAR,7.6
2380132216,NFL $150K mini-MAX [150 Entry Max],97183250,$0.50,Kirk Cousins (15819772) (LOCKED),Josh Jacobs (15819830) (LOCKED),James Robinson (15819838) (LOCKED),Robby Anderson (15820076) (LOCKED),Mike Evans (15820074),Justin Jefferson (15820070) (LOCKED),Kyle Rudolph (15820396) (LOCKED),Kenyan Drake (15819866) (LOCKED),Rams (15820542),,WR,Demarcus Robinson (15820160),Demarcus Robinson,15820160,WR/FLEX,3700,KC@TB 11/29/2020 04:25PM ET,KC,7.16
2380132217,NFL $150K mini-MAX [150 Entry Max],97183250,$0.50,Ryan Tannehill (15819777) (LOCKED),Mike Davis (15819834) (LOCKED),Nyheim Hines (15819886) (LOCKED),A.J. Brown (15820064) (LOCKED),Stefon Diggs (15820056) (LOCKED),DeAndre Hopkins (15820050) (LOCKED),Anthony Firkser (15820408) (LOCKED),Brian Hill (15819990) (LOCKED),Rams (15820542),,WR,Keelan Cole Sr. (15820166) (LOCKED),Keelan Cole Sr.,15820166,WR/FLEX,3600,In Progress,JAX,11.45
2380132218,NFL $150K mini-MAX [150 Entry Max],97183250,$0.50,Philip Rivers (15819771) (LOCKED),Mike Davis (15819834) (LOCKED),James Robinson (15819838) (LOCKED),A.J. Brown (15820064) (LOCKED),Michael Pittman Jr. (15820120) (LOCKED),Robert Woods (15820084),Darren Waller (15820354) (LOCKED),Nyheim Hines (15819886) (LOCKED),Panthers (15820551) (LOCKED),,WR,A.J. Green (15820164) (LOCKED),A.J. Green,15820164,WR/FLEX,3600,In Progress,CIN,7.67
2380132219,NFL $150K mini-MAX [150 Entry Max],97183250,$0.50,Josh Allen (15819765) (LOCKED),Mike Davis (15819834) (LOCKED),Nyheim Hines (15819886) (LOCKED),Stefon Diggs (15820056) (LOCKED),Jalen Guyton (15820188) (LOCKED),Cooper Kupp (15820068),Travis Kelce (15820352),Zack Moss (15819880) (LOCKED),Jaguars (15820561) (LOCKED),,TE,Jordan Reed (15820376),Jordan Reed,15820376,TE/FLEX,3600,SF@LAR 11/29/2020 04:05PM ET,SF,8.8
2380132220,NFL $150K mini-MAX [150 Entry Max],97183250,$0.50,Patrick Mahomes (15819764),Mike Davis (15819834) (LOCKED),James Robinson (15819838) (LOCKED),Mike Evans (15820074),Mecole Hardman (15820144),Tyreek Hill (15820054),Jonnu Smith (15820368) (LOCKED),Brian Hill (15819990) (LOCKED),49ers (15820550),,WR,Dez Bryant (15847563),Dez Bryant,15847563,WR/FLEX,3600,Postponed,BAL,6.8
2380132221,NFL $150K mini-MAX [150 Entry Max],97183250,$0.50,Justin Herbert (15819766) (LOCKED),Mike Davis (15819834) (LOCKED),James Robinson (15819838) (LOCKED),Keenan Allen (15820052) (LOCKED),Gabriel Davis (15820258) (LOCKED),Denzel Mims (15820174) (LOCKED),Travis Kelce (15820352),Austin Ekeler (15819844) (LOCKED),Jaguars (15820561) (LOCKED),,WR,Denzel Mims (15820174) (LOCKED),Denzel Mims,15820174,WR/FLEX,3500,In Progress,NYJ,8.68
2380132222,NFL $150K mini-MAX [150 Entry Max],97183250,$0.50,Kyler Murray (15819763) (LOCKED),Mike Davis (15819834) (LOCKED),Nyheim Hines (15819886) (LOCKED),Damiere Byrd (15820148) (LOCKED),DeAndre Hopkins (15820050) (LOCKED),Andy Isabella (15820324) (LOCKED),Darren Waller (15820354) (LOCKED),Kareem Hunt (15819860) (LOCKED),Giants (15820543) (LOCKED),,WR,Golden Tate (15820168) (LOCKED),Golden Tate,15820168,WR/FLEX,3500,In Progress,NYG,7.96
2380132223,NFL $150K mini-MAX [150 Entry Max],97183250,$0.50,Ryan Fitzpatrick (15819780) (LOCKED),Mike Davis (15819834) (LOCKED),James Robinson (15819838) (LOCKED),Keenan Allen (15820052) (LOCKED),Jamison Crowder (15820092) (LOCKED),DeVante Parker (15820080) (LOCKED),Mike Gesicki (15820364) (LOCKED),Nyheim Hines (15819886) (LOCKED),Colts (15820545) (LOCKED),,WR,KJ Hamler (15820170),KJ Hamler,15820170,WR/FLEX,3500,NO@DEN 11/29/2020 04:05PM ET,DEN,7.71
