Entry ID,Contest Name,Contest ID,Entry Fee,QB,RB,RB,WR,WR,WR,TE,FLEX,DST,,Instructions
2250440152,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93138862,$20,Gardner Minshew II (15512438),Ezekiel Elliott (15512495),Alvin Kamara (15512493),Tee Higgins (15512841),DJ Moore (15512789),Laviska Shenault Jr. (15512851),Tyler Eifert (15513135),Chris Carson (15512515),Ravens (15513305),,1. Column A lists all of your contest entries for this draftgroup
2259676322,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93138862,$20,Gardner Minshew II (15512438),Ezekiel Elliott (15512495),Alvin Kamara (15512493),DJ Chark Jr. (15512775),A.J. Green (15512793),Laviska Shenault Jr. (15512851),Jordan Akins (15513143),Mike Davis (15512527),Buccaneers (15513311),,2. Your current lineup is listed next to each entry (blank for reservations)
2259681202,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93138862,$20,Kirk Cousins (15512445),Ezekiel Elliott (15512495),Alvin Kamara (15512493),Justin Jefferson (15512803),DeVante Parker (15512785),Adam Thielen (15512759),Jordan Akins (15513143),Mike Davis (15512527),WAS Football Team (15513329),,3. You can change the lineup for an entry by entering the IDs of the players in the row next to that entry
2259681203,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93138862,$20,Gardner Minshew II (15512438),Ezekiel Elliott (15512495),Alvin Kamara (15512493),Keelan Cole (15512845),DK Metcalf (15512747),Laviska Shenault Jr. (15512851),Drew Sample (15513137),Kenyan Drake (15512519),Bears (15513317),,4. Use data from the Name+ID column or the ID column; you cannot use just the player's name
2259681204,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93138862,$20,Kirk Cousins (15512445),Ezekiel Elliott (15512495),Alvin Kamara (15512493),Brandin Cooks (15512837),DJ Moore (15512789),Adam Thielen (15512759),Irv Smith Jr. (15513213),Chris Carson (15512515),Bears (15513317),,5. For faster processing only include entries you are changing in the file you upload
2259681205,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93138862,$20,Derek Carr (15512450),Ezekiel Elliott (15512495),Alvin Kamara (15512493),Cole Beasley (15512831),DJ Moore (15512789),Hunter Renfrow (15512833),Darren Waller (15513101),Chris Carson (15512515),Texans (15513326),,
2259681206,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93138862,$20,Gardner Minshew II (15512438),Ezekiel Elliott (15512495),Alvin Kamara (15512493),Tyler Boyd (15512773),Keelan Cole (15512845),DeVante Parker (15512785),Tyler Eifert (15513135),Mike Davis (15512527),Vikings (15513322),,Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
2259696759,NFL $125K mini-MAX [150 Entry Max],93173327,$0.50,Baker Mayfield (15512442),Chris Carson (15512515),Mike Davis (15512527),Odell Beckham Jr. (15512783),KhaDarel Hodge (15512919),DeAndre Hopkins (15512739),Dalton Schultz (15513113),James Robinson (15512511),Rams (15513306),,TE,David Njoku (15513123),David Njoku,15513123,TE/FLEX,3800,CLE@DAL 10/04/2020 01:00PM ET,CLE,14
2259696760,NFL $125K mini-MAX [150 Entry Max],93173327,$0.50,Dak Prescott (15512429),Mike Davis (15512527),David Johnson (15512531),CeeDee Lamb (15512799),Jarvis Landry (15512809),DK Metcalf (15512747),Dalton Schultz (15513113),Jonathan Taylor (15512509),Colts (15513313),,WR,Cordarrelle Patterson (15512893),Cordarrelle Patterson,15512893,WR/FLEX,3700,IND@CHI 10/04/2020 04:25PM ET,CHI,3.57
2259696761,NFL $125K mini-MAX [150 Entry Max],93173327,$0.50,Gardner Minshew II (15512438),Dalvin Cook (15512497),Kenyan Drake (15512519),Keelan Cole (15512845),Kenny Golladay (15512777),DK Metcalf (15512747),Tyler Eifert (15513135),Joe Mixon (15512525),Rams (15513306),,WR,Dontrelle Inman (15512887),Dontrelle Inman,15512887,WR/FLEX,3700,BAL@WAS 10/04/2020 01:00PM ET,WAS,8.87
2259696762,NFL $125K mini-MAX [150 Entry Max],93173327,$0.50,Matthew Stafford (15512439),Chris Carson (15512515),Mike Davis (15512527),Deonte Harris (15512909),DeAndre Hopkins (15512739),Marvin Jones Jr. (15512817),T.J. Hockenson (15513107),Jonathan Taylor (15512509),Rams (15513306),,WR,Isaiah Ford (15512891),Isaiah Ford,15512891,WR/FLEX,3700,SEA@MIA 10/04/2020 01:00PM ET,MIA,7.1
2259696763,NFL $125K mini-MAX [150 Entry Max],93173327,$0.50,Tom Brady (15512436),Chris Carson (15512515),Mike Davis (15512527),Keenan Allen (15512761),Odell Beckham Jr. (15512783),Mike Evans (15512765),O.J. Howard (15513145),Devin Singletary (15512521),Rams (15513306),,WR,Chris Conley (15512889),Chris Conley,15512889,WR/FLEX,3700,JAX@CIN 10/04/2020 01:00PM ET,JAX,5.6
2259696764,NFL $125K mini-MAX [150 Entry Max],93173327,$0.50,Gardner Minshew II (15512438),Chris Carson (15512515),Kenyan Drake (15512519),Odell Beckham Jr. (15512783),Tyler Boyd (15512773),Keelan Cole (15512845),Darren Waller (15513101),James Robinson (15512511),Buccaneers (15513311),,DST,Bills  (15513308),Bills ,15513308,DST,3700,BUF@LV 10/04/2020 04:25PM ET,BUF,5
2259696765,NFL $125K mini-MAX [150 Entry Max],93173327,$0.50,Russell Wilson (15512426),Mike Davis (15512527),Myles Gaskin (15512543),Odell Beckham Jr. (15512783),Kenny Golladay (15512777),DK Metcalf (15512747),Greg Olsen (15513117),Devin Singletary (15512521),Bengals (15513320),,DST,Cardinals  (15513309),Cardinals ,15513309,DST,3600,ARI@CAR 10/04/2020 01:00PM ET,ARI,6.33
2259696766,NFL $125K mini-MAX [150 Entry Max],93173327,$0.50,Ryan Fitzpatrick (15512448),Dalvin Cook (15512497),Mike Davis (15512527),Odell Beckham Jr. (15512783),DK Metcalf (15512747),Preston Williams (15512839),Mike Gesicki (15513103),David Montgomery (15512535),Buccaneers (15513311),,TE,Rob Gronkowski (15513127),Rob Gronkowski,15513127,TE/FLEX,3600,LAC@TB 10/04/2020 01:00PM ET,TB,4.63
2259696767,NFL $125K mini-MAX [150 Entry Max],93173327,$0.50,Deshaun Watson (15512432),Chris Carson (15512515),Mike Davis (15512527),Brandin Cooks (15512837),Will Fuller V (15512779),DeAndre Hopkins (15512739),Kyle Rudolph (15513141),Joe Mixon (15512525),Buccaneers (15513311),,DST,Saints  (15513310),Saints ,15513310,DST,3500,NO@DET 10/04/2020 01:00PM ET,NO,6
2259696768,NFL $125K mini-MAX [150 Entry Max],93173327,$0.50,Russell Wilson (15512426),Chris Carson (15512515),Mike Davis (15512527),Brandin Cooks (15512837),Tee Higgins (15512841),DK Metcalf (15512747),Mike Gesicki (15513103),Devin Singletary (15512521),Buccaneers (15513311),,TE,Jack Doyle (15513129),Jack Doyle,15513129,TE/FLEX,3500,IND@CHI 10/04/2020 04:25PM ET,IND,3.95
2259696769,NFL $125K mini-MAX [150 Entry Max],93173327,$0.50,Gardner Minshew II (15512438),Ezekiel Elliott (15512495),Alvin Kamara (15512493),Tee Higgins (15512841),DJ Moore (15512789),Laviska Shenault Jr. (15512851),Tyler Eifert (15513135),Chris Carson (15512515),Ravens (15513305),,TE,Logan Thomas (15513131),Logan Thomas,15513131,TE/FLEX,3500,BAL@WAS 10/04/2020 01:00PM ET,WAS,9.13
2259696770,NFL $125K mini-MAX [150 Entry Max],93173327,$0.50,Gardner Minshew II (15512438),Ezekiel Elliott (15512495),Alvin Kamara (15512493),DJ Chark Jr. (15512775),A.J. Green (15512793),Laviska Shenault Jr. (15512851),Jordan Akins (15513143),Mike Davis (15512527),Buccaneers (15513311),,WR,Jason Moore (15512897),Jason Moore,15512897,WR/FLEX,3500,LAC@TB 10/04/2020 01:00PM ET,LAC,0
2259696771,NFL $125K mini-MAX [150 Entry Max],93173327,$0.50,Kirk Cousins (15512445),Ezekiel Elliott (15512495),Alvin Kamara (15512493),Justin Jefferson (15512803),DeVante Parker (15512785),Adam Thielen (15512759),Jordan Akins (15513143),Mike Davis (15512527),WAS Football Team (15513329),,TE,Tyler Eifert (15513135),Tyler Eifert,15513135,TE/FLEX,3500,JAX@CIN 10/04/2020 01:00PM ET,JAX,5.83
2259696621,Modelo $5K NFL Beat Bettis Contest Series (4),93234629,$0,Gardner Minshew II (15512438),Ezekiel Elliott (15512495),Alvin Kamara (15512493),Keelan Cole (15512845),DK Metcalf (15512747),Laviska Shenault Jr. (15512851),Drew Sample (15513137),Kenyan Drake (15512519),Bears (15513317),,TE,Drew Sample (15513137),Drew Sample,15513137,TE/FLEX,3500,JAX@CIN 10/04/2020 01:00PM ET,CIN,4.77
,,,,,,,,,,,,,,WR,Nelson Agholor (15512895),Nelson Agholor,15512895,WR/FLEX,3500,BUF@LV 10/04/2020 04:25PM ET,LV,5.8
,,,,,,,,,,,,,,TE,Dawson Knox (15513133),Dawson Knox,15513133,TE/FLEX,3500,BUF@LV 10/04/2020 04:25PM ET,BUF,4.1
,,,,,,,,,,,,,,WR,Deonte Harris (15512909),Deonte Harris,15512909,WR/FLEX,3400,NO@DET 10/04/2020 01:00PM ET,NO,4.17
,,,,,,,,,,,,,,WR,Ted Ginn Jr. (15512901),Ted Ginn Jr.,15512901,WR/FLEX,3400,IND@CHI 10/04/2020 04:25PM ET,CHI,1.95
,,,,,,,,,,,,,,WR,Steven Sims Jr. (15512899),Steven Sims Jr.,15512899,WR/FLEX,3400,BAL@WAS 10/04/2020 01:00PM ET,WAS,5.1
,,,,,,,,,,,,,,WR,Justin Watson (15512905),Justin Watson,15512905,WR/FLEX,3400,LAC@TB 10/04/2020 01:00PM ET,TB,4.2
,,,,,,,,,,,,,,WR,Jalen Guyton (15512907),Jalen Guyton,15512907,WR/FLEX,3400,LAC@TB 10/04/2020 01:00PM ET,LAC,5.1
,,,,,,,,,,,,,,DST,Buccaneers  (15513311),Buccaneers ,15513311,DST,3400,LAC@TB 10/04/2020 01:00PM ET,TB,10.67
,,,,,,,,,,,,,,WR,David Moore (15512903),David Moore,15512903,WR/FLEX,3400,SEA@MIA 10/04/2020 01:00PM ET,SEA,7.33
,,,,,,,,,,,,,,DST,Seahawks  (15513312),Seahawks ,15513312,DST,3400,SEA@MIA 10/04/2020 01:00PM ET,SEA,6.67
,,,,,,,,,,,,,,TE,Tyler Kroft (15513139),Tyler Kroft,15513139,TE/FLEX,3400,BUF@LV 10/04/2020 04:25PM ET,BUF,6.13
,,,,,,,,,,,,,,DST,Colts  (15513313),Colts ,15513313,DST,3300,IND@CHI 10/04/2020 04:25PM ET,IND,15
,,,,,,,,,,,,,,WR,Devin Duvernay (15512913),Devin Duvernay,15512913,WR/FLEX,3300,BAL@WAS 10/04/2020 01:00PM ET,BAL,4.6
,,,,,,,,,,,,,,WR,Kalif Raymond (15512915),Kalif Raymond,15512915,WR/FLEX,3300,Postponed,TEN,5.83
,,,,,,,,,,,,,,TE,O.J. Howard (15513145),O.J. Howard,15513145,TE/FLEX,3300,LAC@TB 10/04/2020 01:00PM ET,TB,7.87
,,,,,,,,,,,,,,DST,Cowboys  (15513314),Cowboys ,15513314,DST,3300,CLE@DAL 10/04/2020 01:00PM ET,DAL,1
,,,,,,,,,,,,,,TE,Kyle Rudolph (15513141),Kyle Rudolph,15513141,TE/FLEX,3300,MIN@HOU 10/04/2020 01:00PM ET,MIN,4.63
,,,,,,,,,,,,,,TE,Jordan Akins (15513143),Jordan Akins,15513143,TE/FLEX,3300,MIN@HOU 10/04/2020 01:00PM ET,HOU,9.73
,,,,,,,,,,,,,,WR,Bryan Edwards (15512911),Bryan Edwards,15512911,WR/FLEX,3300,BUF@LV 10/04/2020 04:25PM ET,LV,4.97
,,,,,,,,,,,,,,WR,Tyler Johnson (15512921),Tyler Johnson,15512921,WR/FLEX,3200,LAC@TB 10/04/2020 01:00PM ET,TB,0
,,,,,,,,,,,,,,WR,KhaDarel Hodge (15512919),KhaDarel Hodge,15512919,WR/FLEX,3200,CLE@DAL 10/04/2020 01:00PM ET,CLE,2.7
,,,,,,,,,,,,,,WR,Cedrick Wilson (15512925),Cedrick Wilson,15512925,WR/FLEX,3200,CLE@DAL 10/04/2020 01:00PM ET,DAL,10.23
,,,,,,,,,,,,,,WR,Kenny Stills (15512917),Kenny Stills,15512917,WR/FLEX,3200,MIN@HOU 10/04/2020 01:00PM ET,HOU,3.37
,,,,,,,,,,,,,,TE,Darren Fells (15513147),Darren Fells,15513147,TE/FLEX,3200,MIN@HOU 10/04/2020 01:00PM ET,HOU,4.73
,,,,,,,,,,,,,,WR,Gabriel Davis (15512923),Gabriel Davis,15512923,WR/FLEX,3200,BUF@LV 10/04/2020 04:25PM ET,BUF,7.77
,,,,,,,,,,,,,,DST,Chiefs  (15513315),Chiefs ,15513315,DST,3200,Postponed,KC,6.33
,,,,,,,,,,,,,,DST,Patriots  (15513316),Patriots ,15513316,DST,3200,Postponed,NE,10.67
,,,,,,,,,,,,,,WR,Marvin Hall (15512927),Marvin Hall,15512927,WR/FLEX,3100,NO@DET 10/04/2020 01:00PM ET,DET,4.33
,,,,,,,,,,,,,,DST,Bears  (15513317),Bears ,15513317,DST,3100,IND@CHI 10/04/2020 04:25PM ET,CHI,6.33
,,,,,,,,,,,,,,WR,Antonio Gandy-Golden (15512933),Antonio Gandy-Golden,15512933,WR/FLEX,3100,BAL@WAS 10/04/2020 01:00PM ET,WAS,1.75
,,,,,,,,,,,,,,WR,Dede Westbrook (15512931),Dede Westbrook,15512931,WR/FLEX,3100,JAX@CIN 10/04/2020 01:00PM ET,JAX,1.4
,,,,,,,,,,,,,,TE,James O'Shaughnessy (15513151),James O'Shaughnessy,15513151,TE/FLEX,3100,JAX@CIN 10/04/2020 01:00PM ET,JAX,4.97
,,,,,,,,,,,,,,TE,Blake Bell (15513149),Blake Bell,15513149,TE/FLEX,3100,CLE@DAL 10/04/2020 01:00PM ET,DAL,1.8
,,,,,,,,,,,,,,WR,Olabisi Johnson (15512929),Olabisi Johnson,15512929,WR/FLEX,3100,MIN@HOU 10/04/2020 01:00PM ET,MIN,4
,,,,,,,,,,,,,,WR,Damion Ratley (15512935),Damion Ratley,15512935,WR/FLEX,3100,NYG@LAR 10/04/2020 04:05PM ET,NYG,1.3
,,,,,,,,,,,,,,WR,Quintez Cephus (15512939),Quintez Cephus,15512939,WR/FLEX,3000,NO@DET 10/04/2020 01:00PM ET,DET,5.23
,,,,,,,,,,,,,,WR,Marquez Callaway (15513087),Marquez Callaway,15513087,WR/FLEX,3000,NO@DET 10/04/2020 01:00PM ET,NO,0
,,,,,,,,,,,,,,WR,Bennie Fowler III (15513089),Bennie Fowler III,15513089,WR/FLEX,3000,NO@DET 10/04/2020 01:00PM ET,NO,0
,,,,,,,,,,,,,,WR,Jamal Agnew (15513091),Jamal Agnew,15513091,WR/FLEX,3000,NO@DET 10/04/2020 01:00PM ET,DET,1.73
,,,,,,,,,,,,,,WR,Ashton Dulin (15513075),Ashton Dulin,15513075,WR/FLEX,3000,IND@CHI 10/04/2020 04:25PM ET,IND,0.53
,,,,,,,,,,,,,,WR,Reece Fountain (15513077),Reece Fountain,15513077,WR/FLEX,3000,IND@CHI 10/04/2020 04:25PM ET,IND,2.15
,,,,,,,,,,,,,,WR,Dezmon Patmon (15513079),Dezmon Patmon,15513079,WR/FLEX,3000,IND@CHI 10/04/2020 04:25PM ET,IND,0
,,,,,,,,,,,,,,WR,Darnell Mooney (15513081),Darnell Mooney,15513081,WR/FLEX,3000,IND@CHI 10/04/2020 04:25PM ET,CHI,7.77
,,,,,,,,,,,,,,WR,Javon Wims (15513083),Javon Wims,15513083,WR/FLEX,3000,IND@CHI 10/04/2020 04:25PM ET,CHI,3.6
,,,,,,,,,,,,,,WR,Riley Ridley (15513085),Riley Ridley,15513085,WR/FLEX,3000,IND@CHI 10/04/2020 04:25PM ET,CHI,0
,,,,,,,,,,,,,,WR,Seth Roberts (15513061),Seth Roberts,15513061,WR/FLEX,3000,ARI@CAR 10/04/2020 01:00PM ET,CAR,1.7
,,,,,,,,,,,,,,WR,Pharoh Cooper (15513063),Pharoh Cooper,15513063,WR/FLEX,3000,ARI@CAR 10/04/2020 01:00PM ET,CAR,0
,,,,,,,,,,,,,,WR,Brandon Zylstra (15513065),Brandon Zylstra,15513065,WR/FLEX,3000,ARI@CAR 10/04/2020 01:00PM ET,CAR,0
,,,,,,,,,,,,,,WR,Keith Kirkwood (15513067),Keith Kirkwood,15513067,WR/FLEX,3000,ARI@CAR 10/04/2020 01:00PM ET,CAR,0
,,,,,,,,,,,,,,WR,Omar Bayless (15513069),Omar Bayless,15513069,WR/FLEX,3000,ARI@CAR 10/04/2020 01:00PM ET,CAR,0
,,,,,,,,,,,,,,WR,KeeSean Johnson (15513071),KeeSean Johnson,15513071,WR/FLEX,3000,ARI@CAR 10/04/2020 01:00PM ET,ARI,4.4
,,,,,,,,,,,,,,WR,Trent Sherfield (15513073),Trent Sherfield,15513073,WR/FLEX,3000,ARI@CAR 10/04/2020 01:00PM ET,ARI,0
,,,,,,,,,,,,,,TE,Ian Thomas (15513153),Ian Thomas,15513153,TE/FLEX,3000,ARI@CAR 10/04/2020 01:00PM ET,CAR,1.83
,,,,,,,,,,,,,,WR,Chris Moore (15513043),Chris Moore,15513043,WR/FLEX,3000,BAL@WAS 10/04/2020 01:00PM ET,BAL,0
,,,,,,,,,,,,,,WR,James Proche (15513045),James Proche,15513045,WR/FLEX,3000,BAL@WAS 10/04/2020 01:00PM ET,BAL,0
,,,,,,,,,,,,,,WR,Antoine Wesley (15513047),Antoine Wesley,15513047,WR/FLEX,3000,BAL@WAS 10/04/2020 01:00PM ET,BAL,0
,,,,,,,,,,,,,,WR,DeAndrew White (15513049),DeAndrew White,15513049,WR/FLEX,3000,BAL@WAS 10/04/2020 01:00PM ET,BAL,0
,,,,,,,,,,,,,,WR,Isaiah Wright (15513051),Isaiah Wright,15513051,WR/FLEX,3000,BAL@WAS 10/04/2020 01:00PM ET,WAS,3.5
,,,,,,,,,,,,,,WR,Cam Sims (15513053),Cam Sims,15513053,WR/FLEX,3000,BAL@WAS 10/04/2020 01:00PM ET,WAS,0
,,,,,,,,,,,,,,WR,Kelvin Harmon (15513055),Kelvin Harmon,15513055,WR/FLEX,3000,BAL@WAS 10/04/2020 01:00PM ET,WAS,0
,,,,,,,,,,,,,,WR,Emanuel Hall (15513057),Emanuel Hall,15513057,WR/FLEX,3000,BAL@WAS 10/04/2020 01:00PM ET,WAS,0
,,,,,,,,,,,,,,WR,Jordan Veasy (15513059),Jordan Veasy,15513059,WR/FLEX,3000,BAL@WAS 10/04/2020 01:00PM ET,WAS,0
,,,,,,,,,,,,,,WR,Ray-Ray McCloud III (15513037),Ray-Ray McCloud III,15513037,WR/FLEX,3000,Postponed,PIT,0
,,,,,,,,,,,,,,WR,Nick Westbrook-Ikhine (15513039),Nick Westbrook-Ikhine,15513039,WR/FLEX,3000,Postponed,TEN,0
,,,,,,,,,,,,,,WR,Cameron Batson (15513041),Cameron Batson,15513041,WR/FLEX,3000,Postponed,TEN,2.85
,,,,,,,,,,,,,,WR,Jaydon Mickens (15513027),Jaydon Mickens,15513027,WR/FLEX,3000,LAC@TB 10/04/2020 01:00PM ET,TB,0
,,,,,,,,,,,,,,WR,John Hurst (15513029),John Hurst,15513029,WR/FLEX,3000,LAC@TB 10/04/2020 01:00PM ET,TB,0
,,,,,,,,,,,,,,WR,John Franklin III (15513031),John Franklin III,15513031,WR/FLEX,3000,LAC@TB 10/04/2020 01:00PM ET,TB,0
,,,,,,,,,,,,,,WR,K.J. Hill (15513033),K.J. Hill,15513033,WR/FLEX,3000,LAC@TB 10/04/2020 01:00PM ET,LAC,0.83
,,,,,,,,,,,,,,WR,Joe Reed (15513035),Joe Reed,15513035,WR/FLEX,3000,LAC@TB 10/04/2020 01:00PM ET,LAC,0.27
,,,,,,,,,,,,,,WR,Jakeem Grant (15512937),Jakeem Grant,15512937,WR/FLEX,3000,SEA@MIA 10/04/2020 01:00PM ET,MIA,4.17
,,,,,,,,,,,,,,WR,Freddie Swain (15513019),Freddie Swain,15513019,WR/FLEX,3000,SEA@MIA 10/04/2020 01:00PM ET,SEA,4.7
,,,,,,,,,,,,,,WR,Penny Hart (15513021),Penny Hart,15513021,WR/FLEX,3000,SEA@MIA 10/04/2020 01:00PM ET,SEA,0
,,,,,,,,,,,,,,WR,Mack Hollins (15513023),Mack Hollins,15513023,WR/FLEX,3000,SEA@MIA 10/04/2020 01:00PM ET,MIA,0
,,,,,,,,,,,,,,WR,Lynn Bowden Jr. (15513025),Lynn Bowden Jr.,15513025,WR/FLEX,3000,SEA@MIA 10/04/2020 01:00PM ET,MIA,0.9
,,,,,,,,,,,,,,WR,Auden Tate (15512943),Auden Tate,15512943,WR/FLEX,3000,JAX@CIN 10/04/2020 01:00PM ET,CIN,2.45
,,,,,,,,,,,,,,WR,John Ross III (15512945),John Ross III,15512945,WR/FLEX,3000,JAX@CIN 10/04/2020 01:00PM ET,CIN,1.85
,,,,,,,,,,,,,,WR,Collin Johnson (15513013),Collin Johnson,15513013,WR/FLEX,3000,JAX@CIN 10/04/2020 01:00PM ET,JAX,1.23
,,,,,,,,,,,,,,WR,Mike Thomas (15513015),Mike Thomas,15513015,WR/FLEX,3000,JAX@CIN 10/04/2020 01:00PM ET,CIN,6.57
,,,,,,,,,,,,,,WR,Alex Erickson (15513017),Alex Erickson,15513017,WR/FLEX,3000,JAX@CIN 10/04/2020 01:00PM ET,CIN,0
,,,,,,,,,,,,,,DST,Jaguars  (15513318),Jaguars ,15513318,DST,3000,JAX@CIN 10/04/2020 01:00PM ET,JAX,2
,,,,,,,,,,,,,,WR,Noah Brown (15513001),Noah Brown,15513001,WR/FLEX,3000,CLE@DAL 10/04/2020 01:00PM ET,DAL,2.23
,,,,,,,,,,,,,,WR,Malik Turner (15513003),Malik Turner,15513003,WR/FLEX,3000,CLE@DAL 10/04/2020 01:00PM ET,DAL,0
,,,,,,,,,,,,,,WR,Ventell Bryant (15513005),Ventell Bryant,15513005,WR/FLEX,3000,CLE@DAL 10/04/2020 01:00PM ET,DAL,0
,,,,,,,,,,,,,,WR,Rashard Higgins (15513007),Rashard Higgins,15513007,WR/FLEX,3000,CLE@DAL 10/04/2020 01:00PM ET,CLE,0.95
,,,,,,,,,,,,,,WR,Donovan Peoples-Jones (15513009),Donovan Peoples-Jones,15513009,WR/FLEX,3000,CLE@DAL 10/04/2020 01:00PM ET,CLE,0
,,,,,,,,,,,,,,WR,JoJo Natson (15513011),JoJo Natson,15513011,WR/FLEX,3000,CLE@DAL 10/04/2020 01:00PM ET,CLE,0.1
,,,,,,,,,,,,,,WR,Keke Coutee (15512941),Keke Coutee,15512941,WR/FLEX,3000,MIN@HOU 10/04/2020 01:00PM ET,HOU,2.1
,,,,,,,,,,,,,,WR,Tajae Sharpe (15512989),Tajae Sharpe,15512989,WR/FLEX,3000,MIN@HOU 10/04/2020 01:00PM ET,MIN,0
,,,,,,,,,,,,,,WR,Dan Chisena (15512991),Dan Chisena,15512991,WR/FLEX,3000,MIN@HOU 10/04/2020 01:00PM ET,MIN,0
,,,,,,,,,,,,,,WR,Chad Beebe (15512993),Chad Beebe,15512993,WR/FLEX,3000,MIN@HOU 10/04/2020 01:00PM ET,MIN,1.7
,,,,,,,,,,,,,,WR,K.J. Osborn (15512995),K.J. Osborn,15512995,WR/FLEX,3000,MIN@HOU 10/04/2020 01:00PM ET,MIN,0
,,,,,,,,,,,,,,WR,DeAndre Carter (15512997),DeAndre Carter,15512997,WR/FLEX,3000,MIN@HOU 10/04/2020 01:00PM ET,HOU,0.6
,,,,,,,,,,,,,,WR,Isaiah Coulter (15512999),Isaiah Coulter,15512999,WR/FLEX,3000,MIN@HOU 10/04/2020 01:00PM ET,HOU,0
,,,,,,,,,,,,,,WR,C.J. Board (15512975),C.J. Board,15512975,WR/FLEX,3000,NYG@LAR 10/04/2020 04:05PM ET,NYG,3.93
,,,,,,,,,,,,,,WR,Johnny Holton (15512977),Johnny Holton,15512977,WR/FLEX,3000,NYG@LAR 10/04/2020 04:05PM ET,NYG,0
,,,,,,,,,,,,,,WR,David Sills (15512979),David Sills,15512979,WR/FLEX,3000,NYG@LAR 10/04/2020 04:05PM ET,NYG,0
,,,,,,,,,,,,,,WR,Cody Core (15512981),Cody Core,15512981,WR/FLEX,3000,NYG@LAR 10/04/2020 04:05PM ET,NYG,0
,,,,,,,,,,,,,,WR,Van Jefferson Jr. (15512983),Van Jefferson Jr.,15512983,WR/FLEX,3000,NYG@LAR 10/04/2020 04:05PM ET,LAR,4.17
,,,,,,,,,,,,,,WR,Nsimba Webster (15512985),Nsimba Webster,15512985,WR/FLEX,3000,NYG@LAR 10/04/2020 04:05PM ET,LAR,0
,,,,,,,,,,,,,,WR,Trishton Jackson (15512987),Trishton Jackson,15512987,WR/FLEX,3000,NYG@LAR 10/04/2020 04:05PM ET,LAR,0
,,,,,,,,,,,,,,WR,Zay Jones (15512963),Zay Jones,15512963,WR/FLEX,3000,BUF@LV 10/04/2020 04:25PM ET,LV,4.9
,,,,,,,,,,,,,,WR,Rico Gafford (15512965),Rico Gafford,15512965,WR/FLEX,3000,BUF@LV 10/04/2020 04:25PM ET,LV,0
,,,,,,,,,,,,,,WR,Tyrell Williams (15512967),Tyrell Williams,15512967,WR/FLEX,3000,BUF@LV 10/04/2020 04:25PM ET,LV,0
,,,,,,,,,,,,,,WR,Isaiah McKenzie (15512969),Isaiah McKenzie,15512969,WR/FLEX,3000,BUF@LV 10/04/2020 04:25PM ET,BUF,4.47
,,,,,,,,,,,,,,WR,Andre Roberts (15512971),Andre Roberts,15512971,WR/FLEX,3000,BUF@LV 10/04/2020 04:25PM ET,BUF,0
,,,,,,,,,,,,,,WR,Isaiah Hodgins (15512973),Isaiah Hodgins,15512973,WR/FLEX,3000,BUF@LV 10/04/2020 04:25PM ET,BUF,0
,,,,,,,,,,,,,,WR,Damiere Byrd (15512947),Damiere Byrd,15512947,WR/FLEX,3000,Postponed,NE,6.3
,,,,,,,,,,,,,,WR,Jakobi Meyers (15512949),Jakobi Meyers,15512949,WR/FLEX,3000,Postponed,NE,0.57
,,,,,,,,,,,,,,WR,Matthew Slater (15512951),Matthew Slater,15512951,WR/FLEX,3000,Postponed,NE,0
,,,,,,,,,,,,,,WR,Isaiah Zuber (15512953),Isaiah Zuber,15512953,WR/FLEX,3000,Postponed,NE,1.3
,,,,,,,,,,,,,,WR,Gunner Olszewski (15512955),Gunner Olszewski,15512955,WR/FLEX,3000,Postponed,NE,0
,,,,,,,,,,,,,,WR,Quincy Adeboyejo (15512957),Quincy Adeboyejo,15512957,WR/FLEX,3000,Postponed,NE,0
,,,,,,,,,,,,,,WR,Marcus Kemp (15512959),Marcus Kemp,15512959,WR/FLEX,3000,Postponed,KC,0
,,,,,,,,,,,,,,WR,Byron Pringle (15512961),Byron Pringle,15512961,WR/FLEX,3000,Postponed,KC,0
,,,,,,,,,,,,,,TE,Trey Burton (15513159),Trey Burton,15513159,TE/FLEX,2900,IND@CHI 10/04/2020 04:25PM ET,IND,0
,,,,,,,,,,,,,,TE,Vance McDonald (15513155),Vance McDonald,15513155,TE/FLEX,2900,Postponed,PIT,3.03
,,,,,,,,,,,,,,DST,Chargers  (15513319),Chargers ,15513319,DST,2900,LAC@TB 10/04/2020 01:00PM ET,LAC,6
,,,,,,,,,,,,,,TE,Jacob Hollister (15513157),Jacob Hollister,15513157,TE/FLEX,2900,SEA@MIA 10/04/2020 01:00PM ET,SEA,3.67
,,,,,,,,,,,,,,DST,Bengals  (15513320),Bengals ,15513320,DST,2900,JAX@CIN 10/04/2020 01:00PM ET,CIN,2.67
