Entry ID,Contest Name,Contest ID,Entry Fee,QB,RB,RB,WR,WR,WR,TE,FLEX,DST,,Instructions
2380131803,NFL $2.5M Fantasy Football Millionaire [$1M to 1st],97091228,$10,Derek Carr (15819778),Dalvin Cook (15819822),Nyheim Hines (15819886),Nelson Agholor (15820116),Denzel Mims (15820174),Calvin Ridley (15820060),Darren Waller (15820354),Wayne Gallman Jr. (15819876),Rams (15820542),,1. Column A lists all of your contest entries for this draftgroup
2380131804,NFL $2.5M Fantasy Football Millionaire [$1M to 1st],97091228,$10,Patrick Mahomes (15819764),Nyheim Hines (15819886),James Robinson (15819838),Mike Evans (15820074),Tyreek Hill (15820054),Denzel Mims (15820174),Travis Kelce (15820352),Brian Hill (15819990),Bills (15820549),,2. Your current lineup is listed next to each entry (blank for reservations)
2380131805,NFL $2.5M Fantasy Football Millionaire [$1M to 1st],97091228,$10,Josh Allen (15819765),Dalvin Cook (15819822),Nyheim Hines (15819886),Cole Beasley (15820090),Stefon Diggs (15820056),Denzel Mims (15820174),Hunter Henry (15820358),Brian Hill (15819990),Cardinals (15820546),,3. You can change the lineup for an entry by entering the IDs of the players in the row next to that entry
2380131806,NFL $2.5M Fantasy Football Millionaire [$1M to 1st],97091228,$10,Ryan Tannehill (15819777),Dalvin Cook (15819822),Brian Hill (15819990),A.J. Brown (15820064),Corey Davis (15820118),Denzel Mims (15820174),Travis Kelce (15820352),Nyheim Hines (15819886),Saints (15820541),,4. Use data from the Name+ID column or the ID column; you cannot use just the player's name
2380131807,NFL $2.5M Fantasy Football Millionaire [$1M to 1st],97091228,$10,Daniel Jones (15819782),Dalvin Cook (15819822),Nyheim Hines (15819886),Tyler Boyd (15820108),Sterling Shepard (15820104),Darius Slayton (15820114),Travis Kelce (15820352),Brian Hill (15819990),Dolphins (15820540),,5. For faster processing only include entries you are changing in the file you upload
2380131808,NFL $2.5M Fantasy Football Millionaire [$1M to 1st],97091228,$10,Patrick Mahomes (15819764),Dalvin Cook (15819822),Wayne Gallman Jr. (15819876),Antonio Brown (15820086),Mecole Hardman (15820144),Denzel Mims (15820174),Travis Kelce (15820352),Brian Hill (15819990),Browns (15820544),,
2380131809,NFL $2.5M Fantasy Football Millionaire [$1M to 1st],97091228,$10,Patrick Mahomes (15819764),Dalvin Cook (15819822),Nyheim Hines (15819886),Keelan Cole Sr. (15820166),Mecole Hardman (15820144),Tyreek Hill (15820054),Rob Gronkowski (15820362),Brian Hill (15819990),Saints (15820541),,Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
2380132235,NFL $150K mini-MAX [150 Entry Max],97183250,$0.50,Justin Herbert (15819766),Wayne Gallman Jr. (15819876),James Robinson (15819838),Keenan Allen (15820052),Stefon Diggs (15820056),Mike Williams (15820110),Rob Gronkowski (15820362),Brian Hill (15819990),Titans (15820554),,DST,Browns  (15820544),Browns ,15820544,DST,3100,CLE@JAX 11/29/2020 01:00PM ET,CLE,7.1
2380132236,NFL $150K mini-MAX [150 Entry Max],97183250,$0.50,Kyler Murray (15819763),Mike Davis (15819834),James Robinson (15819838),N'Keal Harry (15820176),DeAndre Hopkins (15820050),Christian Kirk (15820082),Hunter Henry (15820358),Brian Hill (15819990),Titans (15820554),,WR,Jalen Guyton (15820188),Jalen Guyton,15820188,WR/FLEX,3100,LAC@BUF 11/29/2020 01:00PM ET,LAC,6.24
2380132237,NFL $150K mini-MAX [150 Entry Max],97183250,$0.50,Ryan Tannehill (15819777),Brian Hill (15819990),Kareem Hunt (15819860),A.J. Brown (15820064),Zach Pascal (15820146),Robert Woods (15820084),Travis Kelce (15820352),Derrick Henry (15819828),Browns (15820544),,TE,Irv Smith Jr. (15820386),Irv Smith Jr.,15820386,TE/FLEX,3100,CAR@MIN 11/29/2020 01:00PM ET,MIN,5.24
2380132238,NFL $150K mini-MAX [150 Entry Max],97183250,$0.50,Josh Allen (15819765),Nick Chubb (15819832),Wayne Gallman Jr. (15819876),Keenan Allen (15820052),Cole Beasley (15820090),Denzel Mims (15820174),Darren Waller (15820354),Devin Singletary (15819900),Browns (15820544),,WR,Tre'Quan Smith (15820186),Tre'Quan Smith,15820186,WR/FLEX,3100,NO@DEN 11/29/2020 04:05PM ET,NO,8.28
,,,,,,,,,,,,,,DST,Ravens  (15847594),Ravens ,15847594,DST,3100,Postponed,BAL,9.8
,,,,,,,,,,,,,,WR,Marcus Johnson (15820338),Marcus Johnson,15820338,WR/FLEX,3000,TEN@IND 11/29/2020 01:00PM ET,IND,6.07
,,,,,,,,,,,,,,WR,DeMichael Harris (15820340),DeMichael Harris,15820340,WR/FLEX,3000,TEN@IND 11/29/2020 01:00PM ET,IND,5.38
,,,,,,,,,,,,,,WR,Dezmon Patmon (15820342),Dezmon Patmon,15820342,WR/FLEX,3000,TEN@IND 11/29/2020 01:00PM ET,IND,0
,,,,,,,,,,,,,,WR,Ashton Dulin (15820344),Ashton Dulin,15820344,WR/FLEX,3000,TEN@IND 11/29/2020 01:00PM ET,IND,1.43
,,,,,,,,,,,,,,WR,Kalif Raymond (15820346),Kalif Raymond,15820346,WR/FLEX,3000,TEN@IND 11/29/2020 01:00PM ET,TEN,3.04
,,,,,,,,,,,,,,WR,Cameron Batson (15820348),Cameron Batson,15820348,WR/FLEX,3000,TEN@IND 11/29/2020 01:00PM ET,TEN,2.82
,,,,,,,,,,,,,,WR,Nick Westbrook-Ikhine (15820350),Nick Westbrook-Ikhine,15820350,WR/FLEX,3000,TEN@IND 11/29/2020 01:00PM ET,TEN,1.08
,,,,,,,,,,,,,,DST,Colts  (15820545),Colts ,15820545,DST,3000,TEN@IND 11/29/2020 01:00PM ET,IND,10.5
,,,,,,,,,,,,,,WR,Isaiah Ford (15820190),Isaiah Ford,15820190,WR/FLEX,3000,ARI@NE 11/29/2020 01:00PM ET,NE,6.07
,,,,,,,,,,,,,,WR,Andy Isabella (15820324),Andy Isabella,15820324,WR/FLEX,3000,ARI@NE 11/29/2020 01:00PM ET,ARI,4.98
,,,,,,,,,,,,,,WR,KeeSean Johnson (15820326),KeeSean Johnson,15820326,WR/FLEX,3000,ARI@NE 11/29/2020 01:00PM ET,ARI,2.95
,,,,,,,,,,,,,,WR,Trent Sherfield (15820328),Trent Sherfield,15820328,WR/FLEX,3000,ARI@NE 11/29/2020 01:00PM ET,ARI,0.32
,,,,,,,,,,,,,,WR,Donte Moncrief (15820330),Donte Moncrief,15820330,WR/FLEX,3000,ARI@NE 11/29/2020 01:00PM ET,NE,2.5
,,,,,,,,,,,,,,WR,Gunner Olszewski (15820332),Gunner Olszewski,15820332,WR/FLEX,3000,ARI@NE 11/29/2020 01:00PM ET,NE,0.74
,,,,,,,,,,,,,,WR,Matthew Slater (15820334),Matthew Slater,15820334,WR/FLEX,3000,ARI@NE 11/29/2020 01:00PM ET,NE,0
,,,,,,,,,,,,,,WR,Quincy Adeboyejo (15820336),Quincy Adeboyejo,15820336,WR/FLEX,3000,ARI@NE 11/29/2020 01:00PM ET,NE,0
,,,,,,,,,,,,,,WR,Chris Conley (15820308),Chris Conley,15820308,WR/FLEX,3000,CLE@JAX 11/29/2020 01:00PM ET,JAX,6.62
,,,,,,,,,,,,,,WR,Collin Johnson (15820310),Collin Johnson,15820310,WR/FLEX,3000,CLE@JAX 11/29/2020 01:00PM ET,JAX,2.84
,,,,,,,,,,,,,,WR,Terry Godwin (15820312),Terry Godwin,15820312,WR/FLEX,3000,CLE@JAX 11/29/2020 01:00PM ET,JAX,0
,,,,,,,,,,,,,,WR,Dede Westbrook (15820314),Dede Westbrook,15820314,WR/FLEX,3000,CLE@JAX 11/29/2020 01:00PM ET,JAX,0.2
,,,,,,,,,,,,,,WR,Donovan Peoples-Jones (15820316),Donovan Peoples-Jones,15820316,WR/FLEX,3000,CLE@JAX 11/29/2020 01:00PM ET,CLE,2.6
,,,,,,,,,,,,,,WR,Taywan Taylor (15820318),Taywan Taylor,15820318,WR/FLEX,3000,CLE@JAX 11/29/2020 01:00PM ET,CLE,0
,,,,,,,,,,,,,,WR,Odell Beckham Jr. (15820320),Odell Beckham Jr.,15820320,WR/FLEX,3000,CLE@JAX 11/29/2020 01:00PM ET,CLE,12.40
,,,,,,,,,,,,,,WR,JoJo Natson (15820322),JoJo Natson,15820322,WR/FLEX,3000,CLE@JAX 11/29/2020 01:00PM ET,CLE,0.1
,,,,,,,,,,,,,,WR,Braxton Berrios (15820294),Braxton Berrios,15820294,WR/FLEX,3000,MIA@NYJ 11/29/2020 01:00PM ET,NYJ,5.96
,,,,,,,,,,,,,,WR,Jeff Smith (15820296),Jeff Smith,15820296,WR/FLEX,3000,MIA@NYJ 11/29/2020 01:00PM ET,NYJ,4.93
,,,,,,,,,,,,,,WR,Vyncint Smith (15820298),Vyncint Smith,15820298,WR/FLEX,3000,MIA@NYJ 11/29/2020 01:00PM ET,NYJ,0.77
,,,,,,,,,,,,,,WR,Chris Hogan (15820300),Chris Hogan,15820300,WR/FLEX,3000,MIA@NYJ 11/29/2020 01:00PM ET,NYJ,5.16
,,,,,,,,,,,,,,WR,Mack Hollins (15820302),Mack Hollins,15820302,WR/FLEX,3000,MIA@NYJ 11/29/2020 01:00PM ET,MIA,2.22
,,,,,,,,,,,,,,WR,Lynn Bowden Jr. (15820304),Lynn Bowden Jr.,15820304,WR/FLEX,3000,MIA@NYJ 11/29/2020 01:00PM ET,MIA,0.6
,,,,,,,,,,,,,,WR,Antonio Callaway (15820306),Antonio Callaway,15820306,WR/FLEX,3000,MIA@NYJ 11/29/2020 01:00PM ET,MIA,2.3
,,,,,,,,,,,,,,WR,Bryan Edwards (15820284),Bryan Edwards,15820284,WR/FLEX,3000,LV@ATL 11/29/2020 01:00PM ET,LV,3.72
,,,,,,,,,,,,,,WR,Zay Jones (15820286),Zay Jones,15820286,WR/FLEX,3000,LV@ATL 11/29/2020 01:00PM ET,LV,4.58
,,,,,,,,,,,,,,WR,Tyrell Williams (15820288),Tyrell Williams,15820288,WR/FLEX,3000,LV@ATL 11/29/2020 01:00PM ET,LV,0
,,,,,,,,,,,,,,WR,Christian Blake (15820290),Christian Blake,15820290,WR/FLEX,3000,LV@ATL 11/29/2020 01:00PM ET,ATL,3.36
,,,,,,,,,,,,,,WR,Brandon Powell (15820292),Brandon Powell,15820292,WR/FLEX,3000,LV@ATL 11/29/2020 01:00PM ET,ATL,1.57
,,,,,,,,,,,,,,WR,Austin Mack (15820266),Austin Mack,15820266,WR/FLEX,3000,NYG@CIN 11/29/2020 01:00PM ET,NYG,4.73
,,,,,,,,,,,,,,WR,C.J. Board (15820268),C.J. Board,15820268,WR/FLEX,3000,NYG@CIN 11/29/2020 01:00PM ET,NYG,2.27
,,,,,,,,,,,,,,WR,Dante Pettis (15820270),Dante Pettis,15820270,WR/FLEX,3000,NYG@CIN 11/29/2020 01:00PM ET,NYG,-0.25
,,,,,,,,,,,,,,WR,David Sills (15820272),David Sills,15820272,WR/FLEX,3000,NYG@CIN 11/29/2020 01:00PM ET,NYG,0
,,,,,,,,,,,,,,WR,Cody Core (15820274),Cody Core,15820274,WR/FLEX,3000,NYG@CIN 11/29/2020 01:00PM ET,NYG,0
,,,,,,,,,,,,,,WR,Auden Tate (15820276),Auden Tate,15820276,WR/FLEX,3000,NYG@CIN 11/29/2020 01:00PM ET,CIN,4.14
,,,,,,,,,,,,,,WR,Mike Thomas (15820278),Mike Thomas,15820278,WR/FLEX,3000,NYG@CIN 11/29/2020 01:00PM ET,CIN,3.91
,,,,,,,,,,,,,,WR,Alex Erickson (15820280),Alex Erickson,15820280,WR/FLEX,3000,NYG@CIN 11/29/2020 01:00PM ET,CIN,0.36
,,,,,,,,,,,,,,WR,John Ross III (15820282),John Ross III,15820282,WR/FLEX,3000,NYG@CIN 11/29/2020 01:00PM ET,CIN,1.85
,,,,,,,,,,,,,,WR,Tyron Johnson (15820252),Tyron Johnson,15820252,WR/FLEX,3000,LAC@BUF 11/29/2020 01:00PM ET,LAC,5.28
,,,,,,,,,,,,,,WR,K.J. Hill (15820254),K.J. Hill,15820254,WR/FLEX,3000,LAC@BUF 11/29/2020 01:00PM ET,LAC,0.41
,,,,,,,,,,,,,,WR,Joe Reed (15820256),Joe Reed,15820256,WR/FLEX,3000,LAC@BUF 11/29/2020 01:00PM ET,LAC,1.11
,,,,,,,,,,,,,,WR,Gabriel Davis (15820258),Gabriel Davis,15820258,WR/FLEX,3000,LAC@BUF 11/29/2020 01:00PM ET,BUF,6.45
,,,,,,,,,,,,,,WR,Isaiah McKenzie (15820260),Isaiah McKenzie,15820260,WR/FLEX,3000,LAC@BUF 11/29/2020 01:00PM ET,BUF,5.22
,,,,,,,,,,,,,,WR,Andre Roberts (15820262),Andre Roberts,15820262,WR/FLEX,3000,LAC@BUF 11/29/2020 01:00PM ET,BUF,0.29
,,,,,,,,,,,,,,WR,Isaiah Hodgins (15820264),Isaiah Hodgins,15820264,WR/FLEX,3000,LAC@BUF 11/29/2020 01:00PM ET,BUF,0
,,,,,,,,,,,,,,TE,Dawson Knox (15820388),Dawson Knox,15820388,TE/FLEX,3000,LAC@BUF 11/29/2020 01:00PM ET,BUF,3.58
,,,,,,,,,,,,,,WR,Olabisi Johnson (15820192),Olabisi Johnson,15820192,WR/FLEX,3000,CAR@MIN 11/29/2020 01:00PM ET,MIN,2.31
,,,,,,,,,,,,,,WR,Brandon Zylstra (15820236),Brandon Zylstra,15820236,WR/FLEX,3000,CAR@MIN 11/29/2020 01:00PM ET,CAR,2.6
,,,,,,,,,,,,,,WR,Pharoh Cooper (15820238),Pharoh Cooper,15820238,WR/FLEX,3000,CAR@MIN 11/29/2020 01:00PM ET,CAR,0.22
,,,,,,,,,,,,,,WR,Keith Kirkwood (15820240),Keith Kirkwood,15820240,WR/FLEX,3000,CAR@MIN 11/29/2020 01:00PM ET,CAR,2.3
,,,,,,,,,,,,,,WR,Omar Bayless (15820242),Omar Bayless,15820242,WR/FLEX,3000,CAR@MIN 11/29/2020 01:00PM ET,CAR,0
,,,,,,,,,,,,,,WR,Chad Beebe (15820244),Chad Beebe,15820244,WR/FLEX,3000,CAR@MIN 11/29/2020 01:00PM ET,MIN,1.9
,,,,,,,,,,,,,,WR,Dan Chisena (15820246),Dan Chisena,15820246,WR/FLEX,3000,CAR@MIN 11/29/2020 01:00PM ET,MIN,0
,,,,,,,,,,,,,,WR,K.J. Osborn (15820248),K.J. Osborn,15820248,WR/FLEX,3000,CAR@MIN 11/29/2020 01:00PM ET,MIN,0
,,,,,,,,,,,,,,WR,Tajae Sharpe (15820250),Tajae Sharpe,15820250,WR/FLEX,3000,CAR@MIN 11/29/2020 01:00PM ET,MIN,0
,,,,,,,,,,,,,,WR,Deonte Harris (15820194),Deonte Harris,15820194,WR/FLEX,3000,NO@DEN 11/29/2020 04:05PM ET,NO,5.41
,,,,,,,,,,,,,,WR,Marquez Callaway (15820224),Marquez Callaway,15820224,WR/FLEX,3000,NO@DEN 11/29/2020 04:05PM ET,NO,4.77
,,,,,,,,,,,,,,WR,Bennie Fowler III (15820226),Bennie Fowler III,15820226,WR/FLEX,3000,NO@DEN 11/29/2020 04:05PM ET,NO,1.55
,,,,,,,,,,,,,,WR,DaeSean Hamilton (15820228),DaeSean Hamilton,15820228,WR/FLEX,3000,NO@DEN 11/29/2020 04:05PM ET,DEN,5.56
,,,,,,,,,,,,,,WR,Diontae Spencer (15820230),Diontae Spencer,15820230,WR/FLEX,3000,NO@DEN 11/29/2020 04:05PM ET,DEN,0.37
,,,,,,,,,,,,,,WR,Tyrie Cleveland (15820232),Tyrie Cleveland,15820232,WR/FLEX,3000,NO@DEN 11/29/2020 04:05PM ET,DEN,0.34
,,,,,,,,,,,,,,WR,Courtland Sutton (15820234),Courtland Sutton,15820234,WR/FLEX,3000,NO@DEN 11/29/2020 04:05PM ET,DEN,9.6
,,,,,,,,,,,,,,WR,Trent Taylor (15820210),Trent Taylor,15820210,WR/FLEX,3000,SF@LAR 11/29/2020 04:05PM ET,SF,1.86
,,,,,,,,,,,,,,WR,River Cracraft (15820212),River Cracraft,15820212,WR/FLEX,3000,SF@LAR 11/29/2020 04:05PM ET,SF,1.65
,,,,,,,,,,,,,,WR,Jalen Hurd (15820214),Jalen Hurd,15820214,WR/FLEX,3000,SF@LAR 11/29/2020 04:05PM ET,SF,0
,,,,,,,,,,,,,,WR,Chris Thompson (15820216),Chris Thompson,15820216,WR/FLEX,3000,SF@LAR 11/29/2020 04:05PM ET,SF,0
,,,,,,,,,,,,,,WR,Van Jefferson Jr. (15820218),Van Jefferson Jr.,15820218,WR/FLEX,3000,SF@LAR 11/29/2020 04:05PM ET,LAR,3.47
,,,,,,,,,,,,,,WR,Nsimba Webster (15820220),Nsimba Webster,15820220,WR/FLEX,3000,SF@LAR 11/29/2020 04:05PM ET,LAR,0
,,,,,,,,,,,,,,WR,Trishton Jackson (15820222),Trishton Jackson,15820222,WR/FLEX,3000,SF@LAR 11/29/2020 04:05PM ET,LAR,0
,,,,,,,,,,,,,,WR,Scotty Miller (15820196),Scotty Miller,15820196,WR/FLEX,3000,KC@TB 11/29/2020 04:25PM ET,TB,8.48
,,,,,,,,,,,,,,WR,Tyler Johnson (15820198),Tyler Johnson,15820198,WR/FLEX,3000,KC@TB 11/29/2020 04:25PM ET,TB,4.83
,,,,,,,,,,,,,,WR,Justin Watson (15820200),Justin Watson,15820200,WR/FLEX,3000,KC@TB 11/29/2020 04:25PM ET,TB,2.73
,,,,,,,,,,,,,,WR,Jaydon Mickens (15820202),Jaydon Mickens,15820202,WR/FLEX,3000,KC@TB 11/29/2020 04:25PM ET,TB,1.42
,,,,,,,,,,,,,,WR,John Franklin III (15820204),John Franklin III,15820204,WR/FLEX,3000,KC@TB 11/29/2020 04:25PM ET,TB,0
,,,,,,,,,,,,,,WR,Byron Pringle (15820206),Byron Pringle,15820206,WR/FLEX,3000,KC@TB 11/29/2020 04:25PM ET,KC,3.69
,,,,,,,,,,,,,,WR,Gehrig Dieter (15820208),Gehrig Dieter,15820208,WR/FLEX,3000,KC@TB 11/29/2020 04:25PM ET,KC,0
,,,,,,,,,,,,,,WR,Miles Boykin (15847565),Miles Boykin,15847565,WR/FLEX,3000,Postponed,BAL,4.41
,,,,,,,,,,,,,,WR,Devin Duvernay (15847567),Devin Duvernay,15847567,WR/FLEX,3000,Postponed,BAL,4.3
,,,,,,,,,,,,,,WR,James Proche (15847569),James Proche,15847569,WR/FLEX,3000,Postponed,BAL,0.24
,,,,,,,,,,,,,,WR,Chris Moore (15847571),Chris Moore,15847571,WR/FLEX,3000,Postponed,BAL,0
,,,,,,,,,,,,,,WR,Antoine Wesley (15847573),Antoine Wesley,15847573,WR/FLEX,3000,Postponed,BAL,0
,,,,,,,,,,,,,,WR,DeAndrew White (15847575),DeAndrew White,15847575,WR/FLEX,3000,Postponed,BAL,0
,,,,,,,,,,,,,,WR,James Washington (15847577),James Washington,15847577,WR/FLEX,3000,Postponed,PIT,6.34
,,,,,,,,,,,,,,WR,Ray-Ray McCloud III (15847579),Ray-Ray McCloud III,15847579,WR/FLEX,3000,Postponed,PIT,2.75
,,,,,,,,,,,,,,TE,Dan Arnold (15820390),Dan Arnold,15820390,TE/FLEX,2900,ARI@NE 11/29/2020 01:00PM ET,ARI,4.38
,,,,,,,,,,,,,,DST,Cardinals  (15820546),Cardinals ,15820546,DST,2900,ARI@NE 11/29/2020 01:00PM ET,ARI,5.7
,,,,,,,,,,,,,,TE,Tyler Kroft (15820394),Tyler Kroft,15820394,TE/FLEX,2900,LAC@BUF 11/29/2020 01:00PM ET,BUF,5.99
,,,,,,,,,,,,,,TE,Ross Dwelley (15820392),Ross Dwelley,15820392,TE/FLEX,2900,SF@LAR 11/29/2020 04:05PM ET,SF,3.8
,,,,,,,,,,,,,,TE,Chris Herndon (15820398),Chris Herndon,15820398,TE/FLEX,2800,MIA@NYJ 11/29/2020 01:00PM ET,NYJ,4.16
,,,,,,,,,,,,,,TE,Kyle Rudolph (15820396),Kyle Rudolph,15820396,TE/FLEX,2800,CAR@MIN 11/29/2020 01:00PM ET,MIN,5.26
,,,,,,,,,,,,,,DST,Buccaneers  (15820547),Buccaneers ,15820547,DST,2800,KC@TB 11/29/2020 04:25PM ET,TB,7.82
,,,,,,,,,,,,,,TE,Mo Alie-Cox (15820400),Mo Alie-Cox,15820400,TE/FLEX,2700,TEN@IND 11/29/2020 01:00PM ET,IND,7.43
,,,,,,,,,,,,,,TE,David Njoku (15820402),David Njoku,15820402,TE/FLEX,2700,CLE@JAX 11/29/2020 01:00PM ET,CLE,5.03
,,,,,,,,,,,,,,DST,Bills  (15820549),Bills ,15820549,DST,2700,LAC@BUF 11/29/2020 01:00PM ET,BUF,5.6
,,,,,,,,,,,,,,DST,Chiefs  (15820548),Chiefs ,15820548,DST,2700,KC@TB 11/29/2020 04:25PM ET,KC,7.6
,,,,,,,,,,,,,,TE,Anthony Firkser (15820408),Anthony Firkser,15820408,TE/FLEX,2600,TEN@IND 11/29/2020 01:00PM ET,TEN,7.36
,,,,,,,,,,,,,,TE,Ryan Izzo (15820406),Ryan Izzo,15820406,TE/FLEX,2600,ARI@NE 11/29/2020 01:00PM ET,NE,3.37
,,,,,,,,,,,,,,TE,Tyler Eifert (15820404),Tyler Eifert,15820404,TE/FLEX,2600,CLE@JAX 11/29/2020 01:00PM ET,JAX,4.87
,,,,,,,,,,,,,,TE,Drew Sample (15820410),Drew Sample,15820410,TE/FLEX,2600,NYG@CIN 11/29/2020 01:00PM ET,CIN,4.32
,,,,,,,,,,,,,,DST,Panthers  (15820551),Panthers ,15820551,DST,2600,CAR@MIN 11/29/2020 01:00PM ET,CAR,4.64
,,,,,,,,,,,,,,DST,49ers  (15820550),49ers ,15820550,DST,2600,SF@LAR 11/29/2020 04:05PM ET,SF,5.2
,,,,,,,,,,,,,,TE,Jack Doyle (15820532),Jack Doyle,15820532,TE/FLEX,2500,TEN@IND 11/29/2020 01:00PM ET,IND,5.49
,,,,,,,,,,,,,,TE,Noah Togiai (15820534),Noah Togiai,15820534,TE/FLEX,2500,TEN@IND 11/29/2020 01:00PM ET,IND,0
,,,,,,,,,,,,,,TE,MyCole Pruitt (15820536),MyCole Pruitt,15820536,TE/FLEX,2500,TEN@IND 11/29/2020 01:00PM ET,TEN,3.57
,,,,,,,,,,,,,,TE,Geoff Swaim (15820538),Geoff Swaim,15820538,TE/FLEX,2500,TEN@IND 11/29/2020 01:00PM ET,TEN,1.22
,,,,,,,,,,,,,,TE,Maxx Williams (15820522),Maxx Williams,15820522,TE/FLEX,2500,ARI@NE 11/29/2020 01:00PM ET,ARI,4.1
,,,,,,,,,,,,,,TE,Darrell Daniels (15820524),Darrell Daniels,15820524,TE/FLEX,2500,ARI@NE 11/29/2020 01:00PM ET,ARI,2.9
,,,,,,,,,,,,,,TE,Jordan Thomas (15820526),Jordan Thomas,15820526,TE/FLEX,2500,ARI@NE 11/29/2020 01:00PM ET,NE,3.65
,,,,,,,,,,,,,,TE,Dalton Keene (15820528),Dalton Keene,15820528,TE/FLEX,2500,ARI@NE 11/29/2020 01:00PM ET,NE,1.8
,,,,,,,,,,,,,,TE,Devin Asiasi (15820530),Devin Asiasi,15820530,TE/FLEX,2500,ARI@NE 11/29/2020 01:00PM ET,NE,0
,,,,,,,,,,,,,,DST,Patriots  (15820553),Patriots ,15820553,DST,2500,ARI@NE 11/29/2020 01:00PM ET,NE,6
,,,,,,,,,,,,,,TE,James O'Shaughnessy (15820508),James O'Shaughnessy,15820508,TE/FLEX,2500,CLE@JAX 11/29/2020 01:00PM ET,JAX,3.51
,,,,,,,,,,,,,,TE,Ben Ellefson (15820510),Ben Ellefson,15820510,TE/FLEX,2500,CLE@JAX 11/29/2020 01:00PM ET,JAX,2
,,,,,,,,,,,,,,TE,Tyler Davis (15820512),Tyler Davis,15820512,TE/FLEX,2500,CLE@JAX 11/29/2020 01:00PM ET,JAX,0
,,,,,,,,,,,,,,TE,Eric Saubert (15820514),Eric Saubert,15820514,TE/FLEX,2500,CLE@JAX 11/29/2020 01:00PM ET,JAX,1.3
,,,,,,,,,,,,,,TE,Josh Oliver (15820516),Josh Oliver,15820516,TE/FLEX,2500,CLE@JAX 11/29/2020 01:00PM ET,JAX,0
,,,,,,,,,,,,,,TE,Harrison Bryant (15820518),Harrison Bryant,15820518,TE/FLEX,2500,CLE@JAX 11/29/2020 01:00PM ET,CLE,5.23
,,,,,,,,,,,,,,TE,Stephen Carlson (15820520),Stephen Carlson,15820520,TE/FLEX,2500,CLE@JAX 11/29/2020 01:00PM ET,CLE,0.4
,,,,,,,,,,,,,,TE,Ryan Griffin (15820496),Ryan Griffin,15820496,TE/FLEX,2500,MIA@NYJ 11/29/2020 01:00PM ET,NYJ,1.79
,,,,,,,,,,,,,,TE,Daniel Brown (15820498),Daniel Brown,15820498,TE/FLEX,2500,MIA@NYJ 11/29/2020 01:00PM ET,NYJ,0
,,,,,,,,,,,,,,TE,Trevon Wesco (15820500),Trevon Wesco,15820500,TE/FLEX,2500,MIA@NYJ 11/29/2020 01:00PM ET,NYJ,0.75
,,,,,,,,,,,,,,TE,Durham Smythe (15820502),Durham Smythe,15820502,TE/FLEX,2500,MIA@NYJ 11/29/2020 01:00PM ET,MIA,4.21
,,,,,,,,,,,,,,TE,Adam Shaheen (15820504),Adam Shaheen,15820504,TE/FLEX,2500,MIA@NYJ 11/29/2020 01:00PM ET,MIA,3.67
,,,,,,,,,,,,,,TE,Chris Myarick (15820506),Chris Myarick,15820506,TE/FLEX,2500,MIA@NYJ 11/29/2020 01:00PM ET,MIA,0
,,,,,,,,,,,,,,TE,Jason Witten (15820484),Jason Witten,15820484,TE/FLEX,2500,LV@ATL 11/29/2020 01:00PM ET,LV,3.59
,,,,,,,,,,,,,,TE,Foster Moreau (15820486),Foster Moreau,15820486,TE/FLEX,2500,LV@ATL 11/29/2020 01:00PM ET,LV,4.1
,,,,,,,,,,,,,,TE,Derek Carrier (15820488),Derek Carrier,15820488,TE/FLEX,2500,LV@ATL 11/29/2020 01:00PM ET,LV,0.4
,,,,,,,,,,,,,,TE,Nick O'Leary (15820490),Nick O'Leary,15820490,TE/FLEX,2500,LV@ATL 11/29/2020 01:00PM ET,LV,0
,,,,,,,,,,,,,,TE,Luke Stocker (15820492),Luke Stocker,15820492,TE/FLEX,2500,LV@ATL 11/29/2020 01:00PM ET,ATL,0.62
,,,,,,,,,,,,,,TE,Jaeden Graham (15820494),Jaeden Graham,15820494,TE/FLEX,2500,LV@ATL 11/29/2020 01:00PM ET,ATL,0.42
,,,,,,,,,,,,,,TE,Levine Toilolo (15820472),Levine Toilolo,15820472,TE/FLEX,2500,NYG@CIN 11/29/2020 01:00PM ET,NYG,1.3
,,,,,,,,,,,,,,TE,Kaden Smith (15820474),Kaden Smith,15820474,TE/FLEX,2500,NYG@CIN 11/29/2020 01:00PM ET,NYG,2.27
,,,,,,,,,,,,,,TE,Cethan Carter (15820476),Cethan Carter,15820476,TE/FLEX,2500,NYG@CIN 11/29/2020 01:00PM ET,CIN,0.71
,,,,,,,,,,,,,,TE,Mason Schreck (15820478),Mason Schreck,15820478,TE/FLEX,2500,NYG@CIN 11/29/2020 01:00PM ET,CIN,0
,,,,,,,,,,,,,,TE,C.J. Uzomah (15820480),C.J. Uzomah,15820480,TE/FLEX,2500,NYG@CIN 11/29/2020 01:00PM ET,CIN,11.35
,,,,,,,,,,,,,,TE,Clark Harris (15820482),Clark Harris,15820482,TE/FLEX,2500,NYG@CIN 11/29/2020 01:00PM ET,CIN,0
,,,,,,,,,,,,,,DST,Bengals  (15820552),Bengals ,15820552,DST,2500,NYG@CIN 11/29/2020 01:00PM ET,CIN,2.3
