Entry ID,Contest Name,Contest ID,Entry Fee,QB,RB,RB,WR,WR,WR,TE,FLEX,DST,,Instructions
2305175804,NFL $3.75M Fantasy Football Millionaire [$1M to 1st + ToC Entry],94689362,$20,Matthew Stafford (15642189) (LOCKED),Ezekiel Elliott (15642246) (LOCKED),Alvin Kamara (15642244) (LOCKED),Kenny Golladay (15642468) (LOCKED),Marvin Jones Jr. (15642538) (LOCKED),Calvin Ridley (15642456) (LOCKED),Harrison Bryant (15642888) (LOCKED),Jamaal Williams (15642378) (LOCKED),Broncos (15642949),,1. Column A lists all of your contest entries for this draftgroup
2305184641,NFL $3.75M Fantasy Football Millionaire [$1M to 1st + ToC Entry],94689362,$20,Ryan Tannehill (15642192) (LOCKED),Todd Gurley II (15642270) (LOCKED),Alvin Kamara (15642244) (LOCKED),A.J. Brown (15642476) (LOCKED),Chase Claypool (15642488) (LOCKED),Terry McLaurin (15642486) (LOCKED),Jonnu Smith (15642760) (LOCKED),Jamaal Williams (15642378) (LOCKED),49ers (15642945),,2. Your current lineup is listed next to each entry (blank for reservations)
2305185132,NFL $3.75M Fantasy Football Millionaire [$1M to 1st + ToC Entry],94689362,$20,Ryan Tannehill (15642192) (LOCKED),Ezekiel Elliott (15642246) (LOCKED),Alvin Kamara (15642244) (LOCKED),A.J. Brown (15642476) (LOCKED),Corey Davis (15642516) (LOCKED),Mike Williams (15642520),Eric Ebron (15642774) (LOCKED),Jamaal Williams (15642378) (LOCKED),Chiefs (15642941),,3. You can change the lineup for an entry by entering the IDs of the players in the row next to that entry
2305185234,NFL $3.75M Fantasy Football Millionaire [$1M to 1st + ToC Entry],94689362,$20,Matthew Stafford (15642189) (LOCKED),Derrick Henry (15642248) (LOCKED),Jamaal Williams (15642378) (LOCKED),Kenny Golladay (15642468) (LOCKED),Julio Jones (15642460) (LOCKED),Terry McLaurin (15642486) (LOCKED),T.J. Hockenson (15642756) (LOCKED),Kenyan Drake (15642298),Jaguars (15642954),,4. Use data from the Name+ID column or the ID column; you cannot use just the player's name
2305185235,NFL $3.75M Fantasy Football Millionaire [$1M to 1st + ToC Entry],94689362,$20,Matthew Stafford (15642189) (LOCKED),Derrick Henry (15642248) (LOCKED),Alvin Kamara (15642244) (LOCKED),Danny Amendola (15642578) (LOCKED),Kenny Golladay (15642468) (LOCKED),Mike Williams (15642520),Hayden Hurst (15642766) (LOCKED),Jamaal Williams (15642378) (LOCKED),Bills (15642940) (LOCKED),,5. For faster processing only include entries you are changing in the file you upload
2305185236,NFL $3.75M Fantasy Football Millionaire [$1M to 1st + ToC Entry],94689362,$20,Tom Brady (15667777),Derrick Henry (15642248) (LOCKED),Alvin Kamara (15642244) (LOCKED),Chris Godwin (15667801),Terry McLaurin (15642486) (LOCKED),Henry Ruggs III (15667805),Rob Gronkowski (15667835),Jamaal Williams (15642378) (LOCKED),Cardinals (15642958),,
2305185237,NFL $3.75M Fantasy Football Millionaire [$1M to 1st + ToC Entry],94689362,$20,Matthew Stafford (15642189) (LOCKED),Ezekiel Elliott (15642246) (LOCKED),Alvin Kamara (15642244) (LOCKED),Danny Amendola (15642578) (LOCKED),Diontae Johnson (15642546) (LOCKED),Julio Jones (15642460) (LOCKED),T.J. Hockenson (15642756) (LOCKED),Jamaal Williams (15642378) (LOCKED),Patriots (15642942),,Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
2305161006,NFL $125K mini-MAX [150 Entry Max],94751859,$0.50,Deshaun Watson (15642186) (LOCKED),Derrick Henry (15642248) (LOCKED),Alvin Kamara (15642244) (LOCKED),Davante Adams (15642452) (LOCKED),Randall Cobb (15642544) (LOCKED),Brandin Cooks (15642500) (LOCKED),Harrison Bryant (15642888) (LOCKED),Justin Jackson (15642296),Cowboys (15642948) (LOCKED),,RB,Royce Freeman (15642354),Royce Freeman,15642354,RB/FLEX,4000,KC@DEN 10/25/2020 04:25PM ET,DEN,3.38
2305161007,NFL $125K mini-MAX [150 Entry Max],94751859,$0.50,Justin Herbert (15642190),Mike Davis (15642256) (LOCKED),Alvin Kamara (15642244) (LOCKED),Terry McLaurin (15642486) (LOCKED),Laviska Shenault Jr. (15642534),Mike Williams (15642520),Hunter Henry (15642764),David Johnson (15642284) (LOCKED),Chiefs (15642941),,RB,Jeremy Cox (15642356),Jeremy Cox,15642356,RB/FLEX,4000,KC@DEN 10/25/2020 04:25PM ET,DEN,0
2305161008,NFL $125K mini-MAX [150 Entry Max],94751859,$0.50,Andy Dalton (15642194) (LOCKED),Kareem Hunt (15642252) (LOCKED),Jamaal Williams (15642378) (LOCKED),A.J. Brown (15642476) (LOCKED),Amari Cooper (15642464) (LOCKED),Terry McLaurin (15642486) (LOCKED),Dalton Schultz (15642776) (LOCKED),Chris Carson (15642260),Patriots (15642942),,RB,LeVante Bellamy (15642358),LeVante Bellamy,15642358,RB/FLEX,4000,KC@DEN 10/25/2020 04:25PM ET,DEN,0
2305161009,NFL $125K mini-MAX [150 Entry Max],94751859,$0.50,Baker Mayfield (15642197) (LOCKED),Derrick Henry (15642248) (LOCKED),Alvin Kamara (15642244) (LOCKED),Odell Beckham Jr. (15642480) (LOCKED),A.J. Green (15642542) (LOCKED),Terry McLaurin (15642486) (LOCKED),David Njoku (15642790) (LOCKED),Todd Gurley II (15642270) (LOCKED),Buccaneers (15667853),,QB,Ryan Griffin (15667782),Ryan Griffin,15667782,QB,4000,TB@LV 10/25/2020 04:05PM ET,TB,0
2305161010,NFL $125K mini-MAX [150 Entry Max],94751859,$0.50,Deshaun Watson (15642186) (LOCKED),Mike Davis (15642256) (LOCKED),Alvin Kamara (15642244) (LOCKED),Randall Cobb (15642544) (LOCKED),Will Fuller V (15642466) (LOCKED),Terry McLaurin (15642486) (LOCKED),Robert Tonyan (15642762) (LOCKED),Kenyan Drake (15642298),Falcons (15642957) (LOCKED),,RB,LeSean McCoy (15667789),LeSean McCoy,15667789,RB/FLEX,4000,TB@LV 10/25/2020 04:05PM ET,TB,3.2
2305161011,NFL $125K mini-MAX [150 Entry Max],94751859,$0.50,Ryan Tannehill (15642192) (LOCKED),Kareem Hunt (15642252) (LOCKED),Alvin Kamara (15642244) (LOCKED),A.J. Brown (15642476) (LOCKED),Corey Davis (15642516) (LOCKED),Diontae Johnson (15642546) (LOCKED),Travis Kelce (15642754),Kenyan Drake (15642298),Jaguars (15642954),,RB,Ke'Shawn Vaughn (15667791),Ke'Shawn Vaughn,15667791,RB/FLEX,4000,TB@LV 10/25/2020 04:05PM ET,TB,4.08
2305161012,NFL $125K mini-MAX [150 Entry Max],94751859,$0.50,Tom Brady (15667777),Ezekiel Elliott (15642246) (LOCKED),Alvin Kamara (15642244) (LOCKED),Chris Godwin (15667801),Breshad Perriman (15642566) (LOCKED),Hunter Renfrow (15667807),Rob Gronkowski (15667835),Giovani Bernard (15642308) (LOCKED),Chiefs (15642941),,RB,T.J. Logan (15667793),T.J. Logan,15667793,RB/FLEX,4000,TB@LV 10/25/2020 04:05PM ET,TB,0
2305161013,NFL $125K mini-MAX [150 Entry Max],94751859,$0.50,Baker Mayfield (15642197) (LOCKED),Mike Davis (15642256) (LOCKED),Alvin Kamara (15642244) (LOCKED),Odell Beckham Jr. (15642480) (LOCKED),Tee Higgins (15642498) (LOCKED),Terry McLaurin (15642486) (LOCKED),Harrison Bryant (15642888) (LOCKED),James Conner (15642254) (LOCKED),Chargers (15642944),,RB,Jalen Richard (15667795),Jalen Richard,15667795,RB/FLEX,4000,TB@LV 10/25/2020 04:05PM ET,LV,5.38
2305161014,NFL $125K mini-MAX [150 Entry Max],94751859,$0.50,Tom Brady (15667777),David Johnson (15642284) (LOCKED),Alvin Kamara (15642244) (LOCKED),Mike Evans (15667803),Terry McLaurin (15642486) (LOCKED),Hunter Renfrow (15667807),Rob Gronkowski (15667835),Chris Carson (15642260),Browns (15642950) (LOCKED),,RB,Devontae Booker (15667797),Devontae Booker,15667797,RB/FLEX,4000,TB@LV 10/25/2020 04:05PM ET,LV,5.12
2305161015,NFL $125K mini-MAX [150 Entry Max],94751859,$0.50,Gardner Minshew II (15642195),Derrick Henry (15642248) (LOCKED),Alvin Kamara (15642244) (LOCKED),DJ Chark Jr. (15642494),Terry McLaurin (15642486) (LOCKED),Mike Williams (15642520),James O'Shaughnessy (15642816),Chris Carson (15642260),Buccaneers (15667853),,RB,Alec Ingold (15667799),Alec Ingold,15667799,RB/FLEX,4000,TB@LV 10/25/2020 04:05PM ET,LV,3.98
2305161016,NFL $125K mini-MAX [150 Entry Max],94751859,$0.50,Matthew Stafford (15642189) (LOCKED),Derrick Henry (15642248) (LOCKED),Alvin Kamara (15642244) (LOCKED),Gabriel Davis (15642568) (LOCKED),Russell Gage (15642540) (LOCKED),Marvin Jones Jr. (15642538) (LOCKED),T.J. Hockenson (15642756) (LOCKED),Chris Carson (15642260),Chiefs (15642941),,QB,Jake Luton (15642232),Jake Luton,15642232,QB,4000,JAX@LAC 10/25/2020 04:25PM ET,JAX,0
2305161017,NFL $125K mini-MAX [150 Entry Max],94751859,$0.50,Deshaun Watson (15642186) (LOCKED),Ezekiel Elliott (15642246) (LOCKED),Alvin Kamara (15642244) (LOCKED),Randall Cobb (15642544) (LOCKED),Brandin Cooks (15642500) (LOCKED),Diontae Johnson (15642546) (LOCKED),Robert Tonyan (15642762) (LOCKED),Chris Carson (15642260),Browns (15642950) (LOCKED),,QB,Easton Stick (15642233),Easton Stick,15642233,QB,4000,JAX@LAC 10/25/2020 04:25PM ET,LAC,0
2305161018,NFL $125K mini-MAX [150 Entry Max],94751859,$0.50,Deshaun Watson (15642186) (LOCKED),Ezekiel Elliott (15642246) (LOCKED),Alvin Kamara (15642244) (LOCKED),Will Fuller V (15642466) (LOCKED),Diontae Johnson (15642546) (LOCKED),Marquez Valdes-Scantling (15642552) (LOCKED),Darren Fells (15642770) (LOCKED),Justin Jackson (15642296),Chargers (15642944),,RB,Chris Thompson (15642334),Chris Thompson,15642334,RB/FLEX,4000,JAX@LAC 10/25/2020 04:25PM ET,JAX,5.8
2305161019,NFL $125K mini-MAX [150 Entry Max],94751859,$0.50,Tom Brady (15667777),Derrick Henry (15642248) (LOCKED),Alvin Kamara (15642244) (LOCKED),Nelson Agholor (15667809),Mike Evans (15667803),Chris Godwin (15667801),Hunter Henry (15642764),Giovani Bernard (15642308) (LOCKED),Lions (15642959) (LOCKED),,RB,Dare Ogunbowale (15642336),Dare Ogunbowale,15642336,RB/FLEX,4000,JAX@LAC 10/25/2020 04:25PM ET,JAX,0
2305161020,NFL $125K mini-MAX [150 Entry Max],94751859,$0.50,Matt Ryan (15642187) (LOCKED),David Johnson (15642284) (LOCKED),Alvin Kamara (15642244) (LOCKED),Russell Gage (15642540) (LOCKED),Kenny Golladay (15642468) (LOCKED),Calvin Ridley (15642456) (LOCKED),Harrison Bryant (15642888) (LOCKED),Chris Carson (15642260),Seahawks (15642953),,RB,Devine Ozigbo (15642338),Devine Ozigbo,15642338,RB/FLEX,4000,JAX@LAC 10/25/2020 04:25PM ET,JAX,0
2305161021,NFL $125K mini-MAX [150 Entry Max],94751859,$0.50,Ryan Tannehill (15642192) (LOCKED),Ezekiel Elliott (15642246) (LOCKED),Alvin Kamara (15642244) (LOCKED),A.J. Brown (15642476) (LOCKED),Adam Humphries (15642526) (LOCKED),James Washington (15642550) (LOCKED),Hunter Henry (15642764),Giovani Bernard (15642308) (LOCKED),Patriots (15642942),,RB,Ryquell Armstead (15642340),Ryquell Armstead,15642340,RB/FLEX,4000,JAX@LAC 10/25/2020 04:25PM ET,JAX,0
2305161022,NFL $125K mini-MAX [150 Entry Max],94751859,$0.50,Matt Ryan (15642187) (LOCKED),Mike Davis (15642256) (LOCKED),Alvin Kamara (15642244) (LOCKED),Marvin Jones Jr. (15642538) (LOCKED),Breshad Perriman (15642566) (LOCKED),Calvin Ridley (15642456) (LOCKED),Hayden Hurst (15642766) (LOCKED),Chris Carson (15642260),Titans (15642955) (LOCKED),,RB,Bruce Miller (15642342),Bruce Miller,15642342,RB/FLEX,4000,JAX@LAC 10/25/2020 04:25PM ET,JAX,0.24
2305161023,NFL $125K mini-MAX [150 Entry Max],94751859,$0.50,Matthew Stafford (15642189) (LOCKED),Ezekiel Elliott (15642246) (LOCKED),Alvin Kamara (15642244) (LOCKED),Danny Amendola (15642578) (LOCKED),A.J. Brown (15642476) (LOCKED),Marvin Jones Jr. (15642538) (LOCKED),Hayden Hurst (15642766) (LOCKED),Mike Davis (15642256) (LOCKED),Browns (15642950) (LOCKED),,RB,Gabe Nabers (15642344),Gabe Nabers,15642344,RB/FLEX,4000,JAX@LAC 10/25/2020 04:25PM ET,LAC,0.38
2305161024,NFL $125K mini-MAX [150 Entry Max],94751859,$0.50,Ryan Tannehill (15642192) (LOCKED),Mike Davis (15642256) (LOCKED),Alvin Kamara (15642244) (LOCKED),Corey Davis (15642516) (LOCKED),Adam Humphries (15642526) (LOCKED),Terry McLaurin (15642486) (LOCKED),Eric Ebron (15642774) (LOCKED),Chris Carson (15642260),49ers (15642945),,QB,Josh Dobbs (15642231) (LOCKED),Josh Dobbs,15642231,QB,4000,In Progress,PIT,0
2305161025,NFL $125K mini-MAX [150 Entry Max],94751859,$0.50,Deshaun Watson (15642186) (LOCKED),Todd Gurley II (15642270) (LOCKED),Derrick Henry (15642248) (LOCKED),Brandin Cooks (15642500) (LOCKED),Will Fuller V (15642466) (LOCKED),Terry McLaurin (15642486) (LOCKED),Robert Tonyan (15642762) (LOCKED),Giovani Bernard (15642308) (LOCKED),Bengals (15642952) (LOCKED),,RB,Benny Snell Jr. (15642320) (LOCKED),Benny Snell Jr.,15642320,RB/FLEX,4000,In Progress,PIT,5.3
2305161026,NFL $125K mini-MAX [150 Entry Max],94751859,$0.50,Baker Mayfield (15642197) (LOCKED),Ezekiel Elliott (15642246) (LOCKED),Alvin Kamara (15642244) (LOCKED),Tee Higgins (15642498) (LOCKED),Jarvis Landry (15642524) (LOCKED),Mike Williams (15642520),David Njoku (15642790) (LOCKED),Chris Carson (15642260),Bills (15642940) (LOCKED),,RB,Anthony McFarland Jr. (15642322) (LOCKED),Anthony McFarland Jr.,15642322,RB/FLEX,4000,In Progress,PIT,2.77
2305161027,NFL $125K mini-MAX [150 Entry Max],94751859,$0.50,Justin Herbert (15642190),Ezekiel Elliott (15642246) (LOCKED),Alvin Kamara (15642244) (LOCKED),Keenan Allen (15642478),Keelan Cole (15642518),Mike Williams (15642520),Harrison Bryant (15642888) (LOCKED),Chris Carson (15642260),49ers (15642945),,RB,Jaylen Samuels (15642324) (LOCKED),Jaylen Samuels,15642324,RB/FLEX,4000,In Progress,PIT,0.93
2305161028,NFL $125K mini-MAX [150 Entry Max],94751859,$0.50,Tom Brady (15667777),Kareem Hunt (15642252) (LOCKED),Alvin Kamara (15642244) (LOCKED),Nelson Agholor (15667809),Terry McLaurin (15642486) (LOCKED),Scotty Miller (15667811),Rob Gronkowski (15667835),Todd Gurley II (15642270) (LOCKED),Bills (15642940) (LOCKED),,RB,Derek Watt (15642326) (LOCKED),Derek Watt,15642326,RB/FLEX,4000,In Progress,PIT,0
2305161029,NFL $125K mini-MAX [150 Entry Max],94751859,$0.50,Ryan Tannehill (15642192) (LOCKED),Todd Gurley II (15642270) (LOCKED),Alvin Kamara (15642244) (LOCKED),Corey Davis (15642516) (LOCKED),Chris Godwin (15667801),Diontae Johnson (15642546) (LOCKED),Jonnu Smith (15642760) (LOCKED),Chris Carson (15642260),Chargers (15642944),,RB,Jeremy McNichols (15642328) (LOCKED),Jeremy McNichols,15642328,RB/FLEX,4000,In Progress,TEN,2.9
2305161030,NFL $125K mini-MAX [150 Entry Max],94751859,$0.50,Derek Carr (15667778),Ezekiel Elliott (15642246) (LOCKED),Alvin Kamara (15642244) (LOCKED),Mike Evans (15667803),Diontae Johnson (15642546) (LOCKED),Henry Ruggs III (15667805),Darren Waller (15667833),Giovani Bernard (15642308) (LOCKED),Cowboys (15642948) (LOCKED),,RB,Darrynton Evans (15642330) (LOCKED),Darrynton Evans,15642330,RB/FLEX,4000,In Progress,TEN,1.05
2305161031,NFL $125K mini-MAX [150 Entry Max],94751859,$0.50,Andy Dalton (15642194) (LOCKED),Kareem Hunt (15642252) (LOCKED),Alvin Kamara (15642244) (LOCKED),Michael Gallup (15642530) (LOCKED),Terry McLaurin (15642486) (LOCKED),Mike Williams (15642520),Dalton Schultz (15642776) (LOCKED),Todd Gurley II (15642270) (LOCKED),Chiefs (15642941),,RB,Senorise Perry (15642332) (LOCKED),Senorise Perry,15642332,RB/FLEX,4000,In Progress,TEN,0.45
2305161032,NFL $125K mini-MAX [150 Entry Max],94751859,$0.50,Deshaun Watson (15642186) (LOCKED),Todd Gurley II (15642270) (LOCKED),Alvin Kamara (15642244) (LOCKED),Davante Adams (15642452) (LOCKED),Brandin Cooks (15642500) (LOCKED),Mike Williams (15642520),Darren Fells (15642770) (LOCKED),Kenyan Drake (15642298),Titans (15642955) (LOCKED),,TE,Eric Ebron (15642774) (LOCKED),Eric Ebron,15642774,TE/FLEX,4000,In Progress,PIT,7.5
2305161033,NFL $125K mini-MAX [150 Entry Max],94751859,$0.50,Deshaun Watson (15642186) (LOCKED),Giovani Bernard (15642308) (LOCKED),Derrick Henry (15642248) (LOCKED),Davante Adams (15642452) (LOCKED),Randall Cobb (15642544) (LOCKED),Terry McLaurin (15642486) (LOCKED),Darren Fells (15642770) (LOCKED),Chris Carson (15642260),Seahawks (15642953),,WR,N'Keal Harry (15642560),N'Keal Harry,15642560,WR/FLEX,3900,SF@NE 10/25/2020 04:25PM ET,NE,7.96
2305161034,NFL $125K mini-MAX [150 Entry Max],94751859,$0.50,Baker Mayfield (15642197) (LOCKED),Mike Davis (15642256) (LOCKED),Alvin Kamara (15642244) (LOCKED),Odell Beckham Jr. (15642480) (LOCKED),A.J. Green (15642542) (LOCKED),Jarvis Landry (15642524) (LOCKED),Hunter Henry (15642764),Chris Carson (15642260),Patriots (15642942),,DST,Patriots  (15642942),Patriots ,15642942,DST,3900,SF@NE 10/25/2020 04:25PM ET,NE,8.6
2305161035,NFL $125K mini-MAX [150 Entry Max],94751859,$0.50,Matthew Stafford (15642189) (LOCKED),Ezekiel Elliott (15642246) (LOCKED),Derrick Henry (15642248) (LOCKED),Danny Amendola (15642578) (LOCKED),Julio Jones (15642460) (LOCKED),Marvin Jones Jr. (15642538) (LOCKED),Hunter Henry (15642764),Giovani Bernard (15642308) (LOCKED),Chiefs (15642941),,WR,Curtis Samuel (15642558) (LOCKED),Curtis Samuel,15642558,WR/FLEX,3900,In Progress,CAR,8.72
2305161036,NFL $125K mini-MAX [150 Entry Max],94751859,$0.50,Josh Allen (15642182) (LOCKED),Ezekiel Elliott (15642246) (LOCKED),Alvin Kamara (15642244) (LOCKED),Gabriel Davis (15642568) (LOCKED),Stefon Diggs (15642462) (LOCKED),Breshad Perriman (15642566) (LOCKED),Harrison Bryant (15642888) (LOCKED),Chris Carson (15642260),Chargers (15642944),,TE,Dalton Schultz (15642776) (LOCKED),Dalton Schultz,15642776,TE/FLEX,3900,In Progress,DAL,10
2305161037,NFL $125K mini-MAX [150 Entry Max],94751859,$0.50,Derek Carr (15667778),Mike Davis (15642256) (LOCKED),Alvin Kamara (15642244) (LOCKED),Nelson Agholor (15667809),Chris Godwin (15667801),Terry McLaurin (15642486) (LOCKED),Darren Waller (15667833),Kenyan Drake (15642298),Packers (15642947) (LOCKED),,WR,Andy Isabella (15642562),Andy Isabella,15642562,WR/FLEX,3900,SEA@ARI 10/25/2020 08:20PM ET,ARI,6.02
2305161038,NFL $125K mini-MAX [150 Entry Max],94751859,$0.50,Deshaun Watson (15642186) (LOCKED),Giovani Bernard (15642308) (LOCKED),Ezekiel Elliott (15642246) (LOCKED),Davante Adams (15642452) (LOCKED),Brandin Cooks (15642500) (LOCKED),Will Fuller V (15642466) (LOCKED),Harrison Bryant (15642888) (LOCKED),Kenyan Drake (15642298),Buccaneers (15667853),,WR,Nelson Agholor (15667809),Nelson Agholor,15667809,WR/FLEX,3900,TB@LV 10/25/2020 04:05PM ET,LV,9.3
2305161039,NFL $125K mini-MAX [150 Entry Max],94751859,$0.50,Matt Ryan (15642187) (LOCKED),Giovani Bernard (15642308) (LOCKED),Mike Davis (15642256) (LOCKED),Russell Gage (15642540) (LOCKED),Julio Jones (15642460) (LOCKED),Terry McLaurin (15642486) (LOCKED),T.J. Hockenson (15642756) (LOCKED),Chris Carson (15642260),Steelers (15642943) (LOCKED),,WR,Damiere Byrd (15642564),Damiere Byrd,15642564,WR/FLEX,3800,SF@NE 10/25/2020 04:25PM ET,NE,7.74
2305161040,NFL $125K mini-MAX [150 Entry Max],94751859,$0.50,Deshaun Watson (15642186) (LOCKED),Mike Davis (15642256) (LOCKED),Todd Gurley II (15642270) (LOCKED),Davante Adams (15642452) (LOCKED),Will Fuller V (15642466) (LOCKED),Diontae Johnson (15642546) (LOCKED),Darren Fells (15642770) (LOCKED),Giovani Bernard (15642308) (LOCKED),Cowboys (15642948) (LOCKED),,WR,Breshad Perriman (15642566) (LOCKED),Breshad Perriman,15642566,WR/FLEX,3700,In Progress,NYJ,6.03
2305161041,NFL $125K mini-MAX [150 Entry Max],94751859,$0.50,Matthew Stafford (15642189) (LOCKED),Mike Davis (15642256) (LOCKED),Kareem Hunt (15642252) (LOCKED),Danny Amendola (15642578) (LOCKED),Kenny Golladay (15642468) (LOCKED),Terry McLaurin (15642486) (LOCKED),Hayden Hurst (15642766) (LOCKED),James Robinson (15642264),Buccaneers (15667853),,WR,Scotty Miller (15667811),Scotty Miller,15667811,WR/FLEX,3700,TB@LV 10/25/2020 04:05PM ET,TB,9.66
2305161042,NFL $125K mini-MAX [150 Entry Max],94751859,$0.50,Matthew Stafford (15642189) (LOCKED),Giovani Bernard (15642308) (LOCKED),Mike Davis (15642256) (LOCKED),Kenny Golladay (15642468) (LOCKED),Diontae Johnson (15642546) (LOCKED),Terry McLaurin (15642486) (LOCKED),T.J. Hockenson (15642756) (LOCKED),Todd Gurley II (15642270) (LOCKED),Bills (15642940) (LOCKED),,DST,Buccaneers  (15667853),Buccaneers ,15667853,DST,3700,TB@LV 10/25/2020 04:05PM ET,TB,10.5
2305161043,NFL $125K mini-MAX [150 Entry Max],94751859,$0.50,Deshaun Watson (15642186) (LOCKED),Mike Davis (15642256) (LOCKED),Derrick Henry (15642248) (LOCKED),Randall Cobb (15642544) (LOCKED),Will Fuller V (15642466) (LOCKED),Marquez Valdes-Scantling (15642552) (LOCKED),Hunter Henry (15642764),Giovani Bernard (15642308) (LOCKED),Bills (15642940) (LOCKED),,WR,Gabriel Davis (15642568) (LOCKED),Gabriel Davis,15642568,WR/FLEX,3600,In Progress,BUF,7.57
2305161044,NFL $125K mini-MAX [150 Entry Max],94751859,$0.50,Ryan Tannehill (15642192) (LOCKED),Giovani Bernard (15642308) (LOCKED),Mike Davis (15642256) (LOCKED),Chase Claypool (15642488) (LOCKED),Terry McLaurin (15642486) (LOCKED),Mike Williams (15642520),Jonnu Smith (15642760) (LOCKED),Derrick Henry (15642248) (LOCKED),Chiefs (15642941),,WR,Dontrelle Inman (15642570) (LOCKED),Dontrelle Inman,15642570,WR/FLEX,3600,In Progress,WAS,7.3
2305161045,NFL $125K mini-MAX [150 Entry Max],94751859,$0.50,Matt Ryan (15642187) (LOCKED),Ezekiel Elliott (15642246) (LOCKED),Derrick Henry (15642248) (LOCKED),Russell Gage (15642540) (LOCKED),Julio Jones (15642460) (LOCKED),Marvin Jones Jr. (15642538) (LOCKED),Harrison Bryant (15642888) (LOCKED),Mike Davis (15642256) (LOCKED),Cowboys (15642948) (LOCKED),,TE,Greg Olsen (15642778),Greg Olsen,15642778,TE/FLEX,3600,SEA@ARI 10/25/2020 08:20PM ET,SEA,7
2305161046,NFL $125K mini-MAX [150 Entry Max],94751859,$0.50,Derek Carr (15667778),Derrick Henry (15642248) (LOCKED),Kareem Hunt (15642252) (LOCKED),Terry McLaurin (15642486) (LOCKED),Scotty Miller (15667811),Henry Ruggs III (15667805),Darren Waller (15667833),Chris Carson (15642260),Chargers (15642944),,WR,KJ Hamler (15642572),KJ Hamler,15642572,WR/FLEX,3600,KC@DEN 10/25/2020 04:25PM ET,DEN,4.83
2305161047,NFL $125K mini-MAX [150 Entry Max],94751859,$0.50,Matt Ryan (15642187) (LOCKED),James Conner (15642254) (LOCKED),Mike Davis (15642256) (LOCKED),Danny Amendola (15642578) (LOCKED),Terry McLaurin (15642486) (LOCKED),Calvin Ridley (15642456) (LOCKED),Hayden Hurst (15642766) (LOCKED),Giovani Bernard (15642308) (LOCKED),Bills (15642940) (LOCKED),,TE,Logan Thomas (15642780) (LOCKED),Logan Thomas,15642780,TE/FLEX,3500,In Progress,WAS,7.3
2305161048,NFL $125K mini-MAX [150 Entry Max],94751859,$0.50,Justin Herbert (15642190),Derrick Henry (15642248) (LOCKED),Kareem Hunt (15642252) (LOCKED),DJ Chark Jr. (15642494),Terry McLaurin (15642486) (LOCKED),Mike Williams (15642520),Hunter Henry (15642764),Todd Gurley II (15642270) (LOCKED),Seahawks (15642953),,WR,Tyler Johnson (15667813),Tyler Johnson,15667813,WR/FLEX,3500,TB@LV 10/25/2020 04:05PM ET,TB,4.45
2305161049,NFL $125K mini-MAX [150 Entry Max],94751859,$0.50,Ryan Tannehill (15642192) (LOCKED),Todd Gurley II (15642270) (LOCKED),Kareem Hunt (15642252) (LOCKED),Adam Humphries (15642526) (LOCKED),Terry McLaurin (15642486) (LOCKED),JuJu Smith-Schuster (15642492) (LOCKED),Jonnu Smith (15642760) (LOCKED),Chris Carson (15642260),Patriots (15642942),,DST,Steelers  (15642943) (LOCKED),Steelers ,15642943,DST,3500,In Progress,PIT,10.8
2305161050,NFL $125K mini-MAX [150 Entry Max],94751859,$0.50,Deshaun Watson (15642186) (LOCKED),James Conner (15642254) (LOCKED),Mike Davis (15642256) (LOCKED),Davante Adams (15642452) (LOCKED),Randall Cobb (15642544) (LOCKED),Will Fuller V (15642466) (LOCKED),Harrison Bryant (15642888) (LOCKED),Chris Carson (15642260),Jets (15642961) (LOCKED),,WR,Kendrick Bourne (15642576),Kendrick Bourne,15642576,WR/FLEX,3400,SF@NE 10/25/2020 04:25PM ET,SF,8.35
2305161051,NFL $125K mini-MAX [150 Entry Max],94751859,$0.50,Deshaun Watson (15642186) (LOCKED),Derrick Henry (15642248) (LOCKED),Kareem Hunt (15642252) (LOCKED),Randall Cobb (15642544) (LOCKED),Brandin Cooks (15642500) (LOCKED),Marquez Valdes-Scantling (15642552) (LOCKED),Travis Kelce (15642754),Chris Carson (15642260),WAS Football Team (15642951) (LOCKED),,WR,Demarcus Robinson (15642574),Demarcus Robinson,15642574,WR/FLEX,3400,KC@DEN 10/25/2020 04:25PM ET,KC,4.98
2305161052,NFL $125K mini-MAX [150 Entry Max],94751859,$0.50,Baker Mayfield (15642197) (LOCKED),Ezekiel Elliott (15642246) (LOCKED),Derrick Henry (15642248) (LOCKED),Keenan Allen (15642478),Tee Higgins (15642498) (LOCKED),Jarvis Landry (15642524) (LOCKED),Harrison Bryant (15642888) (LOCKED),Mike Davis (15642256) (LOCKED),Patriots (15642942),,DST,Chargers  (15642944),Chargers ,15642944,DST,3400,JAX@LAC 10/25/2020 04:25PM ET,LAC,5
2305161053,NFL $125K mini-MAX [150 Entry Max],94751859,$0.50,Drew Lock (15642201),Giovani Bernard (15642308) (LOCKED),Derrick Henry (15642248) (LOCKED),Jerry Jeudy (15642506),Terry McLaurin (15642486) (LOCKED),Tim Patrick (15642528),Travis Kelce (15642754),Chris Carson (15642260),Bills (15642940) (LOCKED),,DST,49ers  (15642945),49ers ,15642945,DST,3300,SF@NE 10/25/2020 04:25PM ET,SF,5
