Entry ID,Contest Name,Contest ID,Entry Fee,QB,RB,RB,WR,WR,WR,TE,FLEX,DST,,Instructions
2350466435,Jose Cuervo Touchdowns + Tequila,94998486,$0,Justin Herbert (15751354),Chris Carson (15751428),Antonio Gibson (15751442),Brandin Cooks (15751686),Tee Higgins (15751690),Mike Williams (15751694),Jordan Reed (15751976),Davante Adams (15751638),Lions (15752142),,1. Column A lists all of your contest entries for this draftgroup
2345370430,NFL $3.5M Fantasy Football Millionaire [$1M to 1st + ToC Entry],96150436,$20,Kyler Murray (15751349),James Conner (15751414),Ronald Jones II (15751450),Chris Godwin (15751672),A.J. Green (15751728),Jarvis Landry (15751676),Harrison Bryant (15751990),Josh Jacobs (15751422),Packers (15752131),,2. Your current lineup is listed next to each entry (blank for reservations)
2350447220,NFL $3.5M Fantasy Football Millionaire [$1M to 1st + ToC Entry],96150436,$20,Justin Herbert (15751354),Chris Carson (15751428),Antonio Gibson (15751442),Brandin Cooks (15751686),Tee Higgins (15751690),Mike Williams (15751694),Jordan Reed (15751976),Davante Adams (15751638),Lions (15752142),,3. You can change the lineup for an entry by entering the IDs of the players in the row next to that entry
2350447221,NFL $3.5M Fantasy Football Millionaire [$1M to 1st + ToC Entry],96150436,$20,Justin Herbert (15751354),Chris Carson (15751428),Antonio Gibson (15751442),Brandin Cooks (15751686),Tee Higgins (15751690),Mike Williams (15751694),Jordan Reed (15751976),Davante Adams (15751638),Lions (15752142),,4. Use data from the Name+ID column or the ID column; you cannot use just the player's name
2350447222,NFL $3.5M Fantasy Football Millionaire [$1M to 1st + ToC Entry],96150436,$20,Justin Herbert (15751354),Chris Carson (15751428),Antonio Gibson (15751442),Brandin Cooks (15751686),Tee Higgins (15751690),Mike Williams (15751694),Jordan Reed (15751976),Davante Adams (15751638),Lions (15752142),,5. For faster processing only include entries you are changing in the file you upload
2350447223,NFL $3.5M Fantasy Football Millionaire [$1M to 1st + ToC Entry],96150436,$20,Justin Herbert (15751354),Chris Carson (15751428),Antonio Gibson (15751442),Brandin Cooks (15751686),Tee Higgins (15751690),Mike Williams (15751694),Jordan Reed (15751976),Davante Adams (15751638),Lions (15752142),,
2350447224,NFL $3.5M Fantasy Football Millionaire [$1M to 1st + ToC Entry],96150436,$20,Justin Herbert (15751354),Chris Carson (15751428),Antonio Gibson (15751442),Brandin Cooks (15751686),Tee Higgins (15751690),Mike Williams (15751694),Jordan Reed (15751976),Davante Adams (15751638),Lions (15752142),,Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
2350466581,NFL $150K mini-MAX [150 Entry Max],96185276,$0.50,Justin Herbert (15751354),Chris Carson (15751428),Antonio Gibson (15751442),Brandin Cooks (15751686),Tee Higgins (15751690),Mike Williams (15751694),Jordan Reed (15751976),Davante Adams (15751638),Lions (15752142),,WR,Tyrie Cleveland (15751920),Tyrie Cleveland,15751920,WR/FLEX,3000,DEN@LV 11/15/2020 04:05PM ET,DEN,0.34
2350466582,NFL $150K mini-MAX [150 Entry Max],96185276,$0.50,Justin Herbert (15751354),Chris Carson (15751428),Antonio Gibson (15751442),Brandin Cooks (15751686),Tee Higgins (15751690),Mike Williams (15751694),Jordan Reed (15751976),Davante Adams (15751638),Lions (15752142),,WR,Courtland Sutton (15751922),Courtland Sutton,15751922,WR/FLEX,3000,DEN@LV 11/15/2020 04:05PM ET,DEN,9.6
2350466583,NFL $150K mini-MAX [150 Entry Max],96185276,$0.50,Justin Herbert (15751354),Chris Carson (15751428),Antonio Gibson (15751442),Brandin Cooks (15751686),Tee Higgins (15751690),Mike Williams (15751694),Jordan Reed (15751976),Davante Adams (15751638),Lions (15752142),,WR,Deonte Harris (15751788),Deonte Harris,15751788,WR/FLEX,3000,SF@NO 11/15/2020 04:25PM ET,NO,5.69
2350466584,NFL $150K mini-MAX [150 Entry Max],96185276,$0.50,Justin Herbert (15751354),Chris Carson (15751428),Antonio Gibson (15751442),Brandin Cooks (15751686),Tee Higgins (15751690),Mike Williams (15751694),Jordan Reed (15751976),Davante Adams (15751638),Lions (15752142),,WR,Marquez Callaway (15751792),Marquez Callaway,15751792,WR/FLEX,3000,SF@NO 11/15/2020 04:25PM ET,NO,7.15
2350466585,NFL $150K mini-MAX [150 Entry Max],96185276,$0.50,Justin Herbert (15751354),Chris Carson (15751428),Antonio Gibson (15751442),Brandin Cooks (15751686),Tee Higgins (15751690),Mike Williams (15751694),Jordan Reed (15751976),Davante Adams (15751638),Lions (15752142),,WR,Trent Taylor (15751904),Trent Taylor,15751904,WR/FLEX,3000,SF@NO 11/15/2020 04:25PM ET,SF,2.07
,,,,,,,,,,,,,,WR,Jalen Hurd (15751906),Jalen Hurd,15751906,WR/FLEX,3000,SF@NO 11/15/2020 04:25PM ET,SF,0
,,,,,,,,,,,,,,WR,Chris Thompson (15751908),Chris Thompson,15751908,WR/FLEX,3000,SF@NO 11/15/2020 04:25PM ET,SF,0
,,,,,,,,,,,,,,WR,Bennie Fowler III (15751910),Bennie Fowler III,15751910,WR/FLEX,3000,SF@NO 11/15/2020 04:25PM ET,NO,1.55
,,,,,,,,,,,,,,DST,Saints  (15752135),Saints ,15752135,DST,3000,SF@NO 11/15/2020 04:25PM ET,NO,6.12
,,,,,,,,,,,,,,WR,Chris Conley (15751892),Chris Conley,15751892,WR/FLEX,3000,JAX@GB 11/15/2020 01:00PM ET,JAX,6.95
,,,,,,,,,,,,,,WR,Collin Johnson (15751894),Collin Johnson,15751894,WR/FLEX,3000,JAX@GB 11/15/2020 01:00PM ET,JAX,2.84
,,,,,,,,,,,,,,WR,Dede Westbrook (15751896),Dede Westbrook,15751896,WR/FLEX,3000,JAX@GB 11/15/2020 01:00PM ET,JAX,0.2
,,,,,,,,,,,,,,WR,Equanimeous St. Brown (15751898),Equanimeous St. Brown,15751898,WR/FLEX,3000,JAX@GB 11/15/2020 01:00PM ET,GB,1.1
,,,,,,,,,,,,,,WR,Malik Taylor (15751900),Malik Taylor,15751900,WR/FLEX,3000,JAX@GB 11/15/2020 01:00PM ET,GB,3.22
,,,,,,,,,,,,,,WR,Darrius Shepherd (15751902),Darrius Shepherd,15751902,WR/FLEX,3000,JAX@GB 11/15/2020 01:00PM ET,GB,1.6
,,,,,,,,,,,,,,WR,Freddie Swain (15751878),Freddie Swain,15751878,WR/FLEX,3000,SEA@LAR 11/15/2020 04:25PM ET,SEA,3.24
,,,,,,,,,,,,,,WR,Penny Hart (15751880),Penny Hart,15751880,WR/FLEX,3000,SEA@LAR 11/15/2020 04:25PM ET,SEA,0
,,,,,,,,,,,,,,WR,Phillip Dorsett II (15751882),Phillip Dorsett II,15751882,WR/FLEX,3000,SEA@LAR 11/15/2020 04:25PM ET,SEA,0
,,,,,,,,,,,,,,WR,Josh Gordon (15751884),Josh Gordon,15751884,WR/FLEX,3000,SEA@LAR 11/15/2020 04:25PM ET,SEA,0
,,,,,,,,,,,,,,WR,Van Jefferson Jr. (15751886),Van Jefferson Jr.,15751886,WR/FLEX,3000,SEA@LAR 11/15/2020 04:25PM ET,LAR,3
,,,,,,,,,,,,,,WR,Nsimba Webster (15751888),Nsimba Webster,15751888,WR/FLEX,3000,SEA@LAR 11/15/2020 04:25PM ET,LAR,0
,,,,,,,,,,,,,,WR,Trishton Jackson (15751890),Trishton Jackson,15751890,WR/FLEX,3000,SEA@LAR 11/15/2020 04:25PM ET,LAR,0
,,,,,,,,,,,,,,WR,KeeSean Johnson (15751866),KeeSean Johnson,15751866,WR/FLEX,3000,BUF@ARI 11/15/2020 04:05PM ET,ARI,2.95
,,,,,,,,,,,,,,WR,Trent Sherfield (15751868),Trent Sherfield,15751868,WR/FLEX,3000,BUF@ARI 11/15/2020 04:05PM ET,ARI,0.4
,,,,,,,,,,,,,,WR,Isaiah McKenzie (15751870),Isaiah McKenzie,15751870,WR/FLEX,3000,BUF@ARI 11/15/2020 04:05PM ET,BUF,5.16
,,,,,,,,,,,,,,WR,Andre Roberts (15751872),Andre Roberts,15751872,WR/FLEX,3000,BUF@ARI 11/15/2020 04:05PM ET,BUF,0.32
,,,,,,,,,,,,,,WR,Jake Kumerow (15751874),Jake Kumerow,15751874,WR/FLEX,3000,BUF@ARI 11/15/2020 04:05PM ET,BUF,0
,,,,,,,,,,,,,,WR,Isaiah Hodgins (15751876),Isaiah Hodgins,15751876,WR/FLEX,3000,BUF@ARI 11/15/2020 04:05PM ET,BUF,0
,,,,,,,,,,,,,,TE,Tyler Kroft (15751988),Tyler Kroft,15751988,TE/FLEX,3000,BUF@ARI 11/15/2020 04:05PM ET,BUF,5.99
,,,,,,,,,,,,,,WR,Odell Beckham Jr. (15751782),Odell Beckham Jr.,15751782,WR/FLEX,3000,HOU@CLE 11/15/2020 01:00PM ET,CLE,12.40
,,,,,,,,,,,,,,WR,KhaDarel Hodge (15751852),KhaDarel Hodge,15751852,WR/FLEX,3000,HOU@CLE 11/15/2020 01:00PM ET,CLE,2.7
,,,,,,,,,,,,,,WR,Taywan Taylor (15751854),Taywan Taylor,15751854,WR/FLEX,3000,HOU@CLE 11/15/2020 01:00PM ET,CLE,0
,,,,,,,,,,,,,,WR,JoJo Natson (15751856),JoJo Natson,15751856,WR/FLEX,3000,HOU@CLE 11/15/2020 01:00PM ET,CLE,0.1
,,,,,,,,,,,,,,WR,Kenny Stills (15751858),Kenny Stills,15751858,WR/FLEX,3000,HOU@CLE 11/15/2020 01:00PM ET,HOU,4.26
,,,,,,,,,,,,,,WR,DeAndre Carter (15751860),DeAndre Carter,15751860,WR/FLEX,3000,HOU@CLE 11/15/2020 01:00PM ET,HOU,0.1
,,,,,,,,,,,,,,WR,Keke Coutee (15751862),Keke Coutee,15751862,WR/FLEX,3000,HOU@CLE 11/15/2020 01:00PM ET,HOU,2.1
,,,,,,,,,,,,,,WR,Isaiah Coulter (15751864),Isaiah Coulter,15751864,WR/FLEX,3000,HOU@CLE 11/15/2020 01:00PM ET,HOU,0
,,,,,,,,,,,,,,TE,Harrison Bryant (15751990),Harrison Bryant,15751990,TE/FLEX,3000,HOU@CLE 11/15/2020 01:00PM ET,CLE,5.89
,,,,,,,,,,,,,,WR,John Hightower (15751836),John Hightower,15751836,WR/FLEX,3000,PHI@NYG 11/15/2020 01:00PM ET,PHI,3.94
,,,,,,,,,,,,,,WR,JJ Arcega-Whiteside (15751838),JJ Arcega-Whiteside,15751838,WR/FLEX,3000,PHI@NYG 11/15/2020 01:00PM ET,PHI,2.9
,,,,,,,,,,,,,,WR,Quez Watkins (15751840),Quez Watkins,15751840,WR/FLEX,3000,PHI@NYG 11/15/2020 01:00PM ET,PHI,0
,,,,,,,,,,,,,,WR,Dante Pettis (15751842),Dante Pettis,15751842,WR/FLEX,3000,PHI@NYG 11/15/2020 01:00PM ET,NYG,-0.25
,,,,,,,,,,,,,,WR,C.J. Board (15751844),C.J. Board,15751844,WR/FLEX,3000,PHI@NYG 11/15/2020 01:00PM ET,NYG,2.27
,,,,,,,,,,,,,,WR,Austin Mack (15751846),Austin Mack,15751846,WR/FLEX,3000,PHI@NYG 11/15/2020 01:00PM ET,NYG,6.15
,,,,,,,,,,,,,,WR,David Sills (15751848),David Sills,15751848,WR/FLEX,3000,PHI@NYG 11/15/2020 01:00PM ET,NYG,0
,,,,,,,,,,,,,,WR,Cody Core (15751850),Cody Core,15751850,WR/FLEX,3000,PHI@NYG 11/15/2020 01:00PM ET,NYG,0
,,,,,,,,,,,,,,WR,Tyler Johnson (15751790),Tyler Johnson,15751790,WR/FLEX,3000,TB@CAR 11/15/2020 01:00PM ET,TB,5.63
,,,,,,,,,,,,,,WR,Brandon Zylstra (15751820),Brandon Zylstra,15751820,WR/FLEX,3000,TB@CAR 11/15/2020 01:00PM ET,CAR,2.6
,,,,,,,,,,,,,,WR,Pharoh Cooper (15751822),Pharoh Cooper,15751822,WR/FLEX,3000,TB@CAR 11/15/2020 01:00PM ET,CAR,0.24
,,,,,,,,,,,,,,WR,Marken Michel (15751824),Marken Michel,15751824,WR/FLEX,3000,TB@CAR 11/15/2020 01:00PM ET,CAR,0
,,,,,,,,,,,,,,WR,Keith Kirkwood (15751826),Keith Kirkwood,15751826,WR/FLEX,3000,TB@CAR 11/15/2020 01:00PM ET,CAR,2.3
,,,,,,,,,,,,,,WR,Omar Bayless (15751828),Omar Bayless,15751828,WR/FLEX,3000,TB@CAR 11/15/2020 01:00PM ET,CAR,0
,,,,,,,,,,,,,,WR,Justin Watson (15751830),Justin Watson,15751830,WR/FLEX,3000,TB@CAR 11/15/2020 01:00PM ET,TB,4.1
,,,,,,,,,,,,,,WR,Jaydon Mickens (15751832),Jaydon Mickens,15751832,WR/FLEX,3000,TB@CAR 11/15/2020 01:00PM ET,TB,1.42
,,,,,,,,,,,,,,WR,John Franklin III (15751834),John Franklin III,15751834,WR/FLEX,3000,TB@CAR 11/15/2020 01:00PM ET,TB,0
,,,,,,,,,,,,,,WR,James Washington (15751808),James Washington,15751808,WR/FLEX,3000,CIN@PIT 11/15/2020 04:25PM ET,PIT,7.02
,,,,,,,,,,,,,,WR,Ray-Ray McCloud III (15751810),Ray-Ray McCloud III,15751810,WR/FLEX,3000,CIN@PIT 11/15/2020 04:25PM ET,PIT,2.36
,,,,,,,,,,,,,,WR,Auden Tate (15751812),Auden Tate,15751812,WR/FLEX,3000,CIN@PIT 11/15/2020 04:25PM ET,CIN,4.62
,,,,,,,,,,,,,,WR,Mike Thomas (15751814),Mike Thomas,15751814,WR/FLEX,3000,CIN@PIT 11/15/2020 04:25PM ET,CIN,4.47
,,,,,,,,,,,,,,WR,Alex Erickson (15751816),Alex Erickson,15751816,WR/FLEX,3000,CIN@PIT 11/15/2020 04:25PM ET,CIN,0.32
,,,,,,,,,,,,,,WR,John Ross III (15751818),John Ross III,15751818,WR/FLEX,3000,CIN@PIT 11/15/2020 04:25PM ET,CIN,1.85
,,,,,,,,,,,,,,WR,K.J. Hill (15751794),K.J. Hill,15751794,WR/FLEX,3000,LAC@MIA 11/15/2020 04:05PM ET,LAC,0.55
,,,,,,,,,,,,,,WR,Joe Reed (15751796),Joe Reed,15751796,WR/FLEX,3000,LAC@MIA 11/15/2020 04:05PM ET,LAC,1.48
,,,,,,,,,,,,,,WR,Tyron Johnson (15751798),Tyron Johnson,15751798,WR/FLEX,3000,LAC@MIA 11/15/2020 04:05PM ET,LAC,5
,,,,,,,,,,,,,,WR,Jakeem Grant (15751800),Jakeem Grant,15751800,WR/FLEX,3000,LAC@MIA 11/15/2020 04:05PM ET,MIA,5.54
,,,,,,,,,,,,,,WR,Mack Hollins (15751802),Mack Hollins,15751802,WR/FLEX,3000,LAC@MIA 11/15/2020 04:05PM ET,MIA,2.7
,,,,,,,,,,,,,,WR,Lynn Bowden Jr. (15751804),Lynn Bowden Jr.,15751804,WR/FLEX,3000,LAC@MIA 11/15/2020 04:05PM ET,MIA,0.6
,,,,,,,,,,,,,,WR,Kirk Merritt (15751806),Kirk Merritt,15751806,WR/FLEX,3000,LAC@MIA 11/15/2020 04:05PM ET,MIA,0
,,,,,,,,,,,,,,TE,Dawson Knox (15751992),Dawson Knox,15751992,TE/FLEX,2900,BUF@ARI 11/15/2020 04:05PM ET,BUF,3.58
,,,,,,,,,,,,,,TE,Jordan Akins (15751994),Jordan Akins,15751994,TE/FLEX,2900,HOU@CLE 11/15/2020 01:00PM ET,HOU,8.14
,,,,,,,,,,,,,,DST,Browns  (15752136),Browns ,15752136,DST,2900,HOU@CLE 11/15/2020 01:00PM ET,CLE,5.62
,,,,,,,,,,,,,,TE,Charlie Woerner (15751996),Charlie Woerner,15751996,TE/FLEX,2800,SF@NO 11/15/2020 04:25PM ET,SF,0
,,,,,,,,,,,,,,TE,Richard Rodgers (15751998),Richard Rodgers,15751998,TE/FLEX,2800,PHI@NYG 11/15/2020 01:00PM ET,PHI,6.68
,,,,,,,,,,,,,,DST,Dolphins  (15752137),Dolphins ,15752137,DST,2800,LAC@MIA 11/15/2020 04:05PM ET,MIA,9.62
,,,,,,,,,,,,,,DST,Chargers  (15752138),Chargers ,15752138,DST,2800,LAC@MIA 11/15/2020 04:05PM ET,LAC,4.5
,,,,,,,,,,,,,,TE,Tyler Eifert (15752000),Tyler Eifert,15752000,TE/FLEX,2700,JAX@GB 11/15/2020 01:00PM ET,JAX,5.01
,,,,,,,,,,,,,,TE,Darrell Daniels (15752004),Darrell Daniels,15752004,TE/FLEX,2700,BUF@ARI 11/15/2020 04:05PM ET,ARI,2.9
,,,,,,,,,,,,,,DST,Bills  (15752140),Bills ,15752140,DST,2700,BUF@ARI 11/15/2020 04:05PM ET,BUF,5.56
,,,,,,,,,,,,,,DST,Giants  (15752139),Giants ,15752139,DST,2700,PHI@NYG 11/15/2020 01:00PM ET,NYG,7
,,,,,,,,,,,,,,TE,Drew Sample (15752002),Drew Sample,15752002,TE/FLEX,2700,CIN@PIT 11/15/2020 04:25PM ET,CIN,4.55
,,,,,,,,,,,,,,DST,Lions  (15752142),Lions ,15752142,DST,2600,WAS@DET 11/15/2020 01:00PM ET,DET,2.38
,,,,,,,,,,,,,,TE,Jacob Hollister (15752006),Jacob Hollister,15752006,TE/FLEX,2600,SEA@LAR 11/15/2020 04:25PM ET,SEA,4.8
,,,,,,,,,,,,,,DST,Cardinals  (15752141),Cardinals ,15752141,DST,2600,BUF@ARI 11/15/2020 04:05PM ET,ARI,6.38
,,,,,,,,,,,,,,TE,Ian Thomas (15752008),Ian Thomas,15752008,TE/FLEX,2600,TB@CAR 11/15/2020 01:00PM ET,CAR,3.2
,,,,,,,,,,,,,,TE,Jeremy Sprinkle (15752118),Jeremy Sprinkle,15752118,TE/FLEX,2500,WAS@DET 11/15/2020 01:00PM ET,WAS,0.53
,,,,,,,,,,,,,,TE,Temarrick Hemingway (15752120),Temarrick Hemingway,15752120,TE/FLEX,2500,WAS@DET 11/15/2020 01:00PM ET,WAS,1
,,,,,,,,,,,,,,TE,Thaddeus Moss (15752122),Thaddeus Moss,15752122,TE/FLEX,2500,WAS@DET 11/15/2020 01:00PM ET,WAS,0
,,,,,,,,,,,,,,TE,Jesse James (15752124),Jesse James,15752124,TE/FLEX,2500,WAS@DET 11/15/2020 01:00PM ET,DET,3.58
,,,,,,,,,,,,,,TE,Isaac Nauta (15752126),Isaac Nauta,15752126,TE/FLEX,2500,WAS@DET 11/15/2020 01:00PM ET,DET,1.3
,,,,,,,,,,,,,,TE,Hunter Bryant (15752128),Hunter Bryant,15752128,TE/FLEX,2500,WAS@DET 11/15/2020 01:00PM ET,DET,0
,,,,,,,,,,,,,,TE,Nick Vannett (15752012),Nick Vannett,15752012,TE/FLEX,2500,DEN@LV 11/15/2020 04:05PM ET,DEN,1.73
,,,,,,,,,,,,,,TE,Jason Witten (15752106),Jason Witten,15752106,TE/FLEX,2500,DEN@LV 11/15/2020 04:05PM ET,LV,3.09
,,,,,,,,,,,,,,TE,Foster Moreau (15752108),Foster Moreau,15752108,TE/FLEX,2500,DEN@LV 11/15/2020 04:05PM ET,LV,4.1
,,,,,,,,,,,,,,TE,Derek Carrier (15752110),Derek Carrier,15752110,TE/FLEX,2500,DEN@LV 11/15/2020 04:05PM ET,LV,0
,,,,,,,,,,,,,,TE,Nick O'Leary (15752112),Nick O'Leary,15752112,TE/FLEX,2500,DEN@LV 11/15/2020 04:05PM ET,LV,0
,,,,,,,,,,,,,,TE,Jake Butt (15752114),Jake Butt,15752114,TE/FLEX,2500,DEN@LV 11/15/2020 04:05PM ET,DEN,0.62
,,,,,,,,,,,,,,TE,Austin Fort (15752116),Austin Fort,15752116,TE/FLEX,2500,DEN@LV 11/15/2020 04:05PM ET,DEN,0
,,,,,,,,,,,,,,DST,Raiders  (15752144),Raiders ,15752144,DST,2500,DEN@LV 11/15/2020 04:05PM ET,LV,2.25
,,,,,,,,,,,,,,TE,Adam Trautman (15752100),Adam Trautman,15752100,TE/FLEX,2500,SF@NO 11/15/2020 04:25PM ET,NO,4.82
,,,,,,,,,,,,,,TE,Josh Hill (15752102),Josh Hill,15752102,TE/FLEX,2500,SF@NO 11/15/2020 04:25PM ET,NO,2.5
,,,,,,,,,,,,,,TE,Zach Wood (15752104),Zach Wood,15752104,TE/FLEX,2500,SF@NO 11/15/2020 04:25PM ET,NO,0
,,,,,,,,,,,,,,TE,James O'Shaughnessy (15752018),James O'Shaughnessy,15752018,TE/FLEX,2500,JAX@GB 11/15/2020 01:00PM ET,JAX,3.95
,,,,,,,,,,,,,,TE,Ben Ellefson (15752086),Ben Ellefson,15752086,TE/FLEX,2500,JAX@GB 11/15/2020 01:00PM ET,JAX,2
,,,,,,,,,,,,,,TE,Tyler Davis (15752088),Tyler Davis,15752088,TE/FLEX,2500,JAX@GB 11/15/2020 01:00PM ET,JAX,0
,,,,,,,,,,,,,,TE,Josh Oliver (15752090),Josh Oliver,15752090,TE/FLEX,2500,JAX@GB 11/15/2020 01:00PM ET,JAX,0
,,,,,,,,,,,,,,TE,Jace Sternberger (15752092),Jace Sternberger,15752092,TE/FLEX,2500,JAX@GB 11/15/2020 01:00PM ET,GB,3.23
,,,,,,,,,,,,,,TE,Marcedes Lewis (15752094),Marcedes Lewis,15752094,TE/FLEX,2500,JAX@GB 11/15/2020 01:00PM ET,GB,3.2
,,,,,,,,,,,,,,TE,John Lovett (15752096),John Lovett,15752096,TE/FLEX,2500,JAX@GB 11/15/2020 01:00PM ET,GB,0.15
,,,,,,,,,,,,,,TE,Josiah Deguara (15752098),Josiah Deguara,15752098,TE/FLEX,2500,JAX@GB 11/15/2020 01:00PM ET,GB,1.1
,,,,,,,,,,,,,,TE,Greg Olsen (15752010),Greg Olsen,15752010,TE/FLEX,2500,SEA@LAR 11/15/2020 04:25PM ET,SEA,5.26
,,,,,,,,,,,,,,TE,Will Dissly (15752016),Will Dissly,15752016,TE/FLEX,2500,SEA@LAR 11/15/2020 04:25PM ET,SEA,3.96
,,,,,,,,,,,,,,TE,Colby Parkinson (15752078),Colby Parkinson,15752078,TE/FLEX,2500,SEA@LAR 11/15/2020 04:25PM ET,SEA,0
,,,,,,,,,,,,,,TE,Tyler Ott (15752080),Tyler Ott,15752080,TE/FLEX,2500,SEA@LAR 11/15/2020 04:25PM ET,SEA,0
,,,,,,,,,,,,,,TE,Johnny Mundt (15752082),Johnny Mundt,15752082,TE/FLEX,2500,SEA@LAR 11/15/2020 04:25PM ET,LAR,4.65
,,,,,,,,,,,,,,TE,Brycen Hopkins (15752084),Brycen Hopkins,15752084,TE/FLEX,2500,SEA@LAR 11/15/2020 04:25PM ET,LAR,0
,,,,,,,,,,,,,,TE,Dan Arnold (15752014),Dan Arnold,15752014,TE/FLEX,2500,BUF@ARI 11/15/2020 04:05PM ET,ARI,3.62
,,,,,,,,,,,,,,TE,Maxx Williams (15752068),Maxx Williams,15752068,TE/FLEX,2500,BUF@ARI 11/15/2020 04:05PM ET,ARI,3.7
,,,,,,,,,,,,,,TE,Jordan Thomas (15752070),Jordan Thomas,15752070,TE/FLEX,2500,BUF@ARI 11/15/2020 04:05PM ET,ARI,7.3
,,,,,,,,,,,,,,TE,Lee Smith (15752072),Lee Smith,15752072,TE/FLEX,2500,BUF@ARI 11/15/2020 04:05PM ET,BUF,7.1
,,,,,,,,,,,,,,TE,Tommy Sweeney (15752074),Tommy Sweeney,15752074,TE/FLEX,2500,BUF@ARI 11/15/2020 04:05PM ET,BUF,0
,,,,,,,,,,,,,,TE,Reggie Gilliam (15752076),Reggie Gilliam,15752076,TE/FLEX,2500,BUF@ARI 11/15/2020 04:05PM ET,BUF,2.4
,,,,,,,,,,,,,,TE,Stephen Carlson (15752062),Stephen Carlson,15752062,TE/FLEX,2500,HOU@CLE 11/15/2020 01:00PM ET,CLE,0.4
,,,,,,,,,,,,,,TE,Pharaoh Brown (15752064),Pharaoh Brown,15752064,TE/FLEX,2500,HOU@CLE 11/15/2020 01:00PM ET,HOU,1.55
,,,,,,,,,,,,,,TE,Kahale Warring (15752066),Kahale Warring,15752066,TE/FLEX,2500,HOU@CLE 11/15/2020 01:00PM ET,HOU,0
,,,,,,,,,,,,,,TE,Joshua Perkins (15752054),Joshua Perkins,15752054,TE/FLEX,2500,PHI@NYG 11/15/2020 01:00PM ET,PHI,0
,,,,,,,,,,,,,,TE,Kaden Smith (15752056),Kaden Smith,15752056,TE/FLEX,2500,PHI@NYG 11/15/2020 01:00PM ET,NYG,2.17
,,,,,,,,,,,,,,TE,Levine Toilolo (15752058),Levine Toilolo,15752058,TE/FLEX,2500,PHI@NYG 11/15/2020 01:00PM ET,NYG,1.73
,,,,,,,,,,,,,,TE,Eric Tomlinson (15752060),Eric Tomlinson,15752060,TE/FLEX,2500,PHI@NYG 11/15/2020 01:00PM ET,NYG,0
,,,,,,,,,,,,,,TE,Chris Manhertz (15752042),Chris Manhertz,15752042,TE/FLEX,2500,TB@CAR 11/15/2020 01:00PM ET,CAR,1.82
,,,,,,,,,,,,,,TE,Colin Thompson (15752044),Colin Thompson,15752044,TE/FLEX,2500,TB@CAR 11/15/2020 01:00PM ET,CAR,0
,,,,,,,,,,,,,,TE,Cameron Brate (15752046),Cameron Brate,15752046,TE/FLEX,2500,TB@CAR 11/15/2020 01:00PM ET,TB,3.61
,,,,,,,,,,,,,,TE,Tanner Hudson (15752048),Tanner Hudson,15752048,TE/FLEX,2500,TB@CAR 11/15/2020 01:00PM ET,TB,1.37
,,,,,,,,,,,,,,TE,Antony Auclair (15752050),Antony Auclair,15752050,TE/FLEX,2500,TB@CAR 11/15/2020 01:00PM ET,TB,0
,,,,,,,,,,,,,,TE,O.J. Howard (15752052),O.J. Howard,15752052,TE/FLEX,2500,TB@CAR 11/15/2020 01:00PM ET,TB,9.4
,,,,,,,,,,,,,,DST,Panthers  (15752143),Panthers ,15752143,DST,2500,TB@CAR 11/15/2020 01:00PM ET,CAR,3.67
,,,,,,,,,,,,,,TE,Vance McDonald (15752030),Vance McDonald,15752030,TE/FLEX,2500,CIN@PIT 11/15/2020 04:25PM ET,PIT,2.52
,,,,,,,,,,,,,,TE,Zach Gentry (15752032),Zach Gentry,15752032,TE/FLEX,2500,CIN@PIT 11/15/2020 04:25PM ET,PIT,0
,,,,,,,,,,,,,,TE,Cethan Carter (15752034),Cethan Carter,15752034,TE/FLEX,2500,CIN@PIT 11/15/2020 04:25PM ET,CIN,0.81
,,,,,,,,,,,,,,TE,Mason Schreck (15752036),Mason Schreck,15752036,TE/FLEX,2500,CIN@PIT 11/15/2020 04:25PM ET,CIN,0
,,,,,,,,,,,,,,TE,C.J. Uzomah (15752038),C.J. Uzomah,15752038,TE/FLEX,2500,CIN@PIT 11/15/2020 04:25PM ET,CIN,11.35
,,,,,,,,,,,,,,TE,Clark Harris (15752040),Clark Harris,15752040,TE/FLEX,2500,CIN@PIT 11/15/2020 04:25PM ET,CIN,0
,,,,,,,,,,,,,,TE,Donald Parham Jr. (15752020),Donald Parham Jr.,15752020,TE/FLEX,2500,LAC@MIA 11/15/2020 04:05PM ET,LAC,4.52
,,,,,,,,,,,,,,TE,Stephen Anderson (15752022),Stephen Anderson,15752022,TE/FLEX,2500,LAC@MIA 11/15/2020 04:05PM ET,LAC,0
,,,,,,,,,,,,,,TE,Virgil Green (15752024),Virgil Green,15752024,TE/FLEX,2500,LAC@MIA 11/15/2020 04:05PM ET,LAC,2.33
,,,,,,,,,,,,,,TE,Durham Smythe (15752026),Durham Smythe,15752026,TE/FLEX,2500,LAC@MIA 11/15/2020 04:05PM ET,MIA,4.12
,,,,,,,,,,,,,,TE,Adam Shaheen (15752028),Adam Shaheen,15752028,TE/FLEX,2500,LAC@MIA 11/15/2020 04:05PM ET,MIA,3.8
,,,,,,,,,,,,,,DST,Broncos  (15752145),Broncos ,15752145,DST,2400,DEN@LV 11/15/2020 04:05PM ET,DEN,5.38
