Entry ID,Contest Name,Contest ID,Entry Fee,QB,RB,RB,WR,WR,WR,TE,FLEX,DST,,Instructions
2289290533,NFL $3.75M Fantasy Football Millionaire [$1M to 1st + ToC Entry],94210980,$20,Daniel Jones (15607553) (LOCKED),Mike Davis (15607603) (LOCKED),Derrick Henry (15607597) (LOCKED),Terry McLaurin (15607841) (LOCKED),Darnell Mooney (15608011) (LOCKED),Darius Slayton (15607849) (LOCKED),Evan Engram (15608123) (LOCKED),James Robinson (15607607) (LOCKED),Ravens (15608281) (LOCKED),,1. Column A lists all of your contest entries for this draftgroup
2289467283,NFL $3.75M Fantasy Football Millionaire [$1M to 1st + ToC Entry],94210980,$20,Kirk Cousins (15607543) (LOCKED),Mike Davis (15607603) (LOCKED),Derrick Henry (15607597) (LOCKED),Justin Jefferson (15607835) (LOCKED),Darnell Mooney (15608011) (LOCKED),Calvin Ridley (15607805) (LOCKED),Irv Smith Jr. (15608243) (LOCKED),James Robinson (15607607) (LOCKED),Broncos (15608286) (LOCKED),,2. Your current lineup is listed next to each entry (blank for reservations)
2289467284,NFL $3.75M Fantasy Football Millionaire [$1M to 1st + ToC Entry],94210980,$20,Gardner Minshew II (15607541) (LOCKED),Mike Davis (15607603) (LOCKED),Derrick Henry (15607597) (LOCKED),Kenny Golladay (15607831) (LOCKED),Terry McLaurin (15607841) (LOCKED),Laviska Shenault Jr. (15607851) (LOCKED),Tyler Eifert (15608145) (LOCKED),Phillip Lindsay (15607651) (LOCKED),Ravens (15608281) (LOCKED),,3. You can change the lineup for an entry by entering the IDs of the players in the row next to that entry
2289467285,NFL $3.75M Fantasy Football Millionaire [$1M to 1st + ToC Entry],94210980,$20,Kirk Cousins (15607543) (LOCKED),Mike Davis (15607603) (LOCKED),Derrick Henry (15607597) (LOCKED),Justin Jefferson (15607835) (LOCKED),Adam Thielen (15607807) (LOCKED),Olamide Zaccheaus (15607949) (LOCKED),Trey Burton (15608155) (LOCKED),Aaron Jones (15607595),Jets (15608299),,4. Use data from the Name+ID column or the ID column; you cannot use just the player's name
2289467286,NFL $3.75M Fantasy Football Millionaire [$1M to 1st + ToC Entry],94210980,$20,Kirk Cousins (15607543) (LOCKED),Mike Davis (15607603) (LOCKED),James Robinson (15607607) (LOCKED),Justin Jefferson (15607835) (LOCKED),Terry McLaurin (15607841) (LOCKED),Adam Thielen (15607807) (LOCKED),Hayden Hurst (15608125) (LOCKED),Phillip Lindsay (15607651) (LOCKED),Bengals (15608302) (LOCKED),,5. For faster processing only include entries you are changing in the file you upload
2289467287,NFL $3.75M Fantasy Football Millionaire [$1M to 1st + ToC Entry],94210980,$20,Kirk Cousins (15607543) (LOCKED),Mike Davis (15607603) (LOCKED),Derrick Henry (15607597) (LOCKED),Julio Jones (15607815) (LOCKED),Jarvis Landry (15607865) (LOCKED),Adam Thielen (15607807) (LOCKED),Irv Smith Jr. (15608243) (LOCKED),Ronald Jones II (15607621),Bengals (15608302) (LOCKED),,
2289467288,NFL $3.75M Fantasy Football Millionaire [$1M to 1st + ToC Entry],94210980,$20,Ryan Tannehill (15607546) (LOCKED),Mike Davis (15607603) (LOCKED),James Robinson (15607607) (LOCKED),A.J. Brown (15607845) (LOCKED),Kalif Raymond (15607945) (LOCKED),Darius Slayton (15607849) (LOCKED),Darren Fells (15608137) (LOCKED),Aaron Jones (15607595),Ravens (15608281) (LOCKED),,Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
2289480292,NFL $125K mini-MAX [150 Entry Max],94271425,$0.50,Kirk Cousins (15607543) (LOCKED),Derrick Henry (15607597) (LOCKED),Kareem Hunt (15607605) (LOCKED),Russell Gage (15607873) (LOCKED),Terry McLaurin (15607841) (LOCKED),Adam Thielen (15607807) (LOCKED),Kyle Rudolph (15608139) (LOCKED),David Montgomery (15607623) (LOCKED),Jets (15608299),,RB,Andy Janovich (15607693) (LOCKED),Andy Janovich,15607693,RB/FLEX,4000,In Progress,CLE,0.74
2289480293,NFL $125K mini-MAX [150 Entry Max],94271425,$0.50,Ryan Tannehill (15607546) (LOCKED),David Montgomery (15607623) (LOCKED),James Robinson (15607607) (LOCKED),A.J. Brown (15607845) (LOCKED),Will Fuller V (15607813) (LOCKED),Kalif Raymond (15607945) (LOCKED),Mark Andrews (15608107) (LOCKED),Ronald Jones II (15607621),Bears (15608287) (LOCKED),,QB,Ryan Griffin (15607583),Ryan Griffin,15607583,QB,4000,GB@TB 10/18/2020 04:25PM ET,TB,0
2289480294,NFL $125K mini-MAX [150 Entry Max],94271425,$0.50,Tom Brady (15607540),Mike Davis (15607603) (LOCKED),Alexander Mattison (15607599) (LOCKED),Mike Evans (15607811),Terry McLaurin (15607841) (LOCKED),Malik Taylor (15607977),Rob Gronkowski (15608127),James Robinson (15607607) (LOCKED),Jets (15608299),,QB,Jordan Love (15607584),Jordan Love,15607584,QB,4000,GB@TB 10/18/2020 04:25PM ET,GB,0
2289480295,NFL $125K mini-MAX [150 Entry Max],94271425,$0.50,Matthew Stafford (15607542) (LOCKED),James Conner (15607601) (LOCKED),Mike Davis (15607603) (LOCKED),Kenny Golladay (15607831) (LOCKED),Marvin Jones Jr. (15607857) (LOCKED),Laviska Shenault Jr. (15607851) (LOCKED),Jonnu Smith (15608115) (LOCKED),Phillip Lindsay (15607651) (LOCKED),Steelers (15608285) (LOCKED),,RB,LeSean McCoy (15607667),LeSean McCoy,15607667,RB/FLEX,4000,GB@TB 10/18/2020 04:25PM ET,TB,3.58
2289480296,NFL $125K mini-MAX [150 Entry Max],94271425,$0.50,Kyle Allen (15607561) (LOCKED),Mike Davis (15607603) (LOCKED),Derrick Henry (15607597) (LOCKED),Terry McLaurin (15607841) (LOCKED),Golden Tate (15607885) (LOCKED),Isaiah Wright (15608019) (LOCKED),Mark Andrews (15608107) (LOCKED),James Robinson (15607607) (LOCKED),Colts (15608283) (LOCKED),,RB,Ke'Shawn Vaughn (15607669),Ke'Shawn Vaughn,15607669,RB/FLEX,4000,GB@TB 10/18/2020 04:25PM ET,TB,4.03
2289480297,NFL $125K mini-MAX [150 Entry Max],94271425,$0.50,Baker Mayfield (15607549) (LOCKED),Derrick Henry (15607597) (LOCKED),James Robinson (15607607) (LOCKED),Odell Beckham Jr. (15607823) (LOCKED),Adam Thielen (15607807) (LOCKED),James Washington (15607901) (LOCKED),Austin Hooper (15608135) (LOCKED),David Montgomery (15607623) (LOCKED),Eagles (15608298) (LOCKED),,RB,T.J. Logan (15607671),T.J. Logan,15607671,RB/FLEX,4000,GB@TB 10/18/2020 04:25PM ET,TB,0
2289480298,NFL $125K mini-MAX [150 Entry Max],94271425,$0.50,Matthew Stafford (15607542) (LOCKED),Derrick Henry (15607597) (LOCKED),David Montgomery (15607623) (LOCKED),Danny Amendola (15607903) (LOCKED),Marvin Jones Jr. (15607857) (LOCKED),Laviska Shenault Jr. (15607851) (LOCKED),Eric Ebron (15608131) (LOCKED),Aaron Jones (15607595),Ravens (15608281) (LOCKED),,RB,Jamaal Williams (15607673),Jamaal Williams,15607673,RB/FLEX,4000,GB@TB 10/18/2020 04:25PM ET,GB,9.42
2289480299,NFL $125K mini-MAX [150 Entry Max],94271425,$0.50,Matt Ryan (15607538) (LOCKED),Mike Davis (15607603) (LOCKED),Derrick Henry (15607597) (LOCKED),Justin Jefferson (15607835) (LOCKED),Julio Jones (15607815) (LOCKED),Olamide Zaccheaus (15607949) (LOCKED),Eric Ebron (15608131) (LOCKED),Joe Mixon (15607615) (LOCKED),Dolphins (15608293),,RB,AJ Dillon (15607675),AJ Dillon,15607675,RB/FLEX,4000,GB@TB 10/18/2020 04:25PM ET,GB,0.85
2289480300,NFL $125K mini-MAX [150 Entry Max],94271425,$0.50,Matthew Stafford (15607542) (LOCKED),Mike Davis (15607603) (LOCKED),Derrick Henry (15607597) (LOCKED),Danny Amendola (15607903) (LOCKED),DJ Chark Jr. (15607827) (LOCKED),Kenny Golladay (15607831) (LOCKED),Eric Ebron (15608131) (LOCKED),Todd Gurley II (15607613) (LOCKED),Jets (15608299),,RB,Tyler Ervin (15607677),Tyler Ervin,15607677,RB/FLEX,4000,GB@TB 10/18/2020 04:25PM ET,GB,2.98
2289480301,NFL $125K mini-MAX [150 Entry Max],94271425,$0.50,Tom Brady (15607540),Mike Davis (15607603) (LOCKED),James Robinson (15607607) (LOCKED),Mike Evans (15607811),Scotty Miller (15607899),Marquez Valdes-Scantling (15607883),Jonnu Smith (15608115) (LOCKED),Jonathan Taylor (15607611) (LOCKED),Vikings (15608300) (LOCKED),,RB,Patrick Taylor (15607679),Patrick Taylor,15607679,RB/FLEX,4000,GB@TB 10/18/2020 04:25PM ET,GB,0
2289480302,NFL $125K mini-MAX [150 Entry Max],94271425,$0.50,Gardner Minshew II (15607541) (LOCKED),Mike Davis (15607603) (LOCKED),Alexander Mattison (15607599) (LOCKED),Danny Amendola (15607903) (LOCKED),Keelan Cole (15607867) (LOCKED),Laviska Shenault Jr. (15607851) (LOCKED),Jonnu Smith (15608115) (LOCKED),Kareem Hunt (15607605) (LOCKED),Buccaneers (15608290),,RB,Sony Michel (15607657) (LOCKED),Sony Michel,15607657,RB/FLEX,4000,In Progress,NE,10.2
2289480303,NFL $125K mini-MAX [150 Entry Max],94271425,$0.50,Tom Brady (15607540),Mike Davis (15607603) (LOCKED),Alexander Mattison (15607599) (LOCKED),Kenny Golladay (15607831) (LOCKED),Scotty Miller (15607899),Marquez Valdes-Scantling (15607883),Rob Gronkowski (15608127),David Johnson (15607627) (LOCKED),Ravens (15608281) (LOCKED),,RB,J.J. Taylor (15607659) (LOCKED),J.J. Taylor,15607659,RB/FLEX,4000,In Progress,NE,2.8
2289480304,NFL $125K mini-MAX [150 Entry Max],94271425,$0.50,Ryan Tannehill (15607546) (LOCKED),Mike Davis (15607603) (LOCKED),Derrick Henry (15607597) (LOCKED),A.J. Brown (15607845) (LOCKED),Jarvis Landry (15607865) (LOCKED),Terry McLaurin (15607841) (LOCKED),Darren Fells (15608137) (LOCKED),Ronald Jones II (15607621),Broncos (15608286) (LOCKED),,RB,Jakob Johnson (15607661) (LOCKED),Jakob Johnson,15607661,RB/FLEX,4000,In Progress,NE,2.18
2289480305,NFL $125K mini-MAX [150 Entry Max],94271425,$0.50,Gardner Minshew II (15607541) (LOCKED),Mike Davis (15607603) (LOCKED),James Robinson (15607607) (LOCKED),Danny Amendola (15607903) (LOCKED),A.J. Brown (15607845) (LOCKED),Laviska Shenault Jr. (15607851) (LOCKED),Eric Ebron (15608131) (LOCKED),Aaron Jones (15607595),Giants (15608289) (LOCKED),,RB,Royce Freeman (15607663) (LOCKED),Royce Freeman,15607663,RB/FLEX,4000,In Progress,DEN,3.22
2289480306,NFL $125K mini-MAX [150 Entry Max],94271425,$0.50,Matt Ryan (15607538) (LOCKED),Derrick Henry (15607597) (LOCKED),James Robinson (15607607) (LOCKED),Justin Jefferson (15607835) (LOCKED),Calvin Ridley (15607805) (LOCKED),Olamide Zaccheaus (15607949) (LOCKED),Trey Burton (15608155) (LOCKED),David Montgomery (15607623) (LOCKED),Bears (15608287) (LOCKED),,RB,LeVante Bellamy (15607665) (LOCKED),LeVante Bellamy,15607665,RB/FLEX,4000,In Progress,DEN,0
2289480307,NFL $125K mini-MAX [150 Entry Max],94271425,$0.50,Gardner Minshew II (15607541) (LOCKED),Derrick Henry (15607597) (LOCKED),David Montgomery (15607623) (LOCKED),Terry McLaurin (15607841) (LOCKED),Laviska Shenault Jr. (15607851) (LOCKED),Darius Slayton (15607849) (LOCKED),T.J. Hockenson (15608113) (LOCKED),James Robinson (15607607) (LOCKED),Bengals (15608302) (LOCKED),,WR,DeSean Jackson (15607915) (LOCKED),DeSean Jackson,15607915,WR/FLEX,3900,In Progress,PHI,7.37
2289480308,NFL $125K mini-MAX [150 Entry Max],94271425,$0.50,Daniel Jones (15607553) (LOCKED),David Johnson (15607627) (LOCKED),David Montgomery (15607623) (LOCKED),Terry McLaurin (15607841) (LOCKED),Darius Slayton (15607849) (LOCKED),Adam Thielen (15607807) (LOCKED),Evan Engram (15608123) (LOCKED),Ronald Jones II (15607621),Colts (15608283) (LOCKED),,WR,A.J. Green (15607913) (LOCKED),A.J. Green,15607913,WR/FLEX,3900,In Progress,CIN,5.18
2289480309,NFL $125K mini-MAX [150 Entry Max],94271425,$0.50,Ryan Tannehill (15607546) (LOCKED),Joe Mixon (15607615) (LOCKED),David Montgomery (15607623) (LOCKED),A.J. Brown (15607845) (LOCKED),Brandin Cooks (15607859) (LOCKED),Adam Humphries (15607909) (LOCKED),T.J. Hockenson (15608113) (LOCKED),Aaron Jones (15607595),Ravens (15608281) (LOCKED),,TE,Austin Hooper (15608135) (LOCKED),Austin Hooper,15608135,TE/FLEX,3900,In Progress,CLE,7.66
2289480310,NFL $125K mini-MAX [150 Entry Max],94271425,$0.50,Ben Roethlisberger (15607537) (LOCKED),Derrick Henry (15607597) (LOCKED),James Robinson (15607607) (LOCKED),Odell Beckham Jr. (15607823) (LOCKED),Chase Claypool (15607853) (LOCKED),Darius Slayton (15607849) (LOCKED),Eric Ebron (15608131) (LOCKED),David Montgomery (15607623) (LOCKED),Vikings (15608300) (LOCKED),,WR,Miles Boykin (15607919) (LOCKED),Miles Boykin,15607919,WR/FLEX,3800,In Progress,BAL,4.22
2289480311,NFL $125K mini-MAX [150 Entry Max],94271425,$0.50,Matthew Stafford (15607542) (LOCKED),Derrick Henry (15607597) (LOCKED),David Montgomery (15607623) (LOCKED),DJ Chark Jr. (15607827) (LOCKED),Kenny Golladay (15607831) (LOCKED),Terry McLaurin (15607841) (LOCKED),T.J. Hockenson (15608113) (LOCKED),Phillip Lindsay (15607651) (LOCKED),Browns (15608296) (LOCKED),,WR,Parris Campbell (15607917) (LOCKED),Parris Campbell,15607917,WR/FLEX,3800,In Progress,IND,7.35
2289480312,NFL $125K mini-MAX [150 Entry Max],94271425,$0.50,Tom Brady (15607540),Derrick Henry (15607597) (LOCKED),David Montgomery (15607623) (LOCKED),Mike Evans (15607811),Adam Thielen (15607807) (LOCKED),Marquez Valdes-Scantling (15607883),Rob Gronkowski (15608127),Phillip Lindsay (15607651) (LOCKED),Dolphins (15608293),,TE,Darren Fells (15608137) (LOCKED),Darren Fells,15608137,TE/FLEX,3800,In Progress,HOU,6.4
2289480313,NFL $125K mini-MAX [150 Entry Max],94271425,$0.50,Tom Brady (15607540),Derrick Henry (15607597) (LOCKED),James Robinson (15607607) (LOCKED),Mike Evans (15607811),Chris Godwin (15607821),Malik Taylor (15607977),Eric Ebron (15608131) (LOCKED),David Montgomery (15607623) (LOCKED),Giants (15608289) (LOCKED),,WR,Jalen Reagor (15607925) (LOCKED),Jalen Reagor,15607925,WR/FLEX,3700,In Progress,PHI,7.3
2289480314,NFL $125K mini-MAX [150 Entry Max],94271425,$0.50,Kirk Cousins (15607543) (LOCKED),Derrick Henry (15607597) (LOCKED),Alexander Mattison (15607599) (LOCKED),Robby Anderson (15607825) (LOCKED),Julio Jones (15607815) (LOCKED),Darnell Mooney (15608011) (LOCKED),Irv Smith Jr. (15608243) (LOCKED),Aaron Jones (15607595),WAS Football Team (15608288) (LOCKED),,TE,Kyle Rudolph (15608139) (LOCKED),Kyle Rudolph,15608139,TE/FLEX,3700,In Progress,MIN,4.12
2289480315,NFL $125K mini-MAX [150 Entry Max],94271425,$0.50,Kirk Cousins (15607543) (LOCKED),Derrick Henry (15607597) (LOCKED),James Robinson (15607607) (LOCKED),Justin Jefferson (15607835) (LOCKED),Darius Slayton (15607849) (LOCKED),Olamide Zaccheaus (15607949) (LOCKED),Eric Ebron (15608131) (LOCKED),Alexander Mattison (15607599) (LOCKED),Packers (15608284),,WR,Equanimeous St. Brown (15607923),Equanimeous St. Brown,15607923,WR/FLEX,3700,GB@TB 10/18/2020 04:25PM ET,GB,0
2289480316,NFL $125K mini-MAX [150 Entry Max],94271425,$0.50,Kirk Cousins (15607543) (LOCKED),Derrick Henry (15607597) (LOCKED),James Robinson (15607607) (LOCKED),Russell Gage (15607873) (LOCKED),Justin Jefferson (15607835) (LOCKED),Jarvis Landry (15607865) (LOCKED),Kyle Rudolph (15608139) (LOCKED),Jonathan Taylor (15607611) (LOCKED),Colts (15608283) (LOCKED),,DST,Packers  (15608284),Packers ,15608284,DST,3700,GB@TB 10/18/2020 04:25PM ET,GB,6.25
2289480317,NFL $125K mini-MAX [150 Entry Max],94271425,$0.50,Matt Ryan (15607538) (LOCKED),David Montgomery (15607623) (LOCKED),James Robinson (15607607) (LOCKED),Julio Jones (15607815) (LOCKED),Terry McLaurin (15607841) (LOCKED),Calvin Ridley (15607805) (LOCKED),Irv Smith Jr. (15608243) (LOCKED),David Johnson (15607627) (LOCKED),Browns (15608296) (LOCKED),,WR,KJ Hamler (15607921) (LOCKED),KJ Hamler,15607921,WR/FLEX,3700,In Progress,DEN,4.83
2289480318,NFL $125K mini-MAX [150 Entry Max],94271425,$0.50,Philip Rivers (15607547) (LOCKED),David Montgomery (15607623) (LOCKED),James Robinson (15607607) (LOCKED),Tyler Boyd (15607839) (LOCKED),A.J. Brown (15607845) (LOCKED),T.Y. Hilton (15607861) (LOCKED),Trey Burton (15608155) (LOCKED),Aaron Jones (15607595),Patriots (15608282) (LOCKED),,WR,Chris Conley (15607929) (LOCKED),Chris Conley,15607929,WR/FLEX,3600,In Progress,JAX,6.4
2289480319,NFL $125K mini-MAX [150 Entry Max],94271425,$0.50,Matthew Stafford (15607542) (LOCKED),Kareem Hunt (15607605) (LOCKED),David Montgomery (15607623) (LOCKED),Danny Amendola (15607903) (LOCKED),Kenny Golladay (15607831) (LOCKED),Laviska Shenault Jr. (15607851) (LOCKED),Jonnu Smith (15608115) (LOCKED),Joe Mixon (15607615) (LOCKED),Patriots (15608282) (LOCKED),,WR,Dontrelle Inman (15607927) (LOCKED),Dontrelle Inman,15607927,WR/FLEX,3600,In Progress,WAS,6.86
2289480320,NFL $125K mini-MAX [150 Entry Max],94271425,$0.50,Baker Mayfield (15607549) (LOCKED),Derrick Henry (15607597) (LOCKED),David Montgomery (15607623) (LOCKED),Jarvis Landry (15607865) (LOCKED),Terry McLaurin (15607841) (LOCKED),JuJu Smith-Schuster (15607817) (LOCKED),Austin Hooper (15608135) (LOCKED),Ronald Jones II (15607621),Patriots (15608282) (LOCKED),,TE,David Njoku (15608141) (LOCKED),David Njoku,15608141,TE/FLEX,3600,In Progress,CLE,7.8
2289480321,NFL $125K mini-MAX [150 Entry Max],94271425,$0.50,Matthew Stafford (15607542) (LOCKED),Derrick Henry (15607597) (LOCKED),Alexander Mattison (15607599) (LOCKED),Danny Amendola (15607903) (LOCKED),Keelan Cole (15607867) (LOCKED),Darius Slayton (15607849) (LOCKED),T.J. Hockenson (15608113) (LOCKED),David Montgomery (15607623) (LOCKED),Packers (15608284),,DST,Steelers  (15608285) (LOCKED),Steelers ,15608285,DST,3600,In Progress,PIT,9
2289480322,NFL $125K mini-MAX [150 Entry Max],94271425,$0.50,Kirk Cousins (15607543) (LOCKED),Alexander Mattison (15607599) (LOCKED),David Montgomery (15607623) (LOCKED),Tee Higgins (15607879) (LOCKED),Jarvis Landry (15607865) (LOCKED),Calvin Ridley (15607805) (LOCKED),Irv Smith Jr. (15608243) (LOCKED),Aaron Jones (15607595),Bears (15608287) (LOCKED),,WR,Willie Snead IV (15607933) (LOCKED),Willie Snead IV,15607933,WR/FLEX,3500,In Progress,BAL,5.54
2289480323,NFL $125K mini-MAX [150 Entry Max],94271425,$0.50,Gardner Minshew II (15607541) (LOCKED),Alexander Mattison (15607599) (LOCKED),David Montgomery (15607623) (LOCKED),DJ Chark Jr. (15607827) (LOCKED),Marvin Jones Jr. (15607857) (LOCKED),Terry McLaurin (15607841) (LOCKED),Tyler Eifert (15608145) (LOCKED),Ronald Jones II (15607621),Patriots (15608282) (LOCKED),,WR,Isaiah Ford (15607931),Isaiah Ford,15607931,WR/FLEX,3500,NYJ@MIA 10/18/2020 04:05PM ET,MIA,6.88
2289480324,NFL $125K mini-MAX [150 Entry Max],94271425,$0.50,Ryan Tannehill (15607546) (LOCKED),David Montgomery (15607623) (LOCKED),James Robinson (15607607) (LOCKED),Brandin Cooks (15607859) (LOCKED),Kalif Raymond (15607945) (LOCKED),Calvin Ridley (15607805) (LOCKED),Jonnu Smith (15608115) (LOCKED),Joe Mixon (15607615) (LOCKED),Patriots (15608282) (LOCKED),,TE,Cameron Brate (15608143),Cameron Brate,15608143,TE/FLEX,3500,GB@TB 10/18/2020 04:25PM ET,TB,3.34
2289480325,NFL $125K mini-MAX [150 Entry Max],94271425,$0.50,Kyle Allen (15607561) (LOCKED),Derrick Henry (15607597) (LOCKED),David Montgomery (15607623) (LOCKED),Terry McLaurin (15607841) (LOCKED),Golden Tate (15607885) (LOCKED),Adam Thielen (15607807) (LOCKED),Logan Thomas (15608151) (LOCKED),Ronald Jones II (15607621),Ravens (15608281) (LOCKED),,WR,Damiere Byrd (15607935) (LOCKED),Damiere Byrd,15607935,WR/FLEX,3500,In Progress,NE,7.98
2289480326,NFL $125K mini-MAX [150 Entry Max],94271425,$0.50,Gardner Minshew II (15607541) (LOCKED),Derrick Henry (15607597) (LOCKED),David Montgomery (15607623) (LOCKED),DJ Chark Jr. (15607827) (LOCKED),Keelan Cole (15607867) (LOCKED),Marvin Jones Jr. (15607857) (LOCKED),Trey Burton (15608155) (LOCKED),Aaron Jones (15607595),Bears (15608287) (LOCKED),,DST,Broncos  (15608286) (LOCKED),Broncos ,15608286,DST,3500,In Progress,DEN,4.75
2289480327,NFL $125K mini-MAX [150 Entry Max],94271425,$0.50,Matt Ryan (15607538) (LOCKED),Derrick Henry (15607597) (LOCKED),David Montgomery (15607623) (LOCKED),Chase Claypool (15607853) (LOCKED),Julio Jones (15607815) (LOCKED),Adam Thielen (15607807) (LOCKED),Hayden Hurst (15608125) (LOCKED),Phillip Lindsay (15607651) (LOCKED),Bengals (15608302) (LOCKED),,WR,Braxton Berrios (15607943),Braxton Berrios,15607943,WR/FLEX,3400,NYJ@MIA 10/18/2020 04:05PM ET,NYJ,7.12
2289480328,NFL $125K mini-MAX [150 Entry Max],94271425,$0.50,Gardner Minshew II (15607541) (LOCKED),David Montgomery (15607623) (LOCKED),D'Andre Swift (15607647) (LOCKED),Terry McLaurin (15607841) (LOCKED),Laviska Shenault Jr. (15607851) (LOCKED),Adam Thielen (15607807) (LOCKED),Tyler Eifert (15608145) (LOCKED),Aaron Jones (15607595),Colts (15608283) (LOCKED),,TE,Drew Sample (15608147) (LOCKED),Drew Sample,15608147,TE/FLEX,3400,In Progress,CIN,5.24
2289480329,NFL $125K mini-MAX [150 Entry Max],94271425,$0.50,Gardner Minshew II (15607541) (LOCKED),Alexander Mattison (15607599) (LOCKED),David Montgomery (15607623) (LOCKED),A.J. Brown (15607845) (LOCKED),DJ Chark Jr. (15607827) (LOCKED),Keelan Cole (15607867) (LOCKED),T.J. Hockenson (15608113) (LOCKED),Joe Mixon (15607615) (LOCKED),Vikings (15608300) (LOCKED),,TE,Tyler Eifert (15608145) (LOCKED),Tyler Eifert,15608145,TE/FLEX,3400,In Progress,JAX,5.26
2289480330,NFL $125K mini-MAX [150 Entry Max],94271425,$0.50,Lamar Jackson (15607534) (LOCKED),Derrick Henry (15607597) (LOCKED),James Robinson (15607607) (LOCKED),Miles Boykin (15607919) (LOCKED),John Hightower (15608101) (LOCKED),Terry McLaurin (15607841) (LOCKED),Mark Andrews (15608107) (LOCKED),David Montgomery (15607623) (LOCKED),Bears (15608287) (LOCKED),,WR,Steven Sims Jr. (15607941) (LOCKED),Steven Sims Jr.,15607941,WR/FLEX,3400,In Progress,WAS,5.1
2289480331,NFL $125K mini-MAX [150 Entry Max],94271425,$0.50,Kirk Cousins (15607543) (LOCKED),Derrick Henry (15607597) (LOCKED),David Montgomery (15607623) (LOCKED),Julio Jones (15607815) (LOCKED),Laviska Shenault Jr. (15607851) (LOCKED),Darius Slayton (15607849) (LOCKED),Kyle Rudolph (15608139) (LOCKED),Alexander Mattison (15607599) (LOCKED),Eagles (15608298) (LOCKED),,DST,Bears  (15608287) (LOCKED),Bears ,15608287,DST,3400,In Progress,CHI,5.4
2289480332,NFL $125K mini-MAX [150 Entry Max],94271425,$0.50,Daniel Jones (15607553) (LOCKED),James Conner (15607601) (LOCKED),James Robinson (15607607) (LOCKED),A.J. Brown (15607845) (LOCKED),Darius Slayton (15607849) (LOCKED),Isaiah Wright (15608019) (LOCKED),Evan Engram (15608123) (LOCKED),Aaron Jones (15607595),Patriots (15608282) (LOCKED),,WR,Kenny Stills (15607939) (LOCKED),Kenny Stills,15607939,WR/FLEX,3400,In Progress,HOU,4.88
2289480333,NFL $125K mini-MAX [150 Entry Max],94271425,$0.50,Ryan Tannehill (15607546) (LOCKED),Todd Gurley II (15607613) (LOCKED),David Montgomery (15607623) (LOCKED),Will Fuller V (15607813) (LOCKED),Adam Humphries (15607909) (LOCKED),Terry McLaurin (15607841) (LOCKED),Jonnu Smith (15608115) (LOCKED),Aaron Jones (15607595),Browns (15608296) (LOCKED),,WR,Tyler Johnson (15607937),Tyler Johnson,15607937,WR/FLEX,3400,GB@TB 10/18/2020 04:25PM ET,TB,3.37
2289480334,NFL $125K mini-MAX [150 Entry Max],94271425,$0.50,Matt Ryan (15607538) (LOCKED),David Montgomery (15607623) (LOCKED),James Robinson (15607607) (LOCKED),A.J. Brown (15607845) (LOCKED),Russell Gage (15607873) (LOCKED),Justin Jefferson (15607835) (LOCKED),Hayden Hurst (15608125) (LOCKED),Aaron Jones (15607595),Bengals (15608302) (LOCKED),,TE,Logan Thomas (15608151) (LOCKED),Logan Thomas,15608151,TE/FLEX,3300,In Progress,WAS,6.12
2289480335,NFL $125K mini-MAX [150 Entry Max],94271425,$0.50,Matt Ryan (15607538) (LOCKED),David Montgomery (15607623) (LOCKED),James Robinson (15607607) (LOCKED),Julio Jones (15607815) (LOCKED),Adam Thielen (15607807) (LOCKED),Olamide Zaccheaus (15607949) (LOCKED),Jonnu Smith (15608115) (LOCKED),Ronald Jones II (15607621),Jets (15608299),,DST,WAS Football Team  (15608288) (LOCKED),WAS Football Team ,15608288,DST,3300,In Progress,WAS,5.2
2289480336,NFL $125K mini-MAX [150 Entry Max],94271425,$0.50,Aaron Rodgers (15607535),Derrick Henry (15607597) (LOCKED),James Robinson (15607607) (LOCKED),Terry McLaurin (15607841) (LOCKED),Scotty Miller (15607899),Marquez Valdes-Scantling (15607883),Robert Tonyan (15608117),David Montgomery (15607623) (LOCKED),Dolphins (15608293),,TE,Jordan Akins (15608149) (LOCKED),Jordan Akins,15608149,TE/FLEX,3300,In Progress,HOU,9.2
2289480337,NFL $125K mini-MAX [150 Entry Max],94271425,$0.50,Kirk Cousins (15607543) (LOCKED),Alexander Mattison (15607599) (LOCKED),James Robinson (15607607) (LOCKED),Terry McLaurin (15607841) (LOCKED),Darnell Mooney (15608011) (LOCKED),Calvin Ridley (15607805) (LOCKED),Kyle Rudolph (15608139) (LOCKED),Aaron Jones (15607595),Bengals (15608302) (LOCKED),,TE,Chris Herndon (15608153),Chris Herndon,15608153,TE/FLEX,3200,NYJ@MIA 10/18/2020 04:05PM ET,NYJ,4.36
2289480338,NFL $125K mini-MAX [150 Entry Max],94271425,$0.50,Matt Ryan (15607538) (LOCKED),Derrick Henry (15607597) (LOCKED),David Montgomery (15607623) (LOCKED),Russell Gage (15607873) (LOCKED),Adam Thielen (15607807) (LOCKED),Olamide Zaccheaus (15607949) (LOCKED),Eric Ebron (15608131) (LOCKED),Aaron Jones (15607595),WAS Football Team (15608288) (LOCKED),,WR,Olamide Zaccheaus (15607949) (LOCKED),Olamide Zaccheaus,15607949,WR/FLEX,3200,In Progress,ATL,5.8
