Entry ID,Contest Name,Contest ID,Entry Fee,QB,RB,RB,WR,WR,WR,TE,FLEX,DST,,Instructions
2250440152,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93138862,$20,Gardner Minshew II (15512438) (LOCKED),Ezekiel Elliott (15512495) (LOCKED),Alvin Kamara (15512493) (LOCKED),Tee Higgins (15512841) (LOCKED),DJ Moore (15512789) (LOCKED),Laviska Shenault Jr. (15512851) (LOCKED),Tyler Eifert (15513135) (LOCKED),Chris Carson (15512515) (LOCKED),Ravens (15513305) (LOCKED),,1. Column A lists all of your contest entries for this draftgroup
2259676322,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93138862,$20,Gardner Minshew II (15512438) (LOCKED),Ezekiel Elliott (15512495) (LOCKED),Alvin Kamara (15512493) (LOCKED),DJ Chark Jr. (15512775) (LOCKED),A.J. Green (15512793) (LOCKED),Laviska Shenault Jr. (15512851) (LOCKED),Jordan Akins (15513143) (LOCKED),Mike Davis (15512527) (LOCKED),Buccaneers (15513311) (LOCKED),,2. Your current lineup is listed next to each entry (blank for reservations)
2259681202,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93138862,$20,Kirk Cousins (15512445) (LOCKED),Ezekiel Elliott (15512495) (LOCKED),Alvin Kamara (15512493) (LOCKED),Brandin Cooks (15512837) (LOCKED),DJ Moore (15512789) (LOCKED),Adam Thielen (15512759) (LOCKED),Irv Smith Jr. (15513213) (LOCKED),Chris Carson (15512515) (LOCKED),Bears (15513317),,3. You can change the lineup for an entry by entering the IDs of the players in the row next to that entry
2259681203,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93138862,$20,Gardner Minshew II (15512438) (LOCKED),Ezekiel Elliott (15512495) (LOCKED),Alvin Kamara (15512493) (LOCKED),Keelan Cole (15512845) (LOCKED),DK Metcalf (15512747) (LOCKED),Laviska Shenault Jr. (15512851) (LOCKED),Drew Sample (15513137) (LOCKED),Kenyan Drake (15512519) (LOCKED),Bears (15513317),,4. Use data from the Name+ID column or the ID column; you cannot use just the player's name
2259681204,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93138862,$20,Kirk Cousins (15512445) (LOCKED),Ezekiel Elliott (15512495) (LOCKED),Alvin Kamara (15512493) (LOCKED),Justin Jefferson (15512803) (LOCKED),Marvin Jones Jr. (15512817) (LOCKED),Adam Thielen (15512759) (LOCKED),Jordan Akins (15513143) (LOCKED),Mike Davis (15512527) (LOCKED),Bengals (15513320) (LOCKED),,5. For faster processing only include entries you are changing in the file you upload
2259681205,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93138862,$20,Derek Carr (15512450),Ezekiel Elliott (15512495) (LOCKED),Alvin Kamara (15512493) (LOCKED),Cole Beasley (15512831),Brandin Cooks (15512837) (LOCKED),Hunter Renfrow (15512833),Darren Waller (15513101),Chris Carson (15512515) (LOCKED),Buccaneers (15513311) (LOCKED),,
2259681206,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93138862,$20,Gardner Minshew II (15512438) (LOCKED),Ezekiel Elliott (15512495) (LOCKED),Alvin Kamara (15512493) (LOCKED),Tyler Boyd (15512773) (LOCKED),Keelan Cole (15512845) (LOCKED),DeVante Parker (15512785) (LOCKED),Tyler Eifert (15513135) (LOCKED),Mike Davis (15512527) (LOCKED),Vikings (15513322) (LOCKED),,Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
2259696698,NFL $125K mini-MAX [150 Entry Max],93173327,$0.50,Dak Prescott (15512429) (LOCKED),Kenyan Drake (15512519) (LOCKED),Alvin Kamara (15512493) (LOCKED),Brandin Cooks (15512837) (LOCKED),Amari Cooper (15512755) (LOCKED),Jarvis Landry (15512809) (LOCKED),Dalton Schultz (15513113) (LOCKED),Ronald Jones II (15512555) (LOCKED),Buccaneers (15513311) (LOCKED),,WR,Chase Claypool (15512877),Chase Claypool,15512877,WR/FLEX,4000,Postponed,PIT,9.3
2259696699,NFL $125K mini-MAX [150 Entry Max],93173327,$0.50,Russell Wilson (15512426) (LOCKED),Alvin Kamara (15512493) (LOCKED),Joe Mixon (15512525) (LOCKED),Tyler Lockett (15512743) (LOCKED),David Moore (15512903) (LOCKED),DeVante Parker (15512785) (LOCKED),Logan Thomas (15513131) (LOCKED),David Montgomery (15512535),Cowboys (15513314) (LOCKED),,QB,Ryan Griffin (15512486) (LOCKED),Ryan Griffin,15512486,QB,4000,In Progress,TB,0
2259696700,NFL $125K mini-MAX [150 Entry Max],93173327,$0.50,Matthew Stafford (15512439) (LOCKED),Mike Davis (15512527) (LOCKED),Ezekiel Elliott (15512495) (LOCKED),Marvin Jones Jr. (15512817) (LOCKED),Tyler Lockett (15512743) (LOCKED),Tre'Quan Smith (15512815) (LOCKED),T.J. Hockenson (15513107) (LOCKED),David Montgomery (15512535),Buccaneers (15513311) (LOCKED),,QB,Easton Stick (15512487) (LOCKED),Easton Stick,15512487,QB,4000,In Progress,LAC,0
2259696701,NFL $125K mini-MAX [150 Entry Max],93173327,$0.50,Gardner Minshew II (15512438) (LOCKED),Ezekiel Elliott (15512495) (LOCKED),Devin Singletary (15512521),Tyler Boyd (15512773) (LOCKED),Tyler Lockett (15512743) (LOCKED),Laviska Shenault Jr. (15512851) (LOCKED),Tyler Eifert (15513135) (LOCKED),David Montgomery (15512535),Rams (15513306),,RB,LeSean McCoy (15512669) (LOCKED),LeSean McCoy,15512669,RB/FLEX,4000,In Progress,TB,4.23
2259696702,NFL $125K mini-MAX [150 Entry Max],93173327,$0.50,Kirk Cousins (15512445) (LOCKED),Kenyan Drake (15512519) (LOCKED),Alvin Kamara (15512493) (LOCKED),Randall Cobb (15512823) (LOCKED),Tyler Lockett (15512743) (LOCKED),Adam Thielen (15512759) (LOCKED),Irv Smith Jr. (15513213) (LOCKED),Devin Singletary (15512521),Cardinals (15513309) (LOCKED),,RB,Ke'Shawn Vaughn (15512671) (LOCKED),Ke'Shawn Vaughn,15512671,RB/FLEX,4000,In Progress,TB,0
2259696703,NFL $125K mini-MAX [150 Entry Max],93173327,$0.50,Russell Wilson (15512426) (LOCKED),Mike Davis (15512527) (LOCKED),Ronald Jones II (15512555) (LOCKED),Tyler Lockett (15512743) (LOCKED),DK Metcalf (15512747) (LOCKED),DeVante Parker (15512785) (LOCKED),Jordan Akins (15513143) (LOCKED),David Montgomery (15512535),Saints (15513310) (LOCKED),,RB,Kenjon Barner (15512673) (LOCKED),Kenjon Barner,15512673,RB/FLEX,4000,In Progress,TB,0
2259696704,NFL $125K mini-MAX [150 Entry Max],93173327,$0.50,Russell Wilson (15512426) (LOCKED),Kenyan Drake (15512519) (LOCKED),Ezekiel Elliott (15512495) (LOCKED),Nelson Agholor (15512895),Tyler Lockett (15512743) (LOCKED),DeVante Parker (15512785) (LOCKED),Greg Olsen (15513117) (LOCKED),Ronald Jones II (15512555) (LOCKED),Buccaneers (15513311) (LOCKED),,RB,T.J. Logan (15512675) (LOCKED),T.J. Logan,15512675,RB/FLEX,4000,In Progress,TB,0
2259696705,NFL $125K mini-MAX [150 Entry Max],93173327,$0.50,Josh Allen (15512428),Mike Davis (15512527) (LOCKED),Ezekiel Elliott (15512495) (LOCKED),John Brown (15512805),Brandin Cooks (15512837) (LOCKED),Stefon Diggs (15512749),Darren Waller (15513101),David Montgomery (15512535),WAS Football Team (15513329) (LOCKED),,RB,Justin Jackson (15512677) (LOCKED),Justin Jackson,15512677,RB/FLEX,4000,In Progress,LAC,0.4
2259696706,NFL $125K mini-MAX [150 Entry Max],93173327,$0.50,Dak Prescott (15512429) (LOCKED),Chris Carson (15512515) (LOCKED),Alvin Kamara (15512493) (LOCKED),Amari Cooper (15512755) (LOCKED),Michael Gallup (15512771) (LOCKED),KhaDarel Hodge (15512919) (LOCKED),Jordan Akins (15513143) (LOCKED),Kenyan Drake (15512519) (LOCKED),Bears (15513317),,RB,Darius Bradwell (15512679) (LOCKED),Darius Bradwell,15512679,RB/FLEX,4000,In Progress,LAC,0
2259696707,NFL $125K mini-MAX [150 Entry Max],93173327,$0.50,Matthew Stafford (15512439) (LOCKED),Kenyan Drake (15512519) (LOCKED),Ezekiel Elliott (15512495) (LOCKED),Kenny Golladay (15512777) (LOCKED),Deonte Harris (15512909) (LOCKED),DK Metcalf (15512747) (LOCKED),T.J. Hockenson (15513107) (LOCKED),Devin Singletary (15512521),Buccaneers (15513311) (LOCKED),,RB,Gabe Nabers (15512681) (LOCKED),Gabe Nabers,15512681,RB/FLEX,4000,In Progress,LAC,0
2259696708,NFL $125K mini-MAX [150 Entry Max],93173327,$0.50,Gardner Minshew II (15512438) (LOCKED),Mike Davis (15512527) (LOCKED),Ezekiel Elliott (15512495) (LOCKED),DJ Chark Jr. (15512775) (LOCKED),Brandin Cooks (15512837) (LOCKED),Allen Robinson II (15512753),Tyler Eifert (15513135) (LOCKED),Joe Mixon (15512525) (LOCKED),Ravens (15513305) (LOCKED),,RB,Travis Homer (15512653) (LOCKED),Travis Homer,15512653,RB/FLEX,4000,In Progress,SEA,2.1
2259696709,NFL $125K mini-MAX [150 Entry Max],93173327,$0.50,Russell Wilson (15512426) (LOCKED),Mike Davis (15512527) (LOCKED),Ezekiel Elliott (15512495) (LOCKED),Isaiah Ford (15512891) (LOCKED),Tyler Lockett (15512743) (LOCKED),Laviska Shenault Jr. (15512851) (LOCKED),Greg Olsen (15513117) (LOCKED),David Montgomery (15512535),Ravens (15513305) (LOCKED),,RB,DeeJay Dallas (15512655) (LOCKED),DeeJay Dallas,15512655,RB/FLEX,4000,In Progress,SEA,0
2259696710,NFL $125K mini-MAX [150 Entry Max],93173327,$0.50,Kirk Cousins (15512445) (LOCKED),Mike Davis (15512527) (LOCKED),Ezekiel Elliott (15512495) (LOCKED),Randall Cobb (15512823) (LOCKED),DK Metcalf (15512747) (LOCKED),Adam Thielen (15512759) (LOCKED),Kyle Rudolph (15513141) (LOCKED),Devin Singletary (15512521),Buccaneers (15513311) (LOCKED),,RB,Rashaad Penny (15512657) (LOCKED),Rashaad Penny,15512657,RB/FLEX,4000,In Progress,SEA,0
2259696711,NFL $125K mini-MAX [150 Entry Max],93173327,$0.50,Deshaun Watson (15512432) (LOCKED),Mike Davis (15512527) (LOCKED),Ezekiel Elliott (15512495) (LOCKED),Brandin Cooks (15512837) (LOCKED),DK Metcalf (15512747) (LOCKED),Adam Thielen (15512759) (LOCKED),Jordan Akins (15513143) (LOCKED),Myles Gaskin (15512543) (LOCKED),Bills (15513308),,RB,Nick Bellore (15512659) (LOCKED),Nick Bellore,15512659,RB/FLEX,4000,In Progress,SEA,0
2259696712,NFL $125K mini-MAX [150 Entry Max],93173327,$0.50,Gardner Minshew II (15512438) (LOCKED),Dalvin Cook (15512497) (LOCKED),Ezekiel Elliott (15512495) (LOCKED),Chris Conley (15512889) (LOCKED),A.J. Green (15512793) (LOCKED),Laviska Shenault Jr. (15512851) (LOCKED),Darren Waller (15513101),Chris Carson (15512515) (LOCKED),Saints (15513310) (LOCKED),,RB,Matt Breida (15512661) (LOCKED),Matt Breida,15512661,RB/FLEX,4000,In Progress,MIA,2.5
2259696713,NFL $125K mini-MAX [150 Entry Max],93173327,$0.50,Russell Wilson (15512426) (LOCKED),Kenyan Drake (15512519) (LOCKED),Ezekiel Elliott (15512495) (LOCKED),Tyler Lockett (15512743) (LOCKED),David Moore (15512903) (LOCKED),Preston Williams (15512839) (LOCKED),T.J. Hockenson (15513107) (LOCKED),Devin Singletary (15512521),Vikings (15513322) (LOCKED),,RB,Patrick Laird (15512663) (LOCKED),Patrick Laird,15512663,RB/FLEX,4000,In Progress,MIA,0.97
2259696714,NFL $125K mini-MAX [150 Entry Max],93173327,$0.50,Russell Wilson (15512426) (LOCKED),Mike Davis (15512527) (LOCKED),Ezekiel Elliott (15512495) (LOCKED),Isaiah Ford (15512891) (LOCKED),DK Metcalf (15512747) (LOCKED),David Moore (15512903) (LOCKED),Darren Waller (15513101),Jonathan Taylor (15512509),Chargers (15513319) (LOCKED),,RB,Malcolm Perry (15512665) (LOCKED),Malcolm Perry,15512665,RB/FLEX,4000,In Progress,MIA,0
2259696715,NFL $125K mini-MAX [150 Entry Max],93173327,$0.50,Deshaun Watson (15512432) (LOCKED),Chris Carson (15512515) (LOCKED),Ezekiel Elliott (15512495) (LOCKED),Tyler Boyd (15512773) (LOCKED),Brandin Cooks (15512837) (LOCKED),Will Fuller V (15512779) (LOCKED),Irv Smith Jr. (15513213) (LOCKED),Kenyan Drake (15512519) (LOCKED),Ravens (15513305) (LOCKED),,RB,Chandler Cox (15512667) (LOCKED),Chandler Cox,15512667,RB/FLEX,4000,In Progress,MIA,0
2259696716,NFL $125K mini-MAX [150 Entry Max],93173327,$0.50,Gardner Minshew II (15512438) (LOCKED),Kenyan Drake (15512519) (LOCKED),Ezekiel Elliott (15512495) (LOCKED),DJ Chark Jr. (15512775) (LOCKED),Tee Higgins (15512841) (LOCKED),Laviska Shenault Jr. (15512851) (LOCKED),T.J. Hockenson (15513107) (LOCKED),Jonathan Taylor (15512509),Rams (15513306),,QB,Jake Luton (15512485) (LOCKED),Jake Luton,15512485,QB,4000,In Progress,JAX,0
2259696717,NFL $125K mini-MAX [150 Entry Max],93173327,$0.50,Gardner Minshew II (15512438) (LOCKED),Mike Davis (15512527) (LOCKED),Ezekiel Elliott (15512495) (LOCKED),Tyler Boyd (15512773) (LOCKED),DJ Chark Jr. (15512775) (LOCKED),Chris Conley (15512889) (LOCKED),Mike Gesicki (15513103) (LOCKED),Devin Singletary (15512521),Bills (15513308),,RB,Dare Ogunbowale (15512643) (LOCKED),Dare Ogunbowale,15512643,RB/FLEX,4000,In Progress,JAX,0
2259696718,NFL $125K mini-MAX [150 Entry Max],93173327,$0.50,Josh Allen (15512428),Chris Carson (15512515) (LOCKED),Ezekiel Elliott (15512495) (LOCKED),Cole Beasley (15512831),John Brown (15512805),DJ Moore (15512789) (LOCKED),Darren Waller (15513101),Ronald Jones II (15512555) (LOCKED),Colts (15513313),,RB,Devine Ozigbo (15512645) (LOCKED),Devine Ozigbo,15512645,RB/FLEX,4000,In Progress,JAX,0
2259696719,NFL $125K mini-MAX [150 Entry Max],93173327,$0.50,Derek Carr (15512450),Kenyan Drake (15512519) (LOCKED),Ezekiel Elliott (15512495) (LOCKED),John Brown (15512805),DK Metcalf (15512747) (LOCKED),Hunter Renfrow (15512833),Darren Waller (15513101),David Johnson (15512531) (LOCKED),Cardinals (15513309) (LOCKED),,RB,Bruce Miller (15512647) (LOCKED),Bruce Miller,15512647,RB/FLEX,4000,In Progress,JAX,0.4
2259696720,NFL $125K mini-MAX [150 Entry Max],93173327,$0.50,Drew Brees (15512440) (LOCKED),Chris Carson (15512515) (LOCKED),Ezekiel Elliott (15512495) (LOCKED),Kenny Golladay (15512777) (LOCKED),Emmanuel Sanders (15512821) (LOCKED),Tre'Quan Smith (15512815) (LOCKED),Darren Waller (15513101),Kenyan Drake (15512519) (LOCKED),Bears (15513317),,RB,Samaje Perine (15512649) (LOCKED),Samaje Perine,15512649,RB/FLEX,4000,In Progress,CIN,0
2259696721,NFL $125K mini-MAX [150 Entry Max],93173327,$0.50,Deshaun Watson (15512432) (LOCKED),Chris Carson (15512515) (LOCKED),Ezekiel Elliott (15512495) (LOCKED),Randall Cobb (15512823) (LOCKED),Kenny Golladay (15512777) (LOCKED),Adam Thielen (15512759) (LOCKED),Darren Fells (15513147) (LOCKED),Mike Davis (15512527) (LOCKED),Jaguars (15513318) (LOCKED),,RB,Trayveon Williams (15512651) (LOCKED),Trayveon Williams,15512651,RB/FLEX,4000,In Progress,CIN,0
2259696722,NFL $125K mini-MAX [150 Entry Max],93173327,$0.50,Joe Burrow (15512435) (LOCKED),Chris Carson (15512515) (LOCKED),Ezekiel Elliott (15512495) (LOCKED),Tyler Boyd (15512773) (LOCKED),DJ Chark Jr. (15512775) (LOCKED),Tee Higgins (15512841) (LOCKED),Jordan Akins (15513143) (LOCKED),Mike Davis (15512527) (LOCKED),Ravens (15513305) (LOCKED),,QB,Ben DiNucci (15512484) (LOCKED),Ben DiNucci,15512484,QB,4000,In Progress,DAL,0
2259696723,NFL $125K mini-MAX [150 Entry Max],93173327,$0.50,Josh Allen (15512428),Chris Carson (15512515) (LOCKED),Ezekiel Elliott (15512495) (LOCKED),Cole Beasley (15512831),Stefon Diggs (15512749),Hunter Renfrow (15512833),Jimmy Graham (15513125),Kenyan Drake (15512519) (LOCKED),Giants (15513325),,RB,Rico Dowdle (15512637) (LOCKED),Rico Dowdle,15512637,RB/FLEX,4000,In Progress,DAL,0
2259696724,NFL $125K mini-MAX [150 Entry Max],93173327,$0.50,Matthew Stafford (15512439) (LOCKED),Dalvin Cook (15512497) (LOCKED),Ezekiel Elliott (15512495) (LOCKED),Kenny Golladay (15512777) (LOCKED),Deonte Harris (15512909) (LOCKED),Marvin Jones Jr. (15512817) (LOCKED),Darren Waller (15513101),Mike Davis (15512527) (LOCKED),Colts (15513313),,RB,D'Ernest Johnson (15512639) (LOCKED),D'Ernest Johnson,15512639,RB/FLEX,4000,In Progress,CLE,0.17
2259696725,NFL $125K mini-MAX [150 Entry Max],93173327,$0.50,Russell Wilson (15512426) (LOCKED),Ezekiel Elliott (15512495) (LOCKED),Joe Mixon (15512525) (LOCKED),Isaiah Ford (15512891) (LOCKED),Tyler Lockett (15512743) (LOCKED),DK Metcalf (15512747) (LOCKED),Jimmy Graham (15513125),Ronald Jones II (15512555) (LOCKED),Giants (15513325),,RB,Andy Janovich (15512641) (LOCKED),Andy Janovich,15512641,RB/FLEX,4000,In Progress,CLE,1.1
2259696726,NFL $125K mini-MAX [150 Entry Max],93173327,$0.50,Ryan Fitzpatrick (15512448) (LOCKED),Mike Davis (15512527) (LOCKED),Ezekiel Elliott (15512495) (LOCKED),DK Metcalf (15512747) (LOCKED),DeVante Parker (15512785) (LOCKED),Preston Williams (15512839) (LOCKED),Hunter Henry (15513109) (LOCKED),Devin Singletary (15512521),Saints (15513310) (LOCKED),,TE,Austin Hooper (15513119) (LOCKED),Austin Hooper,15513119,TE/FLEX,4000,In Progress,CLE,4.4
2259696727,NFL $125K mini-MAX [150 Entry Max],93173327,$0.50,Ryan Fitzpatrick (15512448) (LOCKED),Kenyan Drake (15512519) (LOCKED),Ezekiel Elliott (15512495) (LOCKED),Tyler Lockett (15512743) (LOCKED),DeVante Parker (15512785) (LOCKED),Preston Williams (15512839) (LOCKED),Darren Waller (15513101),David Montgomery (15512535),Bengals (15513320) (LOCKED),,RB,Alexander Mattison (15512619) (LOCKED),Alexander Mattison,15512619,RB/FLEX,4000,In Progress,MIN,5.77
2259696728,NFL $125K mini-MAX [150 Entry Max],93173327,$0.50,Kirk Cousins (15512445) (LOCKED),Chris Carson (15512515) (LOCKED),Ezekiel Elliott (15512495) (LOCKED),Randall Cobb (15512823) (LOCKED),DeAndre Hopkins (15512739) (LOCKED),Justin Jefferson (15512803) (LOCKED),Irv Smith Jr. (15513213) (LOCKED),Mike Davis (15512527) (LOCKED),Saints (15513310) (LOCKED),,RB,Ameer Abdullah (15512621) (LOCKED),Ameer Abdullah,15512621,RB/FLEX,4000,In Progress,MIN,0
2259696729,NFL $125K mini-MAX [150 Entry Max],93173327,$0.50,Ryan Fitzpatrick (15512448) (LOCKED),Mike Davis (15512527) (LOCKED),Ezekiel Elliott (15512495) (LOCKED),T.Y. Hilton (15512801),Tyler Lockett (15512743) (LOCKED),DeVante Parker (15512785) (LOCKED),Mike Gesicki (15513103) (LOCKED),Ronald Jones II (15512555) (LOCKED),Colts (15513313),,RB,Mike Boone (15512623) (LOCKED),Mike Boone,15512623,RB/FLEX,4000,In Progress,MIN,0
2259696730,NFL $125K mini-MAX [150 Entry Max],93173327,$0.50,Matthew Stafford (15512439) (LOCKED),Ezekiel Elliott (15512495) (LOCKED),Joe Mixon (15512525) (LOCKED),Kenny Golladay (15512777) (LOCKED),DJ Moore (15512789) (LOCKED),Tre'Quan Smith (15512815) (LOCKED),T.J. Hockenson (15513107) (LOCKED),David Johnson (15512531) (LOCKED),Colts (15513313),,RB,C.J. Ham (15512625) (LOCKED),C.J. Ham,15512625,RB/FLEX,4000,In Progress,MIN,0.83
2259696731,NFL $125K mini-MAX [150 Entry Max],93173327,$0.50,Deshaun Watson (15512432) (LOCKED),Mike Davis (15512527) (LOCKED),Ezekiel Elliott (15512495) (LOCKED),Brandin Cooks (15512837) (LOCKED),Will Fuller V (15512779) (LOCKED),Tyler Lockett (15512743) (LOCKED),Kyle Rudolph (15513141) (LOCKED),David Montgomery (15512535),Saints (15513310) (LOCKED),,RB,Duke Johnson (15512627) (LOCKED),Duke Johnson,15512627,RB/FLEX,4000,In Progress,HOU,1.4
2259696732,NFL $125K mini-MAX [150 Entry Max],93173327,$0.50,Joe Burrow (15512435) (LOCKED),Kenyan Drake (15512519) (LOCKED),Ezekiel Elliott (15512495) (LOCKED),A.J. Green (15512793) (LOCKED),Tee Higgins (15512841) (LOCKED),DK Metcalf (15512747) (LOCKED),Tyler Eifert (15513135) (LOCKED),David Johnson (15512531) (LOCKED),Ravens (15513305) (LOCKED),,RB,Buddy Howell (15512629) (LOCKED),Buddy Howell,15512629,RB/FLEX,4000,In Progress,HOU,0
2259696733,NFL $125K mini-MAX [150 Entry Max],93173327,$0.50,Josh Allen (15512428),Mike Davis (15512527) (LOCKED),Ezekiel Elliott (15512495) (LOCKED),Nelson Agholor (15512895),Cole Beasley (15512831),Stefon Diggs (15512749),Hunter Henry (15513109) (LOCKED),David Johnson (15512531) (LOCKED),Ravens (15513305) (LOCKED),,RB,C.J. Prosise (15512631) (LOCKED),C.J. Prosise,15512631,RB/FLEX,4000,In Progress,HOU,0.05
2259696734,NFL $125K mini-MAX [150 Entry Max],93173327,$0.50,Dak Prescott (15512429) (LOCKED),Chris Carson (15512515) (LOCKED),Mike Davis (15512527) (LOCKED),Odell Beckham Jr. (15512783) (LOCKED),Michael Gallup (15512771) (LOCKED),CeeDee Lamb (15512799) (LOCKED),T.J. Hockenson (15513107) (LOCKED),Ronald Jones II (15512555) (LOCKED),Rams (15513306),,RB,Scottie Phillips (15512633) (LOCKED),Scottie Phillips,15512633,RB/FLEX,4000,In Progress,HOU,0
2259696735,NFL $125K mini-MAX [150 Entry Max],93173327,$0.50,Russell Wilson (15512426) (LOCKED),Kenyan Drake (15512519) (LOCKED),Joe Mixon (15512525) (LOCKED),Nelson Agholor (15512895),Tyler Lockett (15512743) (LOCKED),DK Metcalf (15512747) (LOCKED),Mike Gesicki (15513103) (LOCKED),David Montgomery (15512535),Texans (15513326) (LOCKED),,RB,Cullen Gillaspia (15512635) (LOCKED),Cullen Gillaspia,15512635,RB/FLEX,4000,In Progress,HOU,0.8
2259696736,NFL $125K mini-MAX [150 Entry Max],93173327,$0.50,Dak Prescott (15512429) (LOCKED),Chris Carson (15512515) (LOCKED),Mike Davis (15512527) (LOCKED),Odell Beckham Jr. (15512783) (LOCKED),Amari Cooper (15512755) (LOCKED),Marvin Jones Jr. (15512817) (LOCKED),Dalton Schultz (15513113) (LOCKED),Joe Mixon (15512525) (LOCKED),Colts (15513313),,RB,Saquon Barkley (15512593),Saquon Barkley,15512593,RB/FLEX,4000,NYG@LAR 10/04/2020 04:05PM ET,NYG,7.7
2259696737,NFL $125K mini-MAX [150 Entry Max],93173327,$0.50,Gardner Minshew II (15512438) (LOCKED),Chris Carson (15512515) (LOCKED),Dalvin Cook (15512497) (LOCKED),Keelan Cole (15512845) (LOCKED),Amari Cooper (15512755) (LOCKED),A.J. Green (15512793) (LOCKED),Tyler Eifert (15513135) (LOCKED),Mike Davis (15512527) (LOCKED),Ravens (15513305) (LOCKED),,RB,Elijhaa Penny (15512613),Elijhaa Penny,15512613,RB/FLEX,4000,NYG@LAR 10/04/2020 04:05PM ET,NYG,0
2259696738,NFL $125K mini-MAX [150 Entry Max],93173327,$0.50,Dak Prescott (15512429) (LOCKED),Mike Davis (15512527) (LOCKED),David Johnson (15512531) (LOCKED),Odell Beckham Jr. (15512783) (LOCKED),Amari Cooper (15512755) (LOCKED),CeeDee Lamb (15512799) (LOCKED),Darren Waller (15513101),David Montgomery (15512535),Bengals (15513320) (LOCKED),,RB,Xavier Jones (15512615),Xavier Jones,15512615,RB/FLEX,4000,NYG@LAR 10/04/2020 04:05PM ET,LAR,0
2259696739,NFL $125K mini-MAX [150 Entry Max],93173327,$0.50,Russell Wilson (15512426) (LOCKED),Kenyan Drake (15512519) (LOCKED),David Johnson (15512531) (LOCKED),Tyler Lockett (15512743) (LOCKED),DK Metcalf (15512747) (LOCKED),Preston Williams (15512839) (LOCKED),Dalton Schultz (15513113) (LOCKED),Ronald Jones II (15512555) (LOCKED),Colts (15513313),,RB,Raymond Calais (15512617),Raymond Calais,15512617,RB/FLEX,4000,NYG@LAR 10/04/2020 04:05PM ET,LAR,0
2259696740,NFL $125K mini-MAX [150 Entry Max],93173327,$0.50,Gardner Minshew II (15512438) (LOCKED),Dalvin Cook (15512497) (LOCKED),Mike Davis (15512527) (LOCKED),DJ Chark Jr. (15512775) (LOCKED),DK Metcalf (15512747) (LOCKED),Laviska Shenault Jr. (15512851) (LOCKED),Drew Sample (15513137) (LOCKED),Devin Singletary (15512521),Rams (15513306),,RB,Devontae Booker (15512605),Devontae Booker,15512605,RB/FLEX,4000,BUF@LV 10/04/2020 04:25PM ET,LV,4.27
2259696741,NFL $125K mini-MAX [150 Entry Max],93173327,$0.50,Gardner Minshew II (15512438) (LOCKED),Chris Carson (15512515) (LOCKED),Mike Davis (15512527) (LOCKED),Odell Beckham Jr. (15512783) (LOCKED),DeAndre Hopkins (15512739) (LOCKED),Laviska Shenault Jr. (15512851) (LOCKED),Tyler Eifert (15513135) (LOCKED),Joe Mixon (15512525) (LOCKED),Rams (15513306),,RB,Alec Ingold (15512607),Alec Ingold,15512607,RB/FLEX,4000,BUF@LV 10/04/2020 04:25PM ET,LV,3.53
2259696742,NFL $125K mini-MAX [150 Entry Max],93173327,$0.50,Baker Mayfield (15512442) (LOCKED),Chris Carson (15512515) (LOCKED),James Robinson (15512511) (LOCKED),Odell Beckham Jr. (15512783) (LOCKED),Michael Gallup (15512771) (LOCKED),Jarvis Landry (15512809) (LOCKED),T.J. Hockenson (15513107) (LOCKED),David Montgomery (15512535),Ravens (15513305) (LOCKED),,RB,T.J. Yeldon (15512609),T.J. Yeldon,15512609,RB/FLEX,4000,BUF@LV 10/04/2020 04:25PM ET,BUF,1.8
2259696743,NFL $125K mini-MAX [150 Entry Max],93173327,$0.50,Kirk Cousins (15512445) (LOCKED),Chris Carson (15512515) (LOCKED),Mike Davis (15512527) (LOCKED),Odell Beckham Jr. (15512783) (LOCKED),Kenny Golladay (15512777) (LOCKED),Adam Thielen (15512759) (LOCKED),Jordan Akins (15513143) (LOCKED),Dalvin Cook (15512497) (LOCKED),Bears (15513317),,RB,Taiwan Jones (15512611),Taiwan Jones,15512611,RB/FLEX,4000,BUF@LV 10/04/2020 04:25PM ET,BUF,0
2259696744,NFL $125K mini-MAX [150 Entry Max],93173327,$0.50,Dak Prescott (15512429) (LOCKED),Chris Carson (15512515) (LOCKED),Mike Davis (15512527) (LOCKED),Amari Cooper (15512755) (LOCKED),Michael Gallup (15512771) (LOCKED),Jarvis Landry (15512809) (LOCKED),Hunter Henry (15513109) (LOCKED),David Johnson (15512531) (LOCKED),Giants (15513325),,RB,Damien Harris (15512591),Damien Harris,15512591,RB/FLEX,4000,Postponed,NE,0
