Entry ID,Contest Name,Contest ID,Entry Fee,QB,RB,RB,WR,WR,WR,TE,FLEX,DST,,Instructions
2270734651,NFL Wrangler Let the Games Begin,93172533,$0,Jared Goff (15560224),Kareem Hunt (15560296),Josh Jacobs (15560304),Robby Anderson (15560546),CeeDee Lamb (15560540),DeVante Parker (15560544),Drew Sample (15560880),DJ Chark Jr. (15560526),Browns (15561054),,1. Column A lists all of your contest entries for this draftgroup
2270711717,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93673931,$20,Jared Goff (15560224),Kareem Hunt (15560296),Josh Jacobs (15560304),Robby Anderson (15560546),CeeDee Lamb (15560540),DeVante Parker (15560544),Drew Sample (15560880),DJ Chark Jr. (15560526),Browns (15561054),,2. Your current lineup is listed next to each entry (blank for reservations)
2270711718,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93673931,$20,Jared Goff (15560224),Kareem Hunt (15560296),Josh Jacobs (15560304),Robby Anderson (15560546),CeeDee Lamb (15560540),DeVante Parker (15560544),Drew Sample (15560880),DJ Chark Jr. (15560526),Browns (15561054),,3. You can change the lineup for an entry by entering the IDs of the players in the row next to that entry
2270711719,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93673931,$20,Jared Goff (15560224),Kareem Hunt (15560296),Josh Jacobs (15560304),Robby Anderson (15560546),CeeDee Lamb (15560540),DeVante Parker (15560544),Drew Sample (15560880),DJ Chark Jr. (15560526),Browns (15561054),,4. Use data from the Name+ID column or the ID column; you cannot use just the player's name
2270711720,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93673931,$20,Jared Goff (15560224),Kareem Hunt (15560296),Josh Jacobs (15560304),Robby Anderson (15560546),CeeDee Lamb (15560540),DeVante Parker (15560544),Drew Sample (15560880),DJ Chark Jr. (15560526),Browns (15561054),,5. For faster processing only include entries you are changing in the file you upload
2270711721,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93673931,$20,Jared Goff (15560224),Kareem Hunt (15560296),Josh Jacobs (15560304),Robby Anderson (15560546),CeeDee Lamb (15560540),DeVante Parker (15560544),Drew Sample (15560880),DJ Chark Jr. (15560526),Browns (15561054),,
2270711722,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93673931,$20,Jared Goff (15560224),Kareem Hunt (15560296),Josh Jacobs (15560304),Robby Anderson (15560546),CeeDee Lamb (15560540),DeVante Parker (15560544),Drew Sample (15560880),DJ Chark Jr. (15560526),Browns (15561054),,Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
2270734794,NFL $125K mini-MAX [150 Entry Max],93720150,$0.50,Jared Goff (15560224),Kareem Hunt (15560296),Josh Jacobs (15560304),Robby Anderson (15560546),CeeDee Lamb (15560540),DeVante Parker (15560544),Drew Sample (15560880),DJ Chark Jr. (15560526),Browns (15561054),,WR,Steven Sims Jr. (15560662),Steven Sims Jr.,15560662,WR/FLEX,3400,LAR@WAS 10/11/2020 01:00PM ET,WAS,5.1
2270734795,NFL $125K mini-MAX [150 Entry Max],93720150,$0.50,Jared Goff (15560224),Kareem Hunt (15560296),Josh Jacobs (15560304),Robby Anderson (15560546),CeeDee Lamb (15560540),DeVante Parker (15560544),Drew Sample (15560880),DJ Chark Jr. (15560526),Browns (15561054),,WR,Gabriel Davis (15560660),Gabriel Davis,15560660,WR/FLEX,3400,Postponed,BUF,8.22
2270734796,NFL $125K mini-MAX [150 Entry Max],93720150,$0.50,Jared Goff (15560224),Kareem Hunt (15560296),Josh Jacobs (15560304),Robby Anderson (15560546),CeeDee Lamb (15560540),DeVante Parker (15560544),Drew Sample (15560880),DJ Chark Jr. (15560526),Browns (15561054),,TE,Tyler Eifert (15560892),Tyler Eifert,15560892,TE/FLEX,3400,JAX@HOU 10/11/2020 01:00PM ET,JAX,5.42
2270734797,NFL $125K mini-MAX [150 Entry Max],93720150,$0.50,Jared Goff (15560224),Kareem Hunt (15560296),Josh Jacobs (15560304),Robby Anderson (15560546),CeeDee Lamb (15560540),DeVante Parker (15560544),Drew Sample (15560880),DJ Chark Jr. (15560526),Browns (15561054),,TE,Darren Fells (15560894),Darren Fells,15560894,TE/FLEX,3400,JAX@HOU 10/11/2020 01:00PM ET,HOU,4.58
2270734798,NFL $125K mini-MAX [150 Entry Max],93720150,$0.50,Jared Goff (15560224),Kareem Hunt (15560296),Josh Jacobs (15560304),Robby Anderson (15560546),CeeDee Lamb (15560540),DeVante Parker (15560544),Drew Sample (15560880),DJ Chark Jr. (15560526),Browns (15561054),,TE,Jordan Reed (15560888),Jordan Reed,15560888,TE/FLEX,3400,MIA@SF 10/11/2020 04:05PM ET,SF,10.5
2270734799,NFL $125K mini-MAX [150 Entry Max],93720150,$0.50,Jared Goff (15560224),Kareem Hunt (15560296),Josh Jacobs (15560304),Robby Anderson (15560546),CeeDee Lamb (15560540),DeVante Parker (15560544),Drew Sample (15560880),DJ Chark Jr. (15560526),Browns (15561054),,WR,Chris Conley (15560664),Chris Conley,15560664,WR/FLEX,3300,JAX@HOU 10/11/2020 01:00PM ET,JAX,6.05
2270734800,NFL $125K mini-MAX [150 Entry Max],93720150,$0.50,Jared Goff (15560224),Kareem Hunt (15560296),Josh Jacobs (15560304),Robby Anderson (15560546),CeeDee Lamb (15560540),DeVante Parker (15560544),Drew Sample (15560880),DJ Chark Jr. (15560526),Browns (15561054),,TE,Jordan Akins (15560898),Jordan Akins,15560898,TE/FLEX,3300,JAX@HOU 10/11/2020 01:00PM ET,HOU,9.2
2270734801,NFL $125K mini-MAX [150 Entry Max],93720150,$0.50,Jared Goff (15560224),Kareem Hunt (15560296),Josh Jacobs (15560304),Robby Anderson (15560546),CeeDee Lamb (15560540),DeVante Parker (15560544),Drew Sample (15560880),DJ Chark Jr. (15560526),Browns (15561054),,WR,Trent Taylor (15560666),Trent Taylor,15560666,WR/FLEX,3300,MIA@SF 10/11/2020 04:05PM ET,SF,2.18
2270734650,Modelo $5K NFL Beat Bettis Contest Series (5),93778456,$0,Jared Goff (15560224),Kareem Hunt (15560296),Josh Jacobs (15560304),Robby Anderson (15560546),CeeDee Lamb (15560540),DeVante Parker (15560544),Drew Sample (15560880),DJ Chark Jr. (15560526),Browns (15561054),,TE,Jack Doyle (15560896),Jack Doyle,15560896,TE/FLEX,3300,IND@CLE 10/11/2020 04:25PM ET,IND,3.37
,,,,,,,,,,,,,,DST,Colts  (15561049),Colts ,15561049,DST,3300,IND@CLE 10/11/2020 04:25PM ET,IND,13
,,,,,,,,,,,,,,TE,Dan Arnold (15560900),Dan Arnold,15560900,TE/FLEX,3200,ARI@NYJ 10/11/2020 01:00PM ET,ARI,4.68
,,,,,,,,,,,,,,TE,Chris Herndon (15560902),Chris Herndon,15560902,TE/FLEX,3200,ARI@NYJ 10/11/2020 01:00PM ET,NYJ,4.35
,,,,,,,,,,,,,,WR,Kalif Raymond (15560668),Kalif Raymond,15560668,WR/FLEX,3200,Postponed,TEN,5.83
,,,,,,,,,,,,,,WR,Damion Ratley (15560670),Damion Ratley,15560670,WR/FLEX,3200,NYG@DAL 10/11/2020 04:25PM ET,NYG,2.58
,,,,,,,,,,,,,,WR,Cedrick Wilson (15560672),Cedrick Wilson,15560672,WR/FLEX,3100,NYG@DAL 10/11/2020 04:25PM ET,DAL,9.28
,,,,,,,,,,,,,,DST,Cowboys  (15561050),Cowboys ,15561050,DST,3100,NYG@DAL 10/11/2020 04:25PM ET,DAL,0.25
,,,,,,,,,,,,,,WR,DaeSean Hamilton (15560676),DaeSean Hamilton,15560676,WR/FLEX,3000,Postponed,DEN,1.55
,,,,,,,,,,,,,,WR,Damiere Byrd (15560832),Damiere Byrd,15560832,WR/FLEX,3000,Postponed,NE,7.98
,,,,,,,,,,,,,,WR,Jakobi Meyers (15560834),Jakobi Meyers,15560834,WR/FLEX,3000,Postponed,NE,0.57
,,,,,,,,,,,,,,WR,Matthew Slater (15560836),Matthew Slater,15560836,WR/FLEX,3000,Postponed,NE,0
,,,,,,,,,,,,,,WR,Gunner Olszewski (15560838),Gunner Olszewski,15560838,WR/FLEX,3000,Postponed,NE,2.1
,,,,,,,,,,,,,,WR,Quincy Adeboyejo (15560840),Quincy Adeboyejo,15560840,WR/FLEX,3000,Postponed,NE,0
,,,,,,,,,,,,,,WR,Diontae Spencer (15560842),Diontae Spencer,15560842,WR/FLEX,3000,Postponed,DEN,0.42
,,,,,,,,,,,,,,WR,Tyrie Cleveland (15560844),Tyrie Cleveland,15560844,WR/FLEX,3000,Postponed,DEN,0.57
,,,,,,,,,,,,,,WR,Courtland Sutton (15560846),Courtland Sutton,15560846,WR/FLEX,3000,Postponed,DEN,9.6
,,,,,,,,,,,,,,TE,Nick Vannett (15560910),Nick Vannett,15560910,TE/FLEX,3000,Postponed,DEN,0.7
,,,,,,,,,,,,,,WR,Chris Hogan (15560674),Chris Hogan,15560674,WR/FLEX,3000,ARI@NYJ 10/11/2020 01:00PM ET,NYJ,5.2
,,,,,,,,,,,,,,WR,KeeSean Johnson (15560820),KeeSean Johnson,15560820,WR/FLEX,3000,ARI@NYJ 10/11/2020 01:00PM ET,ARI,4.4
,,,,,,,,,,,,,,WR,Trent Sherfield (15560822),Trent Sherfield,15560822,WR/FLEX,3000,ARI@NYJ 10/11/2020 01:00PM ET,ARI,0
,,,,,,,,,,,,,,WR,Josh Malone (15560824),Josh Malone,15560824,WR/FLEX,3000,ARI@NYJ 10/11/2020 01:00PM ET,NYJ,1.7
,,,,,,,,,,,,,,WR,Jeff Smith (15560826),Jeff Smith,15560826,WR/FLEX,3000,ARI@NYJ 10/11/2020 01:00PM ET,NYJ,15.1
,,,,,,,,,,,,,,WR,Denzel Mims (15560828),Denzel Mims,15560828,WR/FLEX,3000,ARI@NYJ 10/11/2020 01:00PM ET,NYJ,0
,,,,,,,,,,,,,,WR,Vyncint Smith (15560830),Vyncint Smith,15560830,WR/FLEX,3000,ARI@NYJ 10/11/2020 01:00PM ET,NYJ,0
,,,,,,,,,,,,,,TE,Ryan Griffin (15560908),Ryan Griffin,15560908,TE/FLEX,3000,ARI@NYJ 10/11/2020 01:00PM ET,NYJ,1
,,,,,,,,,,,,,,WR,Seth Roberts (15560804),Seth Roberts,15560804,WR/FLEX,3000,CAR@ATL 10/11/2020 01:00PM ET,CAR,1.78
,,,,,,,,,,,,,,WR,Pharoh Cooper (15560806),Pharoh Cooper,15560806,WR/FLEX,3000,CAR@ATL 10/11/2020 01:00PM ET,CAR,0
,,,,,,,,,,,,,,WR,Brandon Zylstra (15560808),Brandon Zylstra,15560808,WR/FLEX,3000,CAR@ATL 10/11/2020 01:00PM ET,CAR,0
,,,,,,,,,,,,,,WR,Keith Kirkwood (15560810),Keith Kirkwood,15560810,WR/FLEX,3000,CAR@ATL 10/11/2020 01:00PM ET,CAR,0
,,,,,,,,,,,,,,WR,Omar Bayless (15560812),Omar Bayless,15560812,WR/FLEX,3000,CAR@ATL 10/11/2020 01:00PM ET,CAR,0
,,,,,,,,,,,,,,WR,Olamide Zaccheaus (15560814),Olamide Zaccheaus,15560814,WR/FLEX,3000,CAR@ATL 10/11/2020 01:00PM ET,ATL,6.68
,,,,,,,,,,,,,,WR,Brandon Powell (15560816),Brandon Powell,15560816,WR/FLEX,3000,CAR@ATL 10/11/2020 01:00PM ET,ATL,1.42
,,,,,,,,,,,,,,WR,Christian Blake (15560818),Christian Blake,15560818,WR/FLEX,3000,CAR@ATL 10/11/2020 01:00PM ET,ATL,1.92
,,,,,,,,,,,,,,DST,Falcons  (15561051),Falcons ,15561051,DST,3000,CAR@ATL 10/11/2020 01:00PM ET,ATL,1.75
,,,,,,,,,,,,,,WR,Isaiah Wright (15560786),Isaiah Wright,15560786,WR/FLEX,3000,LAR@WAS 10/11/2020 01:00PM ET,WAS,4.63
,,,,,,,,,,,,,,WR,Antonio Gandy-Golden (15560788),Antonio Gandy-Golden,15560788,WR/FLEX,3000,LAR@WAS 10/11/2020 01:00PM ET,WAS,1.17
,,,,,,,,,,,,,,WR,Cam Sims (15560790),Cam Sims,15560790,WR/FLEX,3000,LAR@WAS 10/11/2020 01:00PM ET,WAS,0.92
,,,,,,,,,,,,,,WR,Kelvin Harmon (15560792),Kelvin Harmon,15560792,WR/FLEX,3000,LAR@WAS 10/11/2020 01:00PM ET,WAS,0
,,,,,,,,,,,,,,WR,Emanuel Hall (15560794),Emanuel Hall,15560794,WR/FLEX,3000,LAR@WAS 10/11/2020 01:00PM ET,WAS,0
,,,,,,,,,,,,,,WR,Jordan Veasy (15560796),Jordan Veasy,15560796,WR/FLEX,3000,LAR@WAS 10/11/2020 01:00PM ET,WAS,0
,,,,,,,,,,,,,,WR,Van Jefferson Jr. (15560798),Van Jefferson Jr.,15560798,WR/FLEX,3000,LAR@WAS 10/11/2020 01:00PM ET,LAR,3.12
,,,,,,,,,,,,,,WR,Nsimba Webster (15560800),Nsimba Webster,15560800,WR/FLEX,3000,LAR@WAS 10/11/2020 01:00PM ET,LAR,0
,,,,,,,,,,,,,,WR,Trishton Jackson (15560802),Trishton Jackson,15560802,WR/FLEX,3000,LAR@WAS 10/11/2020 01:00PM ET,LAR,0
,,,,,,,,,,,,,,WR,Nick Westbrook-Ikhine (15560778),Nick Westbrook-Ikhine,15560778,WR/FLEX,3000,Postponed,TEN,0
,,,,,,,,,,,,,,WR,Isaiah McKenzie (15560780),Isaiah McKenzie,15560780,WR/FLEX,3000,Postponed,BUF,4.32
,,,,,,,,,,,,,,WR,Andre Roberts (15560782),Andre Roberts,15560782,WR/FLEX,3000,Postponed,BUF,0.32
,,,,,,,,,,,,,,WR,Isaiah Hodgins (15560784),Isaiah Hodgins,15560784,WR/FLEX,3000,Postponed,BUF,0
,,,,,,,,,,,,,,TE,Tyler Kroft (15560906),Tyler Kroft,15560906,TE/FLEX,3000,Postponed,BUF,5.15
,,,,,,,,,,,,,,WR,Ray-Ray McCloud III (15560766),Ray-Ray McCloud III,15560766,WR/FLEX,3000,PHI@PIT 10/11/2020 01:00PM ET,PIT,0
,,,,,,,,,,,,,,WR,John Hightower (15560768),John Hightower,15560768,WR/FLEX,3000,PHI@PIT 10/11/2020 01:00PM ET,PHI,2.22
,,,,,,,,,,,,,,WR,JJ Arcega-Whiteside (15560770),JJ Arcega-Whiteside,15560770,WR/FLEX,3000,PHI@PIT 10/11/2020 01:00PM ET,PHI,0
,,,,,,,,,,,,,,WR,Deontay Burnett (15560772),Deontay Burnett,15560772,WR/FLEX,3000,PHI@PIT 10/11/2020 01:00PM ET,PHI,2.45
,,,,,,,,,,,,,,WR,Travis Fulgham (15560774),Travis Fulgham,15560774,WR/FLEX,3000,PHI@PIT 10/11/2020 01:00PM ET,PHI,13.7
,,,,,,,,,,,,,,WR,Quez Watkins (15560776),Quez Watkins,15560776,WR/FLEX,3000,PHI@PIT 10/11/2020 01:00PM ET,PHI,0
,,,,,,,,,,,,,,WR,Devin Duvernay (15560678),Devin Duvernay,15560678,WR/FLEX,3000,CIN@BAL 10/11/2020 01:00PM ET,BAL,3.8
,,,,,,,,,,,,,,WR,Chris Moore (15560750),Chris Moore,15560750,WR/FLEX,3000,CIN@BAL 10/11/2020 01:00PM ET,BAL,0
,,,,,,,,,,,,,,WR,James Proche (15560752),James Proche,15560752,WR/FLEX,3000,CIN@BAL 10/11/2020 01:00PM ET,BAL,0
,,,,,,,,,,,,,,WR,Antoine Wesley (15560754),Antoine Wesley,15560754,WR/FLEX,3000,CIN@BAL 10/11/2020 01:00PM ET,BAL,0
,,,,,,,,,,,,,,WR,DeAndrew White (15560756),DeAndrew White,15560756,WR/FLEX,3000,CIN@BAL 10/11/2020 01:00PM ET,BAL,0
,,,,,,,,,,,,,,WR,Mike Thomas (15560758),Mike Thomas,15560758,WR/FLEX,3000,CIN@BAL 10/11/2020 01:00PM ET,CIN,5.3
,,,,,,,,,,,,,,WR,Auden Tate (15560760),Auden Tate,15560760,WR/FLEX,3000,CIN@BAL 10/11/2020 01:00PM ET,CIN,2.47
,,,,,,,,,,,,,,WR,Alex Erickson (15560762),Alex Erickson,15560762,WR/FLEX,3000,CIN@BAL 10/11/2020 01:00PM ET,CIN,0.65
,,,,,,,,,,,,,,WR,John Ross III (15560764),John Ross III,15560764,WR/FLEX,3000,CIN@BAL 10/11/2020 01:00PM ET,CIN,1.85
,,,,,,,,,,,,,,WR,Dede Westbrook (15560680),Dede Westbrook,15560680,WR/FLEX,3000,JAX@HOU 10/11/2020 01:00PM ET,JAX,1.4
,,,,,,,,,,,,,,WR,Collin Johnson (15560742),Collin Johnson,15560742,WR/FLEX,3000,JAX@HOU 10/11/2020 01:00PM ET,JAX,0.92
,,,,,,,,,,,,,,WR,DeAndre Carter (15560744),DeAndre Carter,15560744,WR/FLEX,3000,JAX@HOU 10/11/2020 01:00PM ET,HOU,0.2
,,,,,,,,,,,,,,WR,Keke Coutee (15560746),Keke Coutee,15560746,WR/FLEX,3000,JAX@HOU 10/11/2020 01:00PM ET,HOU,2.1
,,,,,,,,,,,,,,WR,Isaiah Coulter (15560748),Isaiah Coulter,15560748,WR/FLEX,3000,JAX@HOU 10/11/2020 01:00PM ET,HOU,0
,,,,,,,,,,,,,,TE,James O'Shaughnessy (15560904),James O'Shaughnessy,15560904,TE/FLEX,3000,JAX@HOU 10/11/2020 01:00PM ET,JAX,4.62
,,,,,,,,,,,,,,WR,Bryan Edwards (15560728),Bryan Edwards,15560728,WR/FLEX,3000,LV@KC 10/11/2020 01:00PM ET,LV,4.97
,,,,,,,,,,,,,,WR,Zay Jones (15560730),Zay Jones,15560730,WR/FLEX,3000,LV@KC 10/11/2020 01:00PM ET,LV,5.48
,,,,,,,,,,,,,,WR,Keelan Doss (15560732),Keelan Doss,15560732,WR/FLEX,3000,LV@KC 10/11/2020 01:00PM ET,LV,0
,,,,,,,,,,,,,,WR,Rico Gafford (15560734),Rico Gafford,15560734,WR/FLEX,3000,LV@KC 10/11/2020 01:00PM ET,LV,0
,,,,,,,,,,,,,,WR,Tyrell Williams (15560736),Tyrell Williams,15560736,WR/FLEX,3000,LV@KC 10/11/2020 01:00PM ET,LV,0
,,,,,,,,,,,,,,WR,Byron Pringle (15560738),Byron Pringle,15560738,WR/FLEX,3000,LV@KC 10/11/2020 01:00PM ET,KC,0
,,,,,,,,,,,,,,WR,Marcus Kemp (15560740),Marcus Kemp,15560740,WR/FLEX,3000,LV@KC 10/11/2020 01:00PM ET,KC,0
,,,,,,,,,,,,,,WR,Mohamed Sanu (15560712),Mohamed Sanu,15560712,WR/FLEX,3000,MIA@SF 10/11/2020 04:05PM ET,SF,0.63
,,,,,,,,,,,,,,WR,Dante Pettis (15560714),Dante Pettis,15560714,WR/FLEX,3000,MIA@SF 10/11/2020 04:05PM ET,SF,0
,,,,,,,,,,,,,,WR,Richie James (15560716),Richie James,15560716,WR/FLEX,3000,MIA@SF 10/11/2020 04:05PM ET,SF,0
,,,,,,,,,,,,,,WR,Chris Thompson (15560718),Chris Thompson,15560718,WR/FLEX,3000,MIA@SF 10/11/2020 04:05PM ET,SF,0
,,,,,,,,,,,,,,WR,Tavon Austin (15560720),Tavon Austin,15560720,WR/FLEX,3000,MIA@SF 10/11/2020 04:05PM ET,SF,0
,,,,,,,,,,,,,,WR,Jakeem Grant (15560722),Jakeem Grant,15560722,WR/FLEX,3000,MIA@SF 10/11/2020 04:05PM ET,MIA,4.78
,,,,,,,,,,,,,,WR,Mack Hollins (15560724),Mack Hollins,15560724,WR/FLEX,3000,MIA@SF 10/11/2020 04:05PM ET,MIA,0
,,,,,,,,,,,,,,WR,Lynn Bowden Jr. (15560726),Lynn Bowden Jr.,15560726,WR/FLEX,3000,MIA@SF 10/11/2020 04:05PM ET,MIA,0.7
,,,,,,,,,,,,,,WR,C.J. Board (15560698),C.J. Board,15560698,WR/FLEX,3000,NYG@DAL 10/11/2020 04:25PM ET,NYG,3.02
,,,,,,,,,,,,,,WR,Austin Mack (15560700),Austin Mack,15560700,WR/FLEX,3000,NYG@DAL 10/11/2020 04:25PM ET,NYG,0
,,,,,,,,,,,,,,WR,David Sills (15560702),David Sills,15560702,WR/FLEX,3000,NYG@DAL 10/11/2020 04:25PM ET,NYG,0
,,,,,,,,,,,,,,WR,Cody Core (15560704),Cody Core,15560704,WR/FLEX,3000,NYG@DAL 10/11/2020 04:25PM ET,NYG,0
,,,,,,,,,,,,,,WR,Noah Brown (15560706),Noah Brown,15560706,WR/FLEX,3000,NYG@DAL 10/11/2020 04:25PM ET,DAL,3.75
,,,,,,,,,,,,,,WR,Malik Turner (15560708),Malik Turner,15560708,WR/FLEX,3000,NYG@DAL 10/11/2020 04:25PM ET,DAL,0
,,,,,,,,,,,,,,WR,Ventell Bryant (15560710),Ventell Bryant,15560710,WR/FLEX,3000,NYG@DAL 10/11/2020 04:25PM ET,DAL,0
,,,,,,,,,,,,,,WR,Reece Fountain (15560682),Reece Fountain,15560682,WR/FLEX,3000,IND@CLE 10/11/2020 04:25PM ET,IND,1.43
,,,,,,,,,,,,,,WR,Ashton Dulin (15560684),Ashton Dulin,15560684,WR/FLEX,3000,IND@CLE 10/11/2020 04:25PM ET,IND,0.4
,,,,,,,,,,,,,,WR,Marcus Johnson (15560686),Marcus Johnson,15560686,WR/FLEX,3000,IND@CLE 10/11/2020 04:25PM ET,IND,3.7
,,,,,,,,,,,,,,WR,Dezmon Patmon (15560688),Dezmon Patmon,15560688,WR/FLEX,3000,IND@CLE 10/11/2020 04:25PM ET,IND,0
,,,,,,,,,,,,,,WR,KhaDarel Hodge (15560690),KhaDarel Hodge,15560690,WR/FLEX,3000,IND@CLE 10/11/2020 04:25PM ET,CLE,2.7
,,,,,,,,,,,,,,WR,Donovan Peoples-Jones (15560692),Donovan Peoples-Jones,15560692,WR/FLEX,3000,IND@CLE 10/11/2020 04:25PM ET,CLE,0
,,,,,,,,,,,,,,WR,Rashard Higgins (15560694),Rashard Higgins,15560694,WR/FLEX,3000,IND@CLE 10/11/2020 04:25PM ET,CLE,0.95
,,,,,,,,,,,,,,WR,JoJo Natson (15560696),JoJo Natson,15560696,WR/FLEX,3000,IND@CLE 10/11/2020 04:25PM ET,CLE,0.1
,,,,,,,,,,,,,,TE,Jake Butt (15560914),Jake Butt,15560914,TE/FLEX,2900,Postponed,DEN,0.62
,,,,,,,,,,,,,,DST,Jaguars  (15561052),Jaguars ,15561052,DST,2900,JAX@HOU 10/11/2020 01:00PM ET,JAX,2
,,,,,,,,,,,,,,TE,Trey Burton (15560912),Trey Burton,15560912,TE/FLEX,2900,IND@CLE 10/11/2020 04:25PM ET,IND,3.6
,,,,,,,,,,,,,,TE,Vance McDonald (15560920),Vance McDonald,15560920,TE/FLEX,2800,PHI@PIT 10/11/2020 01:00PM ET,PIT,3.03
,,,,,,,,,,,,,,DST,Eagles  (15561053),Eagles ,15561053,DST,2800,PHI@PIT 10/11/2020 01:00PM ET,PHI,7.5
,,,,,,,,,,,,,,TE,Kaden Smith (15560916),Kaden Smith,15560916,TE/FLEX,2800,NYG@DAL 10/11/2020 04:25PM ET,NYG,2.48
,,,,,,,,,,,,,,TE,Blake Bell (15560918),Blake Bell,15560918,TE/FLEX,2800,NYG@DAL 10/11/2020 04:25PM ET,DAL,2.45
,,,,,,,,,,,,,,TE,Ryan Izzo (15560930),Ryan Izzo,15560930,TE/FLEX,2700,Postponed,NE,1.85
,,,,,,,,,,,,,,TE,Maxx Williams (15560928),Maxx Williams,15560928,TE/FLEX,2700,ARI@NYJ 10/11/2020 01:00PM ET,ARI,0
,,,,,,,,,,,,,,TE,Nick Boyle (15560926),Nick Boyle,15560926,TE/FLEX,2700,CIN@BAL 10/11/2020 01:00PM ET,BAL,3.45
,,,,,,,,,,,,,,TE,Josh Oliver (15560924),Josh Oliver,15560924,TE/FLEX,2700,JAX@HOU 10/11/2020 01:00PM ET,JAX,0
,,,,,,,,,,,,,,TE,Ricky Seals-Jones (15560922),Ricky Seals-Jones,15560922,TE/FLEX,2700,LV@KC 10/11/2020 01:00PM ET,KC,0
,,,,,,,,,,,,,,DST,Browns  (15561054),Browns ,15561054,DST,2700,IND@CLE 10/11/2020 04:25PM ET,CLE,5.75
,,,,,,,,,,,,,,DST,WAS Football Team  (15561055),WAS Football Team ,15561055,DST,2600,LAR@WAS 10/11/2020 01:00PM ET,WAS,6
,,,,,,,,,,,,,,DST,Texans  (15561056),Texans ,15561056,DST,2600,JAX@HOU 10/11/2020 01:00PM ET,HOU,1.75
,,,,,,,,,,,,,,TE,Devin Asiasi (15561030),Devin Asiasi,15561030,TE/FLEX,2500,Postponed,NE,0
,,,,,,,,,,,,,,TE,Dalton Keene (15561032),Dalton Keene,15561032,TE/FLEX,2500,Postponed,NE,0
,,,,,,,,,,,,,,TE,Albert Okwuegbunam (15561034),Albert Okwuegbunam,15561034,TE/FLEX,2500,Postponed,DEN,0
,,,,,,,,,,,,,,TE,Austin Fort (15561036),Austin Fort,15561036,TE/FLEX,2500,Postponed,DEN,0
,,,,,,,,,,,,,,TE,Andrew Beck (15561038),Andrew Beck,15561038,TE/FLEX,2500,Postponed,DEN,0
,,,,,,,,,,,,,,TE,Darrell Daniels (15561022),Darrell Daniels,15561022,TE/FLEX,2500,ARI@NYJ 10/11/2020 01:00PM ET,ARI,1.1
,,,,,,,,,,,,,,TE,Jordan Thomas (15561024),Jordan Thomas,15561024,TE/FLEX,2500,ARI@NYJ 10/11/2020 01:00PM ET,ARI,2.43
,,,,,,,,,,,,,,TE,Trevon Wesco (15561026),Trevon Wesco,15561026,TE/FLEX,2500,ARI@NYJ 10/11/2020 01:00PM ET,NYJ,0
,,,,,,,,,,,,,,TE,Daniel Brown (15561028),Daniel Brown,15561028,TE/FLEX,2500,ARI@NYJ 10/11/2020 01:00PM ET,NYJ,0
,,,,,,,,,,,,,,DST,Jets  (15561057),Jets ,15561057,DST,2500,ARI@NYJ 10/11/2020 01:00PM ET,NYJ,4.75
,,,,,,,,,,,,,,TE,Chris Manhertz (15561014),Chris Manhertz,15561014,TE/FLEX,2500,CAR@ATL 10/11/2020 01:00PM ET,CAR,1.48
,,,,,,,,,,,,,,TE,Colin Thompson (15561016),Colin Thompson,15561016,TE/FLEX,2500,CAR@ATL 10/11/2020 01:00PM ET,CAR,0
,,,,,,,,,,,,,,TE,Luke Stocker (15561018),Luke Stocker,15561018,TE/FLEX,2500,CAR@ATL 10/11/2020 01:00PM ET,ATL,0.4
,,,,,,,,,,,,,,TE,Jaeden Graham (15561020),Jaeden Graham,15561020,TE/FLEX,2500,CAR@ATL 10/11/2020 01:00PM ET,ATL,0
,,,,,,,,,,,,,,TE,Jeremy Sprinkle (15561002),Jeremy Sprinkle,15561002,TE/FLEX,2500,LAR@WAS 10/11/2020 01:00PM ET,WAS,0
,,,,,,,,,,,,,,TE,Marcus Baugh (15561004),Marcus Baugh,15561004,TE/FLEX,2500,LAR@WAS 10/11/2020 01:00PM ET,WAS,0.3
,,,,,,,,,,,,,,TE,Thaddeus Moss (15561006),Thaddeus Moss,15561006,TE/FLEX,2500,LAR@WAS 10/11/2020 01:00PM ET,WAS,0
,,,,,,,,,,,,,,TE,Gerald Everett (15561008),Gerald Everett,15561008,TE/FLEX,2500,LAR@WAS 10/11/2020 01:00PM ET,LAR,3.58
,,,,,,,,,,,,,,TE,Johnny Mundt (15561010),Johnny Mundt,15561010,TE/FLEX,2500,LAR@WAS 10/11/2020 01:00PM ET,LAR,0.38
,,,,,,,,,,,,,,TE,Brycen Hopkins (15561012),Brycen Hopkins,15561012,TE/FLEX,2500,LAR@WAS 10/11/2020 01:00PM ET,LAR,0
,,,,,,,,,,,,,,TE,Lee Smith (15560932),Lee Smith,15560932,TE/FLEX,2500,Postponed,BUF,7.1
