Entry ID,Contest Name,Contest ID,Entry Fee,QB,RB,RB,WR,WR,WR,TE,FLEX,DST,,Instructions
2169356456,NFL $5M Fantasy Football Millionaire [$1M to 1st],89073497,$5,Jimmy Garoppolo (15033413),Christian McCaffrey (15033483) (LOCKED),Boston Scott (15033541) (LOCKED),DeAndre Hopkins (15033809),Dante Pettis (15033983),Trent Taylor (15033957),T.J. Hockenson (15034327) (LOCKED),Alvin Kamara (15033487),Eagles (15034594) (LOCKED),,1. Column A lists all of your contest entries for this draftgroup
2169371496,NFL $5M Fantasy Football Millionaire [$1M to 1st],89073497,$5,Aaron Rodgers (15033404) (LOCKED),Antonio Gibson (15033595) (LOCKED),Christian McCaffrey (15033483) (LOCKED),Davante Adams (15033803) (LOCKED),Marquise Brown (15033861) (LOCKED),Marquez Valdes-Scantling (15033933) (LOCKED),Irv Smith Jr. (15034377) (LOCKED),Alvin Kamara (15033487),Bengals (15034600),,2. Your current lineup is listed next to each entry (blank for reservations)
2169371497,NFL $5M Fantasy Football Millionaire [$1M to 1st],89073497,$5,Philip Rivers (15033408) (LOCKED),Christian McCaffrey (15033483) (LOCKED),Boston Scott (15033541) (LOCKED),Parris Campbell (15033959) (LOCKED),T.Y. Hilton (15033841) (LOCKED),Laviska Shenault Jr. (15033909) (LOCKED),Hayden Hurst (15034325) (LOCKED),Alvin Kamara (15033487),Eagles (15034594) (LOCKED),,3. You can change the lineup for an entry by entering the IDs of the players in the row next to that entry
2169371498,NFL $5M Fantasy Football Millionaire [$1M to 1st],89073497,$5,Jimmy Garoppolo (15033413),Antonio Gibson (15033595) (LOCKED),Christian McCaffrey (15033483) (LOCKED),Marquise Brown (15033861) (LOCKED),Christian Kirk (15033865),Dante Pettis (15033983),George Kittle (15034307),Alvin Kamara (15033487),Dolphins (15034615) (LOCKED),,4. Use data from the Name+ID column or the ID column; you cannot use just the player's name
2169371499,NFL $5M Fantasy Football Millionaire [$1M to 1st],89073497,$5,Gardner Minshew II (15033412) (LOCKED),Antonio Gibson (15033595) (LOCKED),Christian McCaffrey (15033483) (LOCKED),DJ Chark Jr. (15033823) (LOCKED),Chris Conley (15033945) (LOCKED),T.Y. Hilton (15033841) (LOCKED),Hayden Hurst (15034325) (LOCKED),Alvin Kamara (15033487),Packers (15034604) (LOCKED),,5. For faster processing only include entries you are changing in the file you upload
2169371500,NFL $5M Fantasy Football Millionaire [$1M to 1st],89073497,$5,Russell Wilson (15033398) (LOCKED),Antonio Gibson (15033595) (LOCKED),Christian McCaffrey (15033483) (LOCKED),Marquise Brown (15033861) (LOCKED),DK Metcalf (15033839) (LOCKED),David Moore (15033991) (LOCKED),Hayden Hurst (15034325) (LOCKED),Alvin Kamara (15033487),Colts (15034599) (LOCKED),,
2169371501,NFL $5M Fantasy Football Millionaire [$1M to 1st],89073497,$5,Mitchell Trubisky (15033420) (LOCKED),Christian McCaffrey (15033483) (LOCKED),Boston Scott (15033541) (LOCKED),Ted Ginn Jr. (15033975) (LOCKED),Marvin Jones Jr. (15033851) (LOCKED),Darnell Mooney (15034079) (LOCKED),George Kittle (15034307),Alvin Kamara (15033487),Patriots (15034597) (LOCKED),,Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
,,,,,,,,,,,,,,WR,Josh Pearson (15034255),Josh Pearson,15034255,WR/FLEX,3000,TB@NO 09/13/2020 04:25PM ET,TB,0
,,,,,,,,,,,,,,TE,Cameron Brate (15034391),Cameron Brate,15034391,TE/FLEX,3000,TB@NO 09/13/2020 04:25PM ET,TB,5.69
,,,,,,,,,,,,,,WR,Jaydon Mickens (15314173),Jaydon Mickens,15314173,WR/FLEX,3000,TB@NO 09/13/2020 04:25PM ET,TB,0
,,,,,,,,,,,,,,WR,Christian Blake (15034049) (LOCKED),Christian Blake,15034049,WR/FLEX,3000,In Progress,ATL,2.23
,,,,,,,,,,,,,,WR,Olamide Zaccheaus (15034051) (LOCKED),Olamide Zaccheaus,15034051,WR/FLEX,3000,In Progress,ATL,2.05
,,,,,,,,,,,,,,WR,Devin Gray (15034053) (LOCKED),Devin Gray,15034053,WR/FLEX,3000,In Progress,ATL,0
,,,,,,,,,,,,,,WR,Brandon Powell (15034055) (LOCKED),Brandon Powell,15034055,WR/FLEX,3000,In Progress,ATL,0
,,,,,,,,,,,,,,WR,Jalen McCleskey (15034057) (LOCKED),Jalen McCleskey,15034057,WR/FLEX,3000,In Progress,ATL,0
,,,,,,,,,,,,,,WR,Chris Rowland (15034059) (LOCKED),Chris Rowland,15034059,WR/FLEX,3000,In Progress,ATL,0
,,,,,,,,,,,,,,WR,Juwan Green (15034061) (LOCKED),Juwan Green,15034061,WR/FLEX,3000,In Progress,ATL,0
,,,,,,,,,,,,,,WR,John Ursua (15034233) (LOCKED),John Ursua,15034233,WR/FLEX,3000,In Progress,SEA,0.52
,,,,,,,,,,,,,,WR,Freddie Swain (15034235) (LOCKED),Freddie Swain,15034235,WR/FLEX,3000,In Progress,SEA,0
,,,,,,,,,,,,,,WR,Stephen Sullivan (15034237) (LOCKED),Stephen Sullivan,15034237,WR/FLEX,3000,In Progress,SEA,0
,,,,,,,,,,,,,,WR,Penny Hart (15034239) (LOCKED),Penny Hart,15034239,WR/FLEX,3000,In Progress,SEA,0
,,,,,,,,,,,,,,WR,Cody Thompson (15034241) (LOCKED),Cody Thompson,15034241,WR/FLEX,3000,In Progress,SEA,0
,,,,,,,,,,,,,,WR,Aaron Fuller (15034243) (LOCKED),Aaron Fuller,15034243,WR/FLEX,3000,In Progress,SEA,0
,,,,,,,,,,,,,,TE,Jacob Hollister (15034389) (LOCKED),Jacob Hollister,15034389,TE/FLEX,3000,In Progress,SEA,8.25
,,,,,,,,,,,,,,WR,Kelvin Harmon (15034045) (LOCKED),Kelvin Harmon,15034045,WR/FLEX,3000,In Progress,WAS,4.18
,,,,,,,,,,,,,,WR,John Hightower (15034195) (LOCKED),John Hightower,15034195,WR/FLEX,3000,In Progress,PHI,0
,,,,,,,,,,,,,,WR,Quez Watkins (15034197) (LOCKED),Quez Watkins,15034197,WR/FLEX,3000,In Progress,PHI,0
,,,,,,,,,,,,,,WR,Robert Davis (15034199) (LOCKED),Robert Davis,15034199,WR/FLEX,3000,In Progress,PHI,0.53
,,,,,,,,,,,,,,WR,Deontay Burnett (15034201) (LOCKED),Deontay Burnett,15034201,WR/FLEX,3000,In Progress,PHI,4.15
,,,,,,,,,,,,,,WR,Manasseh Bailey (15034203) (LOCKED),Manasseh Bailey,15034203,WR/FLEX,3000,In Progress,PHI,0
,,,,,,,,,,,,,,WR,Cam Sims (15034257) (LOCKED),Cam Sims,15034257,WR/FLEX,3000,In Progress,WAS,0.67
,,,,,,,,,,,,,,WR,Darvin Kidsy (15034259) (LOCKED),Darvin Kidsy,15034259,WR/FLEX,3000,In Progress,WAS,0
,,,,,,,,,,,,,,WR,Jester Weah (15034261) (LOCKED),Jester Weah,15034261,WR/FLEX,3000,In Progress,WAS,0
,,,,,,,,,,,,,,WR,Jordan Veasy (15034263) (LOCKED),Jordan Veasy,15034263,WR/FLEX,3000,In Progress,WAS,0
,,,,,,,,,,,,,,WR,Johnathon Johnson (15034265) (LOCKED),Johnathon Johnson,15034265,WR/FLEX,3000,In Progress,WAS,0
,,,,,,,,,,,,,,WR,Isaiah Wright (15034267) (LOCKED),Isaiah Wright,15034267,WR/FLEX,3000,In Progress,WAS,0
,,,,,,,,,,,,,,WR,Reggie Begelton (15034113) (LOCKED),Reggie Begelton,15034113,WR/FLEX,3000,In Progress,GB,0
,,,,,,,,,,,,,,WR,Darrius Shepherd (15034115) (LOCKED),Darrius Shepherd,15034115,WR/FLEX,3000,In Progress,GB,0.02
,,,,,,,,,,,,,,WR,Malik Taylor (15034117) (LOCKED),Malik Taylor,15034117,WR/FLEX,3000,In Progress,GB,0
,,,,,,,,,,,,,,WR,Darrell Stewart (15034119) (LOCKED),Darrell Stewart,15034119,WR/FLEX,3000,In Progress,GB,0
,,,,,,,,,,,,,,WR,K.J. Osborn (15034149) (LOCKED),K.J. Osborn,15034149,WR/FLEX,3000,In Progress,MIN,0
,,,,,,,,,,,,,,WR,Alexander Hollins (15034151) (LOCKED),Alexander Hollins,15034151,WR/FLEX,3000,In Progress,MIN,1.1
,,,,,,,,,,,,,,WR,Dillon Mitchell (15034153) (LOCKED),Dillon Mitchell,15034153,WR/FLEX,3000,In Progress,MIN,0
,,,,,,,,,,,,,,WR,Dan Chisena (15034155) (LOCKED),Dan Chisena,15034155,WR/FLEX,3000,In Progress,MIN,0
,,,,,,,,,,,,,,WR,Quartney Davis (15034157) (LOCKED),Quartney Davis,15034157,WR/FLEX,3000,In Progress,MIN,0
,,,,,,,,,,,,,,TE,Marcedes Lewis (15034381) (LOCKED),Marcedes Lewis,15034381,TE/FLEX,3000,In Progress,GB,2.22
,,,,,,,,,,,,,,WR,Dezmon Patmon (15034121) (LOCKED),Dezmon Patmon,15034121,WR/FLEX,3000,In Progress,IND,0
,,,,,,,,,,,,,,WR,Reece Fountain (15034123) (LOCKED),Reece Fountain,15034123,WR/FLEX,3000,In Progress,IND,0
,,,,,,,,,,,,,,WR,Chad Williams (15034125) (LOCKED),Chad Williams,15034125,WR/FLEX,3000,In Progress,IND,0
,,,,,,,,,,,,,,WR,Ashton Dulin (15034127) (LOCKED),Ashton Dulin,15034127,WR/FLEX,3000,In Progress,IND,0.28
,,,,,,,,,,,,,,WR,Malik Henry (15034129) (LOCKED),Malik Henry,15034129,WR/FLEX,3000,In Progress,IND,0
,,,,,,,,,,,,,,WR,Artavis Scott (15034131) (LOCKED),Artavis Scott,15034131,WR/FLEX,3000,In Progress,IND,0
,,,,,,,,,,,,,,WR,De'Michael Harris (15034133) (LOCKED),De'Michael Harris,15034133,WR/FLEX,3000,In Progress,IND,0
,,,,,,,,,,,,,,WR,Collin Johnson (15034283) (LOCKED),Collin Johnson,15034283,WR/FLEX,3000,In Progress,JAX,0
,,,,,,,,,,,,,,WR,C.J. Board (15034285) (LOCKED),C.J. Board,15034285,WR/FLEX,3000,In Progress,JAX,1.28
,,,,,,,,,,,,,,WR,Michael Walker (15034287) (LOCKED),Michael Walker,15034287,WR/FLEX,3000,In Progress,JAX,0.21
,,,,,,,,,,,,,,WR,Terry Godwin (15034289) (LOCKED),Terry Godwin,15034289,WR/FLEX,3000,In Progress,JAX,0
,,,,,,,,,,,,,,WR,Josh Hammond (15034291) (LOCKED),Josh Hammond,15034291,WR/FLEX,3000,In Progress,JAX,0
,,,,,,,,,,,,,,WR,Marvelle Ross (15034293) (LOCKED),Marvelle Ross,15034293,WR/FLEX,3000,In Progress,JAX,0
,,,,,,,,,,,,,,TE,Trey Burton (15034383) (LOCKED),Trey Burton,15034383,TE/FLEX,3000,In Progress,IND,2.8
,,,,,,,,,,,,,,TE,James O'Shaughnessy (15034393) (LOCKED),James O'Shaughnessy,15034393,TE/FLEX,3000,In Progress,JAX,8.26
,,,,,,,,,,,,,,DST,Colts  (15034599) (LOCKED),Colts ,15034599,DST,3000,In Progress,IND,7.88
,,,,,,,,,,,,,,WR,J'Mon Moore (15034047) (LOCKED),J'Mon Moore,15034047,WR/FLEX,3000,In Progress,CLE,0
,,,,,,,,,,,,,,WR,KhaDarel Hodge (15034095) (LOCKED),KhaDarel Hodge,15034095,WR/FLEX,3000,In Progress,CLE,0.72
,,,,,,,,,,,,,,WR,JoJo Natson (15034097) (LOCKED),JoJo Natson,15034097,WR/FLEX,3000,In Progress,CLE,0
,,,,,,,,,,,,,,WR,D.J. Montgomery (15034099) (LOCKED),D.J. Montgomery,15034099,WR/FLEX,3000,In Progress,CLE,0
,,,,,,,,,,,,,,WR,Ja'Marcus Bradley (15034101) (LOCKED),Ja'Marcus Bradley,15034101,WR/FLEX,3000,In Progress,CLE,0
,,,,,,,,,,,,,,WR,James Proche (15034295) (LOCKED),James Proche,15034295,WR/FLEX,3000,In Progress,BAL,0
,,,,,,,,,,,,,,WR,Chris Moore (15034297) (LOCKED),Chris Moore,15034297,WR/FLEX,3000,In Progress,BAL,0.34
,,,,,,,,,,,,,,WR,Jaleel Scott (15034299) (LOCKED),Jaleel Scott,15034299,WR/FLEX,3000,In Progress,BAL,0.53
,,,,,,,,,,,,,,WR,Antoine Wesley (15034301) (LOCKED),Antoine Wesley,15034301,WR/FLEX,3000,In Progress,BAL,0
,,,,,,,,,,,,,,WR,Michael Dereus (15034303) (LOCKED),Michael Dereus,15034303,WR/FLEX,3000,In Progress,BAL,0
,,,,,,,,,,,,,,WR,Jaylon Moore (15034305) (LOCKED),Jaylon Moore,15034305,WR/FLEX,3000,In Progress,BAL,0
,,,,,,,,,,,,,,WR,Gabriel Davis (15034063) (LOCKED),Gabriel Davis,15034063,WR/FLEX,3000,In Progress,BUF,0
,,,,,,,,,,,,,,WR,Isaiah Hodgins (15034065) (LOCKED),Isaiah Hodgins,15034065,WR/FLEX,3000,In Progress,BUF,0
,,,,,,,,,,,,,,WR,Robert Foster (15034067) (LOCKED),Robert Foster,15034067,WR/FLEX,3000,In Progress,BUF,0.95
,,,,,,,,,,,,,,WR,Duke Williams (15034069) (LOCKED),Duke Williams,15034069,WR/FLEX,3000,In Progress,BUF,9.3
,,,,,,,,,,,,,,WR,Nick Easley (15034071) (LOCKED),Nick Easley,15034071,WR/FLEX,3000,In Progress,BUF,0
,,,,,,,,,,,,,,WR,Braxton Berrios (15034181) (LOCKED),Braxton Berrios,15034181,WR/FLEX,3000,In Progress,NYJ,1.03
,,,,,,,,,,,,,,WR,Josh Malone (15034183) (LOCKED),Josh Malone,15034183,WR/FLEX,3000,In Progress,NYJ,0
,,,,,,,,,,,,,,WR,Jehu Chesson (15034185) (LOCKED),Jehu Chesson,15034185,WR/FLEX,3000,In Progress,NYJ,0
,,,,,,,,,,,,,,WR,Lawrence Cager (15034187) (LOCKED),Lawrence Cager,15034187,WR/FLEX,3000,In Progress,NYJ,0
,,,,,,,,,,,,,,WR,George Campbell (15034189) (LOCKED),George Campbell,15034189,WR/FLEX,3000,In Progress,NYJ,0
,,,,,,,,,,,,,,WR,Jeff Smith (15034191) (LOCKED),Jeff Smith,15034191,WR/FLEX,3000,In Progress,NYJ,2.2
,,,,,,,,,,,,,,WR,Josh Bellamy (15034193) (LOCKED),Josh Bellamy,15034193,WR/FLEX,3000,In Progress,NYJ,0.57
,,,,,,,,,,,,,,WR,Keelan Doss (15034135) (LOCKED),Keelan Doss,15034135,WR/FLEX,3000,In Progress,LV,3.04
,,,,,,,,,,,,,,WR,Rico Gafford (15034137) (LOCKED),Rico Gafford,15034137,WR/FLEX,3000,In Progress,LV,3.65
,,,,,,,,,,,,,,WR,Marcell Ateman (15034139) (LOCKED),Marcell Ateman,15034139,WR/FLEX,3000,In Progress,LV,1.42
,,,,,,,,,,,,,,WR,Keith Kirkwood (15034269) (LOCKED),Keith Kirkwood,15034269,WR/FLEX,3000,In Progress,CAR,0
,,,,,,,,,,,,,,WR,Pharoh Cooper (15034271) (LOCKED),Pharoh Cooper,15034271,WR/FLEX,3000,In Progress,CAR,4.27
,,,,,,,,,,,,,,WR,Brandon Zylstra (15034273) (LOCKED),Brandon Zylstra,15034273,WR/FLEX,3000,In Progress,CAR,2.32
,,,,,,,,,,,,,,WR,Ishmael Hyman (15034275) (LOCKED),Ishmael Hyman,15034275,WR/FLEX,3000,In Progress,CAR,2.7
,,,,,,,,,,,,,,WR,DeAndrew White (15034277) (LOCKED),DeAndrew White,15034277,WR/FLEX,3000,In Progress,CAR,0.91
,,,,,,,,,,,,,,WR,TreVontae Hights (15034279) (LOCKED),TreVontae Hights,15034279,WR/FLEX,3000,In Progress,CAR,0
,,,,,,,,,,,,,,WR,Omar Bayless (15034281) (LOCKED),Omar Bayless,15034281,WR/FLEX,3000,In Progress,CAR,0
,,,,,,,,,,,,,,WR,Mike Thomas (15034083),Mike Thomas,15034083,WR/FLEX,3000,LAC@CIN 09/13/2020 04:05PM ET,CIN,0.21
,,,,,,,,,,,,,,WR,Stanley Morgan (15034085),Stanley Morgan,15034085,WR/FLEX,3000,LAC@CIN 09/13/2020 04:05PM ET,CIN,0.44
,,,,,,,,,,,,,,WR,Damion Willis (15034087),Damion Willis,15034087,WR/FLEX,3000,LAC@CIN 09/13/2020 04:05PM ET,CIN,1.72
,,,,,,,,,,,,,,WR,Trenton Irwin (15034089),Trenton Irwin,15034089,WR/FLEX,3000,LAC@CIN 09/13/2020 04:05PM ET,CIN,0
,,,,,,,,,,,,,,WR,DaMarkus Lodge (15034091),DaMarkus Lodge,15034091,WR/FLEX,3000,LAC@CIN 09/13/2020 04:05PM ET,CIN,0
,,,,,,,,,,,,,,WR,Scotty Washington (15034093),Scotty Washington,15034093,WR/FLEX,3000,LAC@CIN 09/13/2020 04:05PM ET,CIN,0
,,,,,,,,,,,,,,WR,Darius Jennings (15034215),Darius Jennings,15034215,WR/FLEX,3000,LAC@CIN 09/13/2020 04:05PM ET,LAC,0.37
,,,,,,,,,,,,,,WR,K.J. Hill (15034217),K.J. Hill,15034217,WR/FLEX,3000,LAC@CIN 09/13/2020 04:05PM ET,LAC,0
,,,,,,,,,,,,,,WR,Jalen Guyton (15034219),Jalen Guyton,15034219,WR/FLEX,3000,LAC@CIN 09/13/2020 04:05PM ET,LAC,0
,,,,,,,,,,,,,,WR,Tyron Johnson (15034221),Tyron Johnson,15034221,WR/FLEX,3000,LAC@CIN 09/13/2020 04:05PM ET,LAC,0
,,,,,,,,,,,,,,WR,Jeff Cotton (15034223),Jeff Cotton,15034223,WR/FLEX,3000,LAC@CIN 09/13/2020 04:05PM ET,LAC,0
,,,,,,,,,,,,,,WR,Dalton Schoen (15034227),Dalton Schoen,15034227,WR/FLEX,3000,LAC@CIN 09/13/2020 04:05PM ET,LAC,0
,,,,,,,,,,,,,,WR,Hakeem Butler (15034205),Hakeem Butler,15034205,WR/FLEX,3000,ARI@SF 09/13/2020 04:25PM ET,ARI,0
,,,,,,,,,,,,,,WR,Trent Sherfield (15034207),Trent Sherfield,15034207,WR/FLEX,3000,ARI@SF 09/13/2020 04:25PM ET,ARI,0.75
,,,,,,,,,,,,,,WR,Johnnie Dixon (15034209),Johnnie Dixon,15034209,WR/FLEX,3000,ARI@SF 09/13/2020 04:25PM ET,ARI,0
,,,,,,,,,,,,,,WR,A.J. Richardson (15034211),A.J. Richardson,15034211,WR/FLEX,3000,ARI@SF 09/13/2020 04:25PM ET,ARI,0
,,,,,,,,,,,,,,WR,JoJo Ward (15034213),JoJo Ward,15034213,WR/FLEX,3000,ARI@SF 09/13/2020 04:25PM ET,ARI,0
,,,,,,,,,,,,,,WR,Andre Patton (15034225),Andre Patton,15034225,WR/FLEX,3000,ARI@SF 09/13/2020 04:25PM ET,ARI,0.89
,,,,,,,,,,,,,,WR,Shawn Poindexter (15034229),Shawn Poindexter,15034229,WR/FLEX,3000,ARI@SF 09/13/2020 04:25PM ET,SF,0
,,,,,,,,,,,,,,WR,Chris Thompson (15034231),Chris Thompson,15034231,WR/FLEX,3000,ARI@SF 09/13/2020 04:25PM ET,SF,0
,,,,,,,,,,,,,,TE,Jordan Reed (15034387),Jordan Reed,15034387,TE/FLEX,3000,ARI@SF 09/13/2020 04:25PM ET,SF,0
,,,,,,,,,,,,,,TE,Jaeden Graham (15034395) (LOCKED),Jaeden Graham,15034395,TE/FLEX,2900,In Progress,ATL,1.87
,,,,,,,,,,,,,,TE,Josh Oliver (15034397) (LOCKED),Josh Oliver,15034397,TE/FLEX,2900,In Progress,JAX,1.12
,,,,,,,,,,,,,,DST,Bengals  (15034600),Bengals ,15034600,DST,2900,LAC@CIN 09/13/2020 04:05PM ET,CIN,4.19
,,,,,,,,,,,,,,TE,Josh Hill (15034403),Josh Hill,15034403,TE/FLEX,2800,TB@NO 09/13/2020 04:25PM ET,NO,3.99
,,,,,,,,,,,,,,TE,Logan Thomas (15034407) (LOCKED),Logan Thomas,15034407,TE/FLEX,2800,In Progress,WAS,2.46
,,,,,,,,,,,,,,TE,Josiah Deguara (15034401) (LOCKED),Josiah Deguara,15034401,TE/FLEX,2800,In Progress,GB,0
,,,,,,,,,,,,,,TE,Tyler Kroft (15034399) (LOCKED),Tyler Kroft,15034399,TE/FLEX,2800,In Progress,BUF,1.59
,,,,,,,,,,,,,,TE,Virgil Green (15034405),Virgil Green,15034405,TE/FLEX,2800,LAC@CIN 09/13/2020 04:05PM ET,LAC,1.52
,,,,,,,,,,,,,,DST,Chargers  (15034601),Chargers ,15034601,DST,2800,LAC@CIN 09/13/2020 04:05PM ET,LAC,5.12
,,,,,,,,,,,,,,TE,Durham Smythe (15034417) (LOCKED),Durham Smythe,15034417,TE/FLEX,2700,In Progress,MIA,0.84
,,,,,,,,,,,,,,DST,Lions  (15034602) (LOCKED),Lions ,15034602,DST,2700,In Progress,DET,4.88
,,,,,,,,,,,,,,TE,Hale Hentges (15034411) (LOCKED),Hale Hentges,15034411,TE/FLEX,2700,In Progress,WAS,2.21
,,,,,,,,,,,,,,TE,Harrison Bryant (15034409) (LOCKED),Harrison Bryant,15034409,TE/FLEX,2700,In Progress,CLE,0
,,,,,,,,,,,,,,TE,Chris Manhertz (15034413) (LOCKED),Chris Manhertz,15034413,TE/FLEX,2700,In Progress,CAR,0.14
,,,,,,,,,,,,,,TE,Temarrick Hemingway (15034415) (LOCKED),Temarrick Hemingway,15034415,TE/FLEX,2700,In Progress,CAR,0
,,,,,,,,,,,,,,TE,Richard Rodgers (15034427) (LOCKED),Richard Rodgers,15034427,TE/FLEX,2600,In Progress,PHI,0
,,,,,,,,,,,,,,TE,Demetrius Harris (15034421) (LOCKED),Demetrius Harris,15034421,TE/FLEX,2600,In Progress,CHI,3.33
,,,,,,,,,,,,,,TE,Khari Lee (15034419) (LOCKED),Khari Lee,15034419,TE/FLEX,2600,In Progress,ATL,0
,,,,,,,,,,,,,,DST,Packers  (15034604) (LOCKED),Packers ,15034604,DST,2600,In Progress,GB,6.33
,,,,,,,,,,,,,,TE,Mo Alie-Cox (15034423) (LOCKED),Mo Alie-Cox,15034423,TE/FLEX,2600,In Progress,IND,1.08
,,,,,,,,,,,,,,DST,Raiders  (15034603) (LOCKED),Raiders ,15034603,DST,2600,In Progress,LV,4.38
,,,,,,,,,,,,,,TE,Darrell Daniels (15034425),Darrell Daniels,15034425,TE/FLEX,2600,ARI@SF 09/13/2020 04:25PM ET,ARI,0.13
,,,,,,,,,,,,,,TE,Bryce Sterk (15034497),Bryce Sterk,15034497,TE/FLEX,2500,LAC@CIN 09/13/2020 04:05PM ET,CIN,0
,,,,,,,,,,,,,,TE,Noah Togiai (15034525) (LOCKED),Noah Togiai,15034525,TE/FLEX,2500,In Progress,IND,0
,,,,,,,,,,,,,,TE,Chris Myarick (15034495) (LOCKED),Chris Myarick,15034495,TE/FLEX,2500,In Progress,MIA,0
,,,,,,,,,,,,,,TE,Ryan Izzo (15034507) (LOCKED),Ryan Izzo,15034507,TE/FLEX,2500,In Progress,NE,3.9
,,,,,,,,,,,,,,TE,Jake Burt (15034509) (LOCKED),Jake Burt,15034509,TE/FLEX,2500,In Progress,NE,0
,,,,,,,,,,,,,,TE,Rashod Berry (15034511) (LOCKED),Rashod Berry,15034511,TE/FLEX,2500,In Progress,NE,0
,,,,,,,,,,,,,,TE,Jesper Horsted (15034441) (LOCKED),Jesper Horsted,15034441,TE/FLEX,2500,In Progress,CHI,3.62
,,,,,,,,,,,,,,TE,Eric Saubert (15034443) (LOCKED),Eric Saubert,15034443,TE/FLEX,2500,In Progress,CHI,2.05
,,,,,,,,,,,,,,TE,J.P. Holtz (15034445) (LOCKED),J.P. Holtz,15034445,TE/FLEX,2500,In Progress,CHI,1.07
,,,,,,,,,,,,,,TE,Darion Clark (15034447) (LOCKED),Darion Clark,15034447,TE/FLEX,2500,In Progress,CHI,0
,,,,,,,,,,,,,,TE,Patrick Scales (15034449) (LOCKED),Patrick Scales,15034449,TE/FLEX,2500,In Progress,CHI,0
,,,,,,,,,,,,,,TE,Isaac Nauta (15034469) (LOCKED),Isaac Nauta,15034469,TE/FLEX,2500,In Progress,DET,0.55
,,,,,,,,,,,,,,TE,Hunter Bryant (15034471) (LOCKED),Hunter Bryant,15034471,TE/FLEX,2500,In Progress,DET,0
,,,,,,,,,,,,,,TE,Matt Sokol (15034473) (LOCKED),Matt Sokol,15034473,TE/FLEX,2500,In Progress,DET,0
,,,,,,,,,,,,,,TE,Adam Trautman (15034513),Adam Trautman,15034513,TE/FLEX,2500,TB@NO 09/13/2020 04:25PM ET,NO,0
,,,,,,,,,,,,,,TE,Garrett Griffin (15034515),Garrett Griffin,15034515,TE/FLEX,2500,TB@NO 09/13/2020 04:25PM ET,NO,0
,,,,,,,,,,,,,,TE,Antony Auclair (15034559),Antony Auclair,15034559,TE/FLEX,2500,TB@NO 09/13/2020 04:25PM ET,TB,0.26
,,,,,,,,,,,,,,TE,Tanner Hudson (15034561),Tanner Hudson,15034561,TE/FLEX,2500,TB@NO 09/13/2020 04:25PM ET,TB,0.51
,,,,,,,,,,,,,,TE,Codey McElroy (15034563),Codey McElroy,15034563,TE/FLEX,2500,TB@NO 09/13/2020 04:25PM ET,TB,4
,,,,,,,,,,,,,,TE,Carson Meier (15034429) (LOCKED),Carson Meier,15034429,TE/FLEX,2500,In Progress,ATL,0
,,,,,,,,,,,,,,TE,Jared Pinkney (15034431) (LOCKED),Jared Pinkney,15034431,TE/FLEX,2500,In Progress,ATL,0
,,,,,,,,,,,,,,TE,Colby Parkinson (15034549) (LOCKED),Colby Parkinson,15034549,TE/FLEX,2500,In Progress,SEA,0
,,,,,,,,,,,,,,TE,Luke Willson (15034551) (LOCKED),Luke Willson,15034551,TE/FLEX,2500,In Progress,SEA,1.78
,,,,,,,,,,,,,,TE,Tyrone Swoopes (15034553) (LOCKED),Tyrone Swoopes,15034553,TE/FLEX,2500,In Progress,SEA,0.3
,,,,,,,,,,,,,,TE,Tyler Mabry (15034555) (LOCKED),Tyler Mabry,15034555,TE/FLEX,2500,In Progress,SEA,0
,,,,,,,,,,,,,,TE,Tyler Ott (15034557) (LOCKED),Tyler Ott,15034557,TE/FLEX,2500,In Progress,SEA,0
,,,,,,,,,,,,,,TE,Luke Stocker (15314167) (LOCKED),Luke Stocker,15314167,TE/FLEX,2500,In Progress,ATL,0.89
,,,,,,,,,,,,,,TE,Joshua Perkins (15034523) (LOCKED),Joshua Perkins,15034523,TE/FLEX,2500,In Progress,PHI,3.95
,,,,,,,,,,,,,,TE,Caleb Wilson (15034527) (LOCKED),Caleb Wilson,15034527,TE/FLEX,2500,In Progress,PHI,0
,,,,,,,,,,,,,,TE,Thaddeus Moss (15034565) (LOCKED),Thaddeus Moss,15034565,TE/FLEX,2500,In Progress,WAS,0
,,,,,,,,,,,,,,TE,Marcus Baugh (15034567) (LOCKED),Marcus Baugh,15034567,TE/FLEX,2500,In Progress,WAS,0
,,,,,,,,,,,,,,TE,Jerome Cunningham (15034569) (LOCKED),Jerome Cunningham,15034569,TE/FLEX,2500,In Progress,WAS,0
,,,,,,,,,,,,,,TE,Robert Tonyan (15034475) (LOCKED),Robert Tonyan,15034475,TE/FLEX,2500,In Progress,GB,2
,,,,,,,,,,,,,,TE,Evan Baylis (15034477) (LOCKED),Evan Baylis,15034477,TE/FLEX,2500,In Progress,GB,0
,,,,,,,,,,,,,,TE,James Looney (15034479) (LOCKED),James Looney,15034479,TE/FLEX,2500,In Progress,GB,0
,,,,,,,,,,,,,,TE,Tyler Conklin (15034499) (LOCKED),Tyler Conklin,15034499,TE/FLEX,2500,In Progress,MIN,0.9
,,,,,,,,,,,,,,TE,Brandon Dillon (15034501) (LOCKED),Brandon Dillon,15034501,TE/FLEX,2500,In Progress,MIN,0
