Entry ID,Contest Name,Contest ID,Entry Fee,QB,RB,RB,WR,WR,WR,TE,FLEX,DST,,Instructions
2222899495,NFL $4.5M Fantasy Football Millionaire [$1M to 1st + ToC Entry],91962454,$20,Jared Goff (15355541),Ezekiel Elliott (15355596),Derrick Henry (15355598),Parris Campbell (15355930),Jalen Reagor (15355956),Robert Woods (15355852),Tyler Higbee (15356194),Kenyan Drake (15355616),Colts (15356403),,1. Column A lists all of your contest entries for this draftgroup
2222899496,NFL $4.5M Fantasy Football Millionaire [$1M to 1st + ToC Entry],91962454,$20,Tyrod Taylor (15355546),Ezekiel Elliott (15355596),Derrick Henry (15355598),Mecole Hardman (15355976),T.Y. Hilton (15355876),Mike Williams (15355946),Hunter Henry (15356190),Kenyan Drake (15355616),Bills (15356387),,2. Your current lineup is listed next to each entry (blank for reservations)
2222899497,NFL $4.5M Fantasy Football Millionaire [$1M to 1st + ToC Entry],91962454,$20,Ryan Tannehill (15355538),Ezekiel Elliott (15355596),Aaron Jones (15355604),DJ Chark Jr. (15355866),Corey Davis (15355960),Mike Williams (15355946),Chris Herndon (15356226),Derrick Henry (15355598),Packers (15356393),,3. You can change the lineup for an entry by entering the IDs of the players in the row next to that entry
2222899498,NFL $4.5M Fantasy Football Millionaire [$1M to 1st + ToC Entry],91962454,$20,Ryan Tannehill (15355538),Dalvin Cook (15355600),Ezekiel Elliott (15355596),DJ Chark Jr. (15355866),Corey Davis (15355960),Diontae Johnson (15355932),Jonnu Smith (15356204),Kenyan Drake (15355616),Bears (15356389),,4. Use data from the Name+ID column or the ID column; you cannot use just the player's name
2222899499,NFL $4.5M Fantasy Football Millionaire [$1M to 1st + ToC Entry],91962454,$20,Ryan Tannehill (15355538),Ezekiel Elliott (15355596),Melvin Gordon III (15355634),Corey Davis (15355960),Allen Robinson II (15355850),Robert Woods (15355852),Tyler Eifert (15356248),Derrick Henry (15355598),Cardinals (15356396),,5. For faster processing only include entries you are changing in the file you upload
2222899500,NFL $4.5M Fantasy Football Millionaire [$1M to 1st + ToC Entry],91962454,$20,Aaron Rodgers (15355526),Ezekiel Elliott (15355596),Melvin Gordon III (15355634),Davante Adams (15355828),Marvin Jones Jr. (15355880),Marquez Valdes-Scantling (15355926),Chris Herndon (15356226),Kenyan Drake (15355616),Chargers (15356410),,
2222899501,NFL $4.5M Fantasy Football Millionaire [$1M to 1st + ToC Entry],91962454,$20,Jared Goff (15355541),Ezekiel Elliott (15355596),Derrick Henry (15355598),DeSean Jackson (15355896),Van Jefferson Jr. (15356144),Diontae Johnson (15355932),Tyler Higbee (15356194),Aaron Jones (15355604),Bears (15356389),,Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
2222902012,NFL $125K mini-MAX [150 Entry Max],92057388,$0.50,Dak Prescott (15355527),Kenyan Drake (15355616),Clyde Edwards-Helaire (15355602),Michael Gallup (15355882),CeeDee Lamb (15355924),Calvin Ridley (15355840),Jonnu Smith (15356204),David Johnson (15355618),Rams (15356398),,WR,Quintez Cephus (15355974),Quintez Cephus,15355974,WR/FLEX,3800,DET@GB 09/20/2020 01:00PM ET,DET,7.3
2222902013,NFL $125K mini-MAX [150 Entry Max],92057388,$0.50,Patrick Mahomes (15355525),Kenyan Drake (15355616),Todd Gurley II (15355612),Parris Campbell (15355930),Tyreek Hill (15355832),Diontae Johnson (15355932),Hunter Henry (15356190),Sammy Watkins (15355910),Bills (15356387),,WR,Breshad Perriman (15355972),Breshad Perriman,15355972,WR/FLEX,3800,SF@NYJ 09/20/2020 01:00PM ET,NYJ,4.7
2222902014,NFL $125K mini-MAX [150 Entry Max],92057388,$0.50,Mitchell Trubisky (15355544),Todd Gurley II (15355612),Jonathan Taylor (15355620),Davante Adams (15355828),Allen Robinson II (15355850),Darius Slayton (15355900),Jimmy Graham (15356212),Kenyan Drake (15355616),Chiefs (15356392),,TE,Jimmy Graham (15356212),Jimmy Graham,15356212,TE/FLEX,3800,NYG@CHI 09/20/2020 01:00PM ET,CHI,11.5
2222902015,NFL $125K mini-MAX [150 Entry Max],92057388,$0.50,Lamar Jackson (15355524),Kenyan Drake (15355616),Ronald Jones II (15355636),Marquise Brown (15355862),Diontae Johnson (15355932),CeeDee Lamb (15355924),Mark Andrews (15356182),David Johnson (15355618),Vikings (15356394),,WR,Tim Patrick (15355978),Tim Patrick,15355978,WR/FLEX,3800,DEN@PIT 09/20/2020 01:00PM ET,DEN,6.9
2222902016,NFL $125K mini-MAX [150 Entry Max],92057388,$0.50,Aaron Rodgers (15355526),Todd Gurley II (15355612),Jonathan Taylor (15355620),Davante Adams (15355828),Marvin Jones Jr. (15355880),Allen Lazard (15355890),Logan Thomas (15356218),Miles Sanders (15355614),Falcons (15356401),,DST,Steelers  (15356388),Steelers ,15356388,DST,3800,DEN@PIT 09/20/2020 01:00PM ET,PIT,8
2222902017,NFL $125K mini-MAX [150 Entry Max],92057388,$0.50,Lamar Jackson (15355524),Miles Sanders (15355614),Jonathan Taylor (15355620),Marquise Brown (15355862),Brandin Cooks (15355902),Breshad Perriman (15355972),Mark Andrews (15356182),Kenyan Drake (15355616),Cardinals (15356396),,WR,Mecole Hardman (15355976),Mecole Hardman,15355976,WR/FLEX,3800,KC@LAC 09/20/2020 04:25PM ET,KC,1.6
2222902018,NFL $125K mini-MAX [150 Entry Max],92057388,$0.50,Matthew Stafford (15355533),Melvin Gordon III (15355634),Todd Gurley II (15355612),Davante Adams (15355828),Danny Amendola (15355914),Parris Campbell (15355930),T.J. Hockenson (15356188),Kenyan Drake (15355616),49ers (15356386),,WR,Equanimeous St. Brown (15355990),Equanimeous St. Brown,15355990,WR/FLEX,3700,DET@GB 09/20/2020 01:00PM ET,GB,0
2222902019,NFL $125K mini-MAX [150 Entry Max],92057388,$0.50,Tyrod Taylor (15355546),Kenyan Drake (15355616),Todd Gurley II (15355612),Davante Adams (15355828),Diontae Johnson (15355932),Mike Williams (15355946),Hunter Henry (15356190),Clyde Edwards-Helaire (15355602),Vikings (15356394),,WR,Marvin Hall (15355992),Marvin Hall,15355992,WR/FLEX,3700,DET@GB 09/20/2020 01:00PM ET,DET,3.6
2222902020,NFL $125K mini-MAX [150 Entry Max],92057388,$0.50,Gardner Minshew II (15355540),Todd Gurley II (15355612),Jonathan Taylor (15355620),Davante Adams (15355828),DJ Chark Jr. (15355866),Laviska Shenault Jr. (15355948),Jonnu Smith (15356204),Kenyan Drake (15355616),49ers (15356386),,WR,Vyncint Smith (15355988),Vyncint Smith,15355988,WR/FLEX,3700,SF@NYJ 09/20/2020 01:00PM ET,NYJ,0
2222902021,NFL $125K mini-MAX [150 Entry Max],92057388,$0.50,Kirk Cousins (15355536),Dalvin Cook (15355600),Jonathan Taylor (15355620),Diontae Johnson (15355932),Adam Thielen (15355836),Robert Woods (15355852),Chris Herndon (15356226),Kenyan Drake (15355616),Packers (15356393),,DST,Bears  (15356389),Bears ,15356389,DST,3700,NYG@CHI 09/20/2020 01:00PM ET,CHI,3
2222902022,NFL $125K mini-MAX [150 Entry Max],92057388,$0.50,Aaron Rodgers (15355526),Todd Gurley II (15355612),Aaron Jones (15355604),Parris Campbell (15355930),Diontae Johnson (15355932),Marvin Jones Jr. (15355880),Chris Herndon (15356226),Davante Adams (15355828),Bears (15356389),,TE,Dalton Schultz (15356216),Dalton Schultz,15356216,TE/FLEX,3700,ATL@DAL 09/20/2020 01:00PM ET,DAL,2.1
2222902023,NFL $125K mini-MAX [150 Entry Max],92057388,$0.50,Philip Rivers (15355537),Todd Gurley II (15355612),Aaron Jones (15355604),T.Y. Hilton (15355876),DeAndre Hopkins (15355830),Diontae Johnson (15355932),Kyle Rudolph (15356222),Jonathan Taylor (15355620),Steelers (15356388),,WR,Zach Pascal (15355980),Zach Pascal,15355980,WR/FLEX,3700,MIN@IND 09/20/2020 01:00PM ET,IND,3.8
2222902024,NFL $125K mini-MAX [150 Entry Max],92057388,$0.50,Tyrod Taylor (15355546),Todd Gurley II (15355612),Aaron Jones (15355604),Keenan Allen (15355878),Tyreek Hill (15355832),Diontae Johnson (15355932),Chris Herndon (15356226),Austin Ekeler (15355608),Bills (15356387),,WR,Chad Beebe (15355986),Chad Beebe,15355986,WR/FLEX,3700,MIN@IND 09/20/2020 01:00PM ET,MIN,0
2222902025,NFL $125K mini-MAX [150 Entry Max],92057388,$0.50,Dak Prescott (15355527),Melvin Gordon III (15355634),Ronald Jones II (15355636),Amari Cooper (15355854),Michael Gallup (15355882),Calvin Ridley (15355840),Chris Herndon (15356226),Clyde Edwards-Helaire (15355602),Packers (15356393),,TE,Dawson Knox (15356214),Dawson Knox,15356214,TE/FLEX,3700,BUF@MIA 09/20/2020 01:00PM ET,BUF,4.6
2222902026,NFL $125K mini-MAX [150 Entry Max],92057388,$0.50,Lamar Jackson (15355524),Aaron Jones (15355604),Jonathan Taylor (15355620),Marquise Brown (15355862),Amari Cooper (15355854),Diontae Johnson (15355932),Darren Fells (15356232),J.K. Dobbins (15355640),Bears (15356389),,WR,Andy Isabella (15355984),Andy Isabella,15355984,WR/FLEX,3700,WAS@ARI 09/20/2020 04:05PM ET,ARI,0
2222902027,NFL $125K mini-MAX [150 Entry Max],92057388,$0.50,Patrick Mahomes (15355525),Todd Gurley II (15355612),Aaron Jones (15355604),Corey Davis (15355960),Mecole Hardman (15355976),Tyreek Hill (15355832),Hunter Henry (15356190),Jonathan Taylor (15355620),Cardinals (15356396),,WR,Joe Reed (15355982),Joe Reed,15355982,WR/FLEX,3700,KC@LAC 09/20/2020 04:25PM ET,LAC,0
2222902028,NFL $125K mini-MAX [150 Entry Max],92057388,$0.50,Matthew Stafford (15355533),Todd Gurley II (15355612),Jonathan Taylor (15355620),Davante Adams (15355828),Marvin Jones Jr. (15355880),Robert Woods (15355852),Chris Herndon (15356226),D'Andre Swift (15355646),Titans (15356391),,WR,Chris Conley (15355994),Chris Conley,15355994,WR/FLEX,3600,JAX@TEN 09/20/2020 01:00PM ET,JAX,1.6
2222902029,NFL $125K mini-MAX [150 Entry Max],92057388,$0.50,Tyrod Taylor (15355546),Miles Sanders (15355614),Jonathan Taylor (15355620),Davante Adams (15355828),Diontae Johnson (15355932),Sammy Watkins (15355910),Hunter Henry (15356190),Austin Ekeler (15355608),49ers (15356386),,TE,Jack Doyle (15356220),Jack Doyle,15356220,TE/FLEX,3600,MIN@IND 09/20/2020 01:00PM ET,IND,7.9
2222908581,NFL $125K mini-MAX [150 Entry Max],92057388,$0.50,Tyrod Taylor (15355546),Aaron Jones (15355604),Jonathan Taylor (15355620),Keenan Allen (15355878),Julio Jones (15355834),Mike Williams (15355946),Chris Herndon (15356226),Clyde Edwards-Helaire (15355602),Steelers (15356388),,TE,Logan Thomas (15356218),Logan Thomas,15356218,TE/FLEX,3600,WAS@ARI 09/20/2020 04:05PM ET,WAS,13.7
2222991877,NFL $125K mini-MAX [150 Entry Max],92057388,$0.50,Philip Rivers (15355537),Todd Gurley II (15355612),Jonathan Taylor (15355620),Parris Campbell (15355930),Diontae Johnson (15355932),Adam Thielen (15355836),Mark Andrews (15356182),David Johnson (15355618),49ers (15356386),,DST,Ravens  (15356390),Ravens ,15356390,DST,3600,BAL@HOU 09/20/2020 04:25PM ET,BAL,15
2222992011,NFL $125K mini-MAX [150 Entry Max],92057388,$0.50,Tom Brady (15355530),Todd Gurley II (15355612),Jonathan Taylor (15355620),Robby Anderson (15355892),Mike Evans (15355848),Diontae Johnson (15355932),Rob Gronkowski (15356206),Clyde Edwards-Helaire (15355602),49ers (15356386),,WR,JJ Arcega-Whiteside (15356010),JJ Arcega-Whiteside,15356010,WR/FLEX,3500,LAR@PHI 09/20/2020 01:00PM ET,PHI,0
2222997113,Modelo $5K NFL Beat Bettis Contest Series (2),92149971,$0,Jared Goff (15355541),Ezekiel Elliott (15355596),Derrick Henry (15355598),Parris Campbell (15355930),Jalen Reagor (15355956),Robert Woods (15355852),Tyler Higbee (15356194),Kenyan Drake (15355616),Colts (15356403),,DST,Titans  (15356391),Titans ,15356391,DST,3500,JAX@TEN 09/20/2020 01:00PM ET,TEN,3
,,,,,,,,,,,,,,WR,Justin Watson (15356006),Justin Watson,15356006,WR/FLEX,3500,CAR@TB 09/20/2020 01:00PM ET,TB,1.6
,,,,,,,,,,,,,,WR,Tyler Johnson (15356008),Tyler Johnson,15356008,WR/FLEX,3500,CAR@TB 09/20/2020 01:00PM ET,TB,0
,,,,,,,,,,,,,,WR,DaeSean Hamilton (15356012),DaeSean Hamilton,15356012,WR/FLEX,3500,DEN@PIT 09/20/2020 01:00PM ET,DEN,2.8
,,,,,,,,,,,,,,WR,Michael Pittman Jr. (15355998),Michael Pittman Jr.,15355998,WR/FLEX,3500,MIN@IND 09/20/2020 01:00PM ET,IND,3
,,,,,,,,,,,,,,TE,Kyle Rudolph (15356222),Kyle Rudolph,15356222,TE/FLEX,3500,MIN@IND 09/20/2020 01:00PM ET,MIN,4.8
,,,,,,,,,,,,,,WR,Isaiah Ford (15356004),Isaiah Ford,15356004,WR/FLEX,3500,BUF@MIA 09/20/2020 01:00PM ET,MIA,3.3
,,,,,,,,,,,,,,WR,Dontrelle Inman (15356002),Dontrelle Inman,15356002,WR/FLEX,3500,WAS@ARI 09/20/2020 04:05PM ET,WAS,4.1
,,,,,,,,,,,,,,WR,Demarcus Robinson (15356000),Demarcus Robinson,15356000,WR/FLEX,3500,KC@LAC 09/20/2020 04:25PM ET,KC,5
,,,,,,,,,,,,,,WR,Kenny Stills (15355996),Kenny Stills,15355996,WR/FLEX,3500,BAL@HOU 09/20/2020 04:25PM ET,HOU,0
,,,,,,,,,,,,,,WR,Denzel Mims (15356016),Denzel Mims,15356016,WR/FLEX,3400,SF@NYJ 09/20/2020 01:00PM ET,NYJ,0
,,,,,,,,,,,,,,TE,Chris Herndon (15356226),Chris Herndon,15356226,TE/FLEX,3400,SF@NYJ 09/20/2020 01:00PM ET,NYJ,8.7
,,,,,,,,,,,,,,WR,Cordarrelle Patterson (15356022),Cordarrelle Patterson,15356022,WR/FLEX,3400,NYG@CHI 09/20/2020 01:00PM ET,CHI,4.1
,,,,,,,,,,,,,,WR,Adam Humphries (15356020),Adam Humphries,15356020,WR/FLEX,3400,JAX@TEN 09/20/2020 01:00PM ET,TEN,10.7
,,,,,,,,,,,,,,WR,Tajae Sharpe (15356018),Tajae Sharpe,15356018,WR/FLEX,3400,MIN@IND 09/20/2020 01:00PM ET,MIN,0
,,,,,,,,,,,,,,TE,Reggie Gilliam (15356224),Reggie Gilliam,15356224,TE/FLEX,3400,BUF@MIA 09/20/2020 01:00PM ET,BUF,0
,,,,,,,,,,,,,,DST,Chiefs  (15356392),Chiefs ,15356392,DST,3400,KC@LAC 09/20/2020 04:25PM ET,KC,7
,,,,,,,,,,,,,,WR,Devin Duvernay (15356014),Devin Duvernay,15356014,WR/FLEX,3400,BAL@HOU 09/20/2020 04:25PM ET,BAL,2.2
,,,,,,,,,,,,,,DST,Packers  (15356393),Packers ,15356393,DST,3300,DET@GB 09/20/2020 01:00PM ET,GB,5
,,,,,,,,,,,,,,WR,Trent Taylor (15356028),Trent Taylor,15356028,WR/FLEX,3300,SF@NYJ 09/20/2020 01:00PM ET,SF,2.7
,,,,,,,,,,,,,,WR,Ted Ginn Jr. (15356030),Ted Ginn Jr.,15356030,WR/FLEX,3300,NYG@CHI 09/20/2020 01:00PM ET,CHI,0
,,,,,,,,,,,,,,WR,Antonio Gandy-Golden (15356024),Antonio Gandy-Golden,15356024,WR/FLEX,3300,WAS@ARI 09/20/2020 04:05PM ET,WAS,0
,,,,,,,,,,,,,,TE,Dan Arnold (15356228),Dan Arnold,15356228,TE/FLEX,3300,WAS@ARI 09/20/2020 04:05PM ET,ARI,4.1
,,,,,,,,,,,,,,WR,Jason Moore (15356026),Jason Moore,15356026,WR/FLEX,3300,KC@LAC 09/20/2020 04:25PM ET,LAC,0
,,,,,,,,,,,,,,TE,Jordan Akins (15356230),Jordan Akins,15356230,TE/FLEX,3300,BAL@HOU 09/20/2020 04:25PM ET,HOU,11.9
,,,,,,,,,,,,,,TE,Jace Sternberger (15356240),Jace Sternberger,15356240,TE/FLEX,3200,DET@GB 09/20/2020 01:00PM ET,GB,0
,,,,,,,,,,,,,,WR,Chris Hogan (15356032),Chris Hogan,15356032,WR/FLEX,3200,SF@NYJ 09/20/2020 01:00PM ET,NYJ,1
,,,,,,,,,,,,,,TE,Kaden Smith (15356238),Kaden Smith,15356238,TE/FLEX,3200,NYG@CHI 09/20/2020 01:00PM ET,NYG,3.7
,,,,,,,,,,,,,,TE,Ian Thomas (15356236),Ian Thomas,15356236,TE/FLEX,3200,CAR@TB 09/20/2020 01:00PM ET,CAR,3.6
,,,,,,,,,,,,,,DST,Vikings  (15356394),Vikings ,15356394,DST,3200,MIN@IND 09/20/2020 01:00PM ET,MIN,-4
,,,,,,,,,,,,,,TE,Jeremy Sprinkle (15356234),Jeremy Sprinkle,15356234,TE/FLEX,3200,WAS@ARI 09/20/2020 04:05PM ET,WAS,0
,,,,,,,,,,,,,,TE,Darren Fells (15356232),Darren Fells,15356232,TE/FLEX,3200,BAL@HOU 09/20/2020 04:25PM ET,HOU,3.9
,,,,,,,,,,,,,,WR,Javon Wims (15356034),Javon Wims,15356034,WR/FLEX,3100,NYG@CHI 09/20/2020 01:00PM ET,CHI,7.1
,,,,,,,,,,,,,,WR,Riley Ridley (15356036),Riley Ridley,15356036,WR/FLEX,3100,NYG@CHI 09/20/2020 01:00PM ET,CHI,0
,,,,,,,,,,,,,,DST,WAS Football Team  (15356395),WAS Football Team ,15356395,DST,3100,WAS@ARI 09/20/2020 04:05PM ET,WAS,15
,,,,,,,,,,,,,,TE,Nick Boyle (15356242),Nick Boyle,15356242,TE/FLEX,3100,BAL@HOU 09/20/2020 04:25PM ET,BAL,2.3
,,,,,,,,,,,,,,WR,Malik Taylor (15356174),Malik Taylor,15356174,WR/FLEX,3000,DET@GB 09/20/2020 01:00PM ET,GB,0
,,,,,,,,,,,,,,WR,Jamal Agnew (15356176),Jamal Agnew,15356176,WR/FLEX,3000,DET@GB 09/20/2020 01:00PM ET,DET,0
,,,,,,,,,,,,,,WR,Dante Pettis (15356160),Dante Pettis,15356160,WR/FLEX,3000,SF@NYJ 09/20/2020 01:00PM ET,SF,0
,,,,,,,,,,,,,,WR,Richie James Jr. (15356162),Richie James Jr.,15356162,WR/FLEX,3000,SF@NYJ 09/20/2020 01:00PM ET,SF,0
,,,,,,,,,,,,,,WR,Chris Thompson (15356164),Chris Thompson,15356164,WR/FLEX,3000,SF@NYJ 09/20/2020 01:00PM ET,SF,0
,,,,,,,,,,,,,,WR,Tavon Austin (15356166),Tavon Austin,15356166,WR/FLEX,3000,SF@NYJ 09/20/2020 01:00PM ET,SF,0
,,,,,,,,,,,,,,WR,Braxton Berrios (15356168),Braxton Berrios,15356168,WR/FLEX,3000,SF@NYJ 09/20/2020 01:00PM ET,NYJ,0
,,,,,,,,,,,,,,WR,Josh Malone (15356170),Josh Malone,15356170,WR/FLEX,3000,SF@NYJ 09/20/2020 01:00PM ET,NYJ,0
,,,,,,,,,,,,,,WR,Jeff Smith (15356172),Jeff Smith,15356172,WR/FLEX,3000,SF@NYJ 09/20/2020 01:00PM ET,NYJ,0
,,,,,,,,,,,,,,WR,Damion Ratley (15356150),Damion Ratley,15356150,WR/FLEX,3000,NYG@CHI 09/20/2020 01:00PM ET,NYG,0
,,,,,,,,,,,,,,WR,C.J. Board (15356152),C.J. Board,15356152,WR/FLEX,3000,NYG@CHI 09/20/2020 01:00PM ET,NYG,3.7
,,,,,,,,,,,,,,WR,David Sills (15356154),David Sills,15356154,WR/FLEX,3000,NYG@CHI 09/20/2020 01:00PM ET,NYG,0
,,,,,,,,,,,,,,WR,Cody Core (15356156),Cody Core,15356156,WR/FLEX,3000,NYG@CHI 09/20/2020 01:00PM ET,NYG,0
,,,,,,,,,,,,,,WR,Darnell Mooney (15356158),Darnell Mooney,15356158,WR/FLEX,3000,NYG@CHI 09/20/2020 01:00PM ET,CHI,6.8
,,,,,,,,,,,,,,WR,John Hightower (15356140),John Hightower,15356140,WR/FLEX,3000,LAR@PHI 09/20/2020 01:00PM ET,PHI,0.8
,,,,,,,,,,,,,,WR,Quez Watkins (15356142),Quez Watkins,15356142,WR/FLEX,3000,LAR@PHI 09/20/2020 01:00PM ET,PHI,0
,,,,,,,,,,,,,,WR,Van Jefferson Jr. (15356144),Van Jefferson Jr.,15356144,WR/FLEX,3000,LAR@PHI 09/20/2020 01:00PM ET,LAR,4.1
,,,,,,,,,,,,,,WR,Nsimba Webster (15356146),Nsimba Webster,15356146,WR/FLEX,3000,LAR@PHI 09/20/2020 01:00PM ET,LAR,0
,,,,,,,,,,,,,,WR,Trishton Jackson (15356148),Trishton Jackson,15356148,WR/FLEX,3000,LAR@PHI 09/20/2020 01:00PM ET,LAR,0
,,,,,,,,,,,,,,WR,Collin Johnson (15356134),Collin Johnson,15356134,WR/FLEX,3000,JAX@TEN 09/20/2020 01:00PM ET,JAX,2.4
,,,,,,,,,,,,,,WR,Kalif Raymond (15356136),Kalif Raymond,15356136,WR/FLEX,3000,JAX@TEN 09/20/2020 01:00PM ET,TEN,0
,,,,,,,,,,,,,,WR,Cody Hollister (15356138),Cody Hollister,15356138,WR/FLEX,3000,JAX@TEN 09/20/2020 01:00PM ET,TEN,0
,,,,,,,,,,,,,,TE,Tyler Eifert (15356248),Tyler Eifert,15356248,TE/FLEX,3000,JAX@TEN 09/20/2020 01:00PM ET,JAX,1.8
,,,,,,,,,,,,,,WR,Seth Roberts (15356040),Seth Roberts,15356040,WR/FLEX,3000,CAR@TB 09/20/2020 01:00PM ET,CAR,1.5
,,,,,,,,,,,,,,WR,Pharoh Cooper (15356118),Pharoh Cooper,15356118,WR/FLEX,3000,CAR@TB 09/20/2020 01:00PM ET,CAR,0
,,,,,,,,,,,,,,WR,Brandon Zylstra (15356120),Brandon Zylstra,15356120,WR/FLEX,3000,CAR@TB 09/20/2020 01:00PM ET,CAR,0
,,,,,,,,,,,,,,WR,Keith Kirkwood (15356122),Keith Kirkwood,15356122,WR/FLEX,3000,CAR@TB 09/20/2020 01:00PM ET,CAR,0
,,,,,,,,,,,,,,WR,Omar Bayless (15356124),Omar Bayless,15356124,WR/FLEX,3000,CAR@TB 09/20/2020 01:00PM ET,CAR,0
,,,,,,,,,,,,,,WR,Jaydon Mickens (15356126),Jaydon Mickens,15356126,WR/FLEX,3000,CAR@TB 09/20/2020 01:00PM ET,TB,0
,,,,,,,,,,,,,,WR,Cyril Grayson (15356128),Cyril Grayson,15356128,WR/FLEX,3000,CAR@TB 09/20/2020 01:00PM ET,TB,0
,,,,,,,,,,,,,,WR,John Hurst (15356130),John Hurst,15356130,WR/FLEX,3000,CAR@TB 09/20/2020 01:00PM ET,TB,0
,,,,,,,,,,,,,,WR,John Franklin III (15356132),John Franklin III,15356132,WR/FLEX,3000,CAR@TB 09/20/2020 01:00PM ET,TB,0
,,,,,,,,,,,,,,WR,Chase Claypool (15356108),Chase Claypool,15356108,WR/FLEX,3000,DEN@PIT 09/20/2020 01:00PM ET,PIT,6.7
,,,,,,,,,,,,,,WR,Ray-Ray McCloud III (15356110),Ray-Ray McCloud III,15356110,WR/FLEX,3000,DEN@PIT 09/20/2020 01:00PM ET,PIT,0
,,,,,,,,,,,,,,WR,KJ Hamler (15356112),KJ Hamler,15356112,WR/FLEX,3000,DEN@PIT 09/20/2020 01:00PM ET,DEN,0
,,,,,,,,,,,,,,WR,Diontae Spencer (15356114),Diontae Spencer,15356114,WR/FLEX,3000,DEN@PIT 09/20/2020 01:00PM ET,DEN,0
,,,,,,,,,,,,,,WR,Tyrie Cleveland (15356116),Tyrie Cleveland,15356116,WR/FLEX,3000,DEN@PIT 09/20/2020 01:00PM ET,DEN,1.7
,,,,,,,,,,,,,,TE,Vance McDonald (15356246),Vance McDonald,15356246,TE/FLEX,3000,DEN@PIT 09/20/2020 01:00PM ET,PIT,1.3
,,,,,,,,,,,,,,WR,Cedrick Wilson (15356094),Cedrick Wilson,15356094,WR/FLEX,3000,ATL@DAL 09/20/2020 01:00PM ET,DAL,0
,,,,,,,,,,,,,,WR,Noah Brown (15356096),Noah Brown,15356096,WR/FLEX,3000,ATL@DAL 09/20/2020 01:00PM ET,DAL,0
,,,,,,,,,,,,,,WR,Malik Turner (15356098),Malik Turner,15356098,WR/FLEX,3000,ATL@DAL 09/20/2020 01:00PM ET,DAL,0
,,,,,,,,,,,,,,WR,Ventell Bryant (15356100),Ventell Bryant,15356100,WR/FLEX,3000,ATL@DAL 09/20/2020 01:00PM ET,DAL,0
,,,,,,,,,,,,,,WR,Christian Blake (15356102),Christian Blake,15356102,WR/FLEX,3000,ATL@DAL 09/20/2020 01:00PM ET,ATL,0
,,,,,,,,,,,,,,WR,Olamide Zaccheaus (15356104),Olamide Zaccheaus,15356104,WR/FLEX,3000,ATL@DAL 09/20/2020 01:00PM ET,ATL,0
,,,,,,,,,,,,,,WR,Brandon Powell (15356106),Brandon Powell,15356106,WR/FLEX,3000,ATL@DAL 09/20/2020 01:00PM ET,ATL,0
,,,,,,,,,,,,,,TE,Blake Bell (15356250),Blake Bell,15356250,TE/FLEX,3000,ATL@DAL 09/20/2020 01:00PM ET,DAL,0
,,,,,,,,,,,,,,WR,Dan Chisena (15356086),Dan Chisena,15356086,WR/FLEX,3000,MIN@IND 09/20/2020 01:00PM ET,MIN,0
,,,,,,,,,,,,,,WR,K.J. Osborn (15356088),K.J. Osborn,15356088,WR/FLEX,3000,MIN@IND 09/20/2020 01:00PM ET,MIN,0
,,,,,,,,,,,,,,WR,Ashton Dulin (15356090),Ashton Dulin,15356090,WR/FLEX,3000,MIN@IND 09/20/2020 01:00PM ET,IND,0
,,,,,,,,,,,,,,WR,Dezmon Patmon (15356092),Dezmon Patmon,15356092,WR/FLEX,3000,MIN@IND 09/20/2020 01:00PM ET,IND,0
,,,,,,,,,,,,,,TE,Mo Alie-Cox (15356244),Mo Alie-Cox,15356244,TE/FLEX,3000,MIN@IND 09/20/2020 01:00PM ET,IND,4
,,,,,,,,,,,,,,WR,Isaiah McKenzie (15356038),Isaiah McKenzie,15356038,WR/FLEX,3000,BUF@MIA 09/20/2020 01:00PM ET,BUF,4.7
,,,,,,,,,,,,,,WR,Mack Hollins (15356076),Mack Hollins,15356076,WR/FLEX,3000,BUF@MIA 09/20/2020 01:00PM ET,MIA,0
,,,,,,,,,,,,,,WR,Lynn Bowden Jr. (15356078),Lynn Bowden Jr.,15356078,WR/FLEX,3000,BUF@MIA 09/20/2020 01:00PM ET,MIA,0
,,,,,,,,,,,,,,WR,Gabriel Davis (15356080),Gabriel Davis,15356080,WR/FLEX,3000,BUF@MIA 09/20/2020 01:00PM ET,BUF,3.6
,,,,,,,,,,,,,,WR,Andre Roberts (15356082),Andre Roberts,15356082,WR/FLEX,3000,BUF@MIA 09/20/2020 01:00PM ET,BUF,0
,,,,,,,,,,,,,,WR,Isaiah Hodgins (15356084),Isaiah Hodgins,15356084,WR/FLEX,3000,BUF@MIA 09/20/2020 01:00PM ET,BUF,0
,,,,,,,,,,,,,,WR,Isaiah Wright (15356064),Isaiah Wright,15356064,WR/FLEX,3000,WAS@ARI 09/20/2020 04:05PM ET,WAS,0
,,,,,,,,,,,,,,WR,Cam Sims (15356066),Cam Sims,15356066,WR/FLEX,3000,WAS@ARI 09/20/2020 04:05PM ET,WAS,0
,,,,,,,,,,,,,,WR,Kelvin Harmon (15356068),Kelvin Harmon,15356068,WR/FLEX,3000,WAS@ARI 09/20/2020 04:05PM ET,WAS,0
